year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2024,1201–1500,University of Namibia,"28,916",21.6,3%,63 : 37,
2024,1201–1500,National Changhua University of Education,"8,459",15.0,8%,51 : 49,
2024,1201–1500,National Chin-Yi University of Technology,"7,618",22.7,6%,30 : 70,
2024,1201–1500,National Chung Cheng University,"8,748",15.6,4%,44 : 56,
2024,1201–1500,National University of Colombia,"56,586",22.0,1%,40 : 60,
2024,1201–1500,National University of Distance Education (UNED),"80,478",67.5,4%,55 : 45,
2024,1201–1500,National Dong Hwa University,"9,970",18.6,9%,52 : 48,
2024,1201–1500,National Institute of Technology Srinagar,"3,820",15.9,0%,0 : 100,
2024,1201–1500,National Kaohsiung University of Science and Technology,"28,128",33.1,3%,39 : 61,
2024,1201–1500,National Research University of Electronic Technology (MIET),"5,032",9.5,7%,25 : 75,
2024,1201–1500,National Taiwan Ocean University,"8,244",16.2,8%,32 : 68,
2024,1201–1500,University of Nigeria Nsukka,"43,108",11.7,1%,46 : 54,
2024,1201–1500,Ochanomizu University,"2,678",14.5,6%,100 : 0,
2024,1201–1500,Opole University of Technology,"5,096",13.7,6%,32 : 68,
2024,1201–1500,University of Oradea,"15,820",17.5,6%,56 : 44,
2024,1201–1500,Osaka Metropolitan University,"15,734",11.5,4%,37 : 63,
2024,1201–1500,Osmania University,"10,520",25.7,3%,36 : 64,
2024,1201–1500,Paris Nanterre University,"35,218",23.4,16%,64 : 36,
2024,1201–1500,University of Pau and Pays de l’Adour,"14,105",13.9,15%,53 : 47,
2024,1201–1500,Pavol Jozef Šafárik University in Košice,"7,060",10.3,24%,67 : 33,
2024,1201–1500,Persian Gulf University,"5,499",23.1,5%,55 : 45,
2024,1201–1500,University of the Philippines,"53,676",11.1,0%,59 : 41,
2024,1201–1500,Pirogov Russian National Research Medical University,"9,613",6.9,4%,,
2024,1201–1500,Polytechnic Institute of Porto,"19,211",16.9,5%,47 : 53,
2024,1201–1500,Pontifical Catholic University of Peru,"27,960",7.3,1%,47 : 53,
2024,1201–1500,Pontifical Catholic University of Valparaíso,"18,104",26.2,1%,43 : 57,
2024,1201–1500,Pontificia Universidad Javeriana,"28,879",12.9,2%,56 : 44,
2024,1201–1500,Pontifícia Universidade Católica do Paraná,"11,476",13.0,1%,56 : 44,
2024,1201–1500,Port Said University,"29,241",28.3,0%,62 : 38,
2024,1201–1500,Poznań University of Life Sciences,"6,184",8.5,6%,60 : 40,
2024,1201–1500,Poznan University of Technology,"14,304",11.4,6%,32 : 68,
2024,1201–1500,Prince of Songkla University,"33,318",12.9,2%,69 : 31,
2024,1201–1500,University of Puerto Rico,"43,535",15.2,1%,58 : 42,
2024,1201–1500,Pukyong National University,"16,563",11.4,10%,52 : 48,
2024,1201–1500,University of Qom,"11,828",43.0,33%,44 : 56,
2024,1201–1500,University Rey Juan Carlos,"42,153",19.4,6%,59 : 41,
2024,1201–1500,Rikkyo University,"19,783",14.4,4%,,
2024,1201–1500,Ritsumeikan University,"35,119",17.4,10%,37 : 63,
2024,1201–1500,Université Saint-Joseph de Beyrouth,"7,941",10.9,7%,61 : 39,
2024,1201–1500,Saitama Medical University,"1,915",1.4,0%,51 : 49,
2024,1201–1500,Sakarya University,"42,601",26.6,7%,51 : 49,
2024,1201–1500,Samara National Research University (Samara University),"9,198",10.7,14%,48 : 52,
2024,1201–1500,Sapporo Medical University,"1,294",3.3,0%,44 : 56,
2024,1201–1500,SASTRA University,"10,360",13.1,3%,43 : 57,
2024,1201–1500,Sathyabama Institute of Science and Technology,"13,406",10.6,5%,50 : 50,
2024,1201–1500,Universitas Sebelas Maret,"27,580",16.9,2%,64 : 36,
2024,1201–1500,Selçuk University,"32,183",14.0,8%,58 : 42,
2024,1201–1500,Semnan University of Medical Sciences and Health Services,"3,537",7.9,7%,61 : 39,
2024,1201–1500,Seoul National University of Science and Technology (SeoulTech),"8,987",13.8,9%,36 : 64,
2024,1201–1500,University of La Serena,"8,170",26.4,1%,51 : 49,
2024,1201–1500,Shahid Bahonar University of Kerman,"13,458",22.1,1%,60 : 40,
2024,1201–1500,Shahid Sadoughi University of Medical Sciences,"6,260",13.0,2%,58 : 42,
2024,1201–1500,Shahjalal University of Science and Technology,"9,585",17.8,0%,31 : 69,
2024,1201–1500,University of Shanghai for Science and Technology,"26,472",10.5,2%,43 : 57,
2024,1201–1500,Shibaura Institute of Technology,"9,001",29.7,5%,18 : 82,
2024,1201–1500,Shiga University of Medical Science,"1,163",3.2,4%,50 : 50,
2024,1201–1500,Showa University,"3,668",1.6,0%,62 : 38,
2024,1201–1500,Silesian University of Technology,"17,424",12.0,4%,32 : 68,
2024,1201–1500,Université de Skikda,"32,675",29.4,0%,71 : 29,
2024,1201–1500,Slovak University of Agriculture in Nitra,"4,550",11.9,5%,54 : 46,
2024,1201–1500,Sohag University,"64,200",27.6,0%,56 : 44,
2024,1201–1500,Soonchunhyang University,"10,329",21.4,6%,51 : 49,
2024,1201–1500,Soongsil University,"15,808",18.6,12%,48 : 52,
2024,1201–1500,Université Sorbonne Nouvelle,"16,357",23.7,26%,77 : 23,
2024,1201–1500,University of Sousse,"25,887",13.7,2%,68 : 32,
2024,1201–1500,University of South China,"28,160",7.4,2%,38 : 62,
2024,1201–1500,Southern Federal University,"19,181",11.3,11%,54 : 46,
2024,1201–1500,South Valley University  (Egypt),"61,914",33.0,1%,53 : 47,
2024,1201–1500,Southwest Petroleum University,"33,002",15.9,2%,34 : 66,
2024,1201–1500,University of Split,"19,354",15.7,2%,58 : 42,
2024,1201–1500,Sri Venkateswara University,"7,276",15.0,0%,48 : 52,
2024,1201–1500,SRM Institute of Science and Technology,"49,683",15.5,2%,30 : 70,
2024,1201–1500,Ştefan cel Mare University of Suceava,"8,939",22.9,14%,59 : 41,
2024,1201–1500,St Marianna University School of Medicine,821,0.8,1%,44 : 56,
2024,1201–1500,St Petersburg Electrotechnical University (LETI),"8,712",13.6,20%,31 : 69,
2024,1201–1500,Universiti Sultan Zainal Abidin,"12,271",17.7,7%,67 : 33,
2024,1201–1500,University of Sunderland,"13,320",16.0,42%,61 : 39,
2024,1201–1500,Suranaree University of Technology,"14,265",26.2,1%,54 : 46,
2024,1201–1500,Universitas Syiah Kuala,"30,701",20.4,0%,62 : 38,
2024,1201–1500,University of Talca,"12,510",15.5,0%,48 : 52,
2024,1201–1500,Tamkang University,"23,600",22.5,7%,47 : 53,
2024,1201–1500,University of Tarapacá,"10,496",31.8,4%,54 : 46,
2024,1201–1500,Technical University of Cluj-Napoca,"19,065",20.5,2%,37 : 63,
2024,1201–1500,Technical University of Crete,"6,935",33.2,4%,37 : 63,
2024,1201–1500,Technical University of Košice,"9,573",13.1,23%,27 : 73,
2024,1201–1500,University of Technology of Compiègne,"4,170",15.6,19%,39 : 61,
2024,1201–1500,Universiti Teknikal Malaysia Melaka,"11,730",16.1,6%,38 : 62,
2024,1201–1500,Institut Teknologi Sepuluh Nopember,"20,658",7.1,6%,40 : 60,
2024,1201–1500,University of Texas Rio Grande Valley,"28,703",21.7,2%,61 : 39,
2024,1201–1500,Tezpur University,"4,447",15.3,1%,43 : 57,
2024,1201–1500,Thammasat University,"30,488",11.4,1%,64 : 36,
2024,1201–1500,Thiagarajar College of Engineering,"4,378",18.3,0%,36 : 64,
2024,1201–1500,Toho University,"5,424",13.7,0%,53 : 47,
2024,1201–1500,Tokai University,"28,334",16.0,4%,27 : 73,
2024,1201–1500,Tokushima University,"7,482",9.7,2%,35 : 65,
2024,1201–1500,Tokyo University of Marine Science and Technology,"2,602",10.4,8%,33 : 67,
2024,1201–1500,Tokyo University of Science,"17,662",24.0,4%,25 : 75,
2024,1201–1500,Tomas Bata University in Zlín,"9,642",20.1,11%,56 : 44,
2024,1201–1500,University of Toyama,"8,891",10.6,3%,39 : 61,
2024,1201–1500,Transilvania University of Brașov,"20,075",20.4,1%,52 : 48,
2024,1201–1500,Tribhuvan University,"482,541",30.9,0%,52 : 48,
2024,1201–1500,Tunghai University,"15,201",20.4,10%,55 : 45,
2024,1201–1500,University of Tunis,"17,124",11.4,2%,70 : 30,
2024,1201–1500,Tzu Chi University,"3,050",8.9,8%,60 : 40,
2024,1201–1500,UNIR – International University of La Rioja,"35,499",36.0,37%,62 : 38,
2024,1201–1500,Unisinos University,"12,990",24.3,0%,47 : 53,
2024,1201–1500,Universiti Tun Hussein Onn Malaysia (UTHM),"16,137",16.6,6%,46 : 54,
2024,1201–1500,University of Valladolid,"21,261",10.7,6%,56 : 44,
2024,1201–1500,Veltech University,"9,943",14.4,2%,16 : 84,
2024,1201–1500,University of Venda,"11,848",29.4,1%,58 : 42,
2024,1201–1500,"Vietnam National University, Hanoi","52,005",15.9,1%,63 : 37,
2024,1201–1500,Vilnius Gediminas Technical University (Vilnius Tech),"8,369",12.3,11%,34 : 66,
2024,1201–1500,"Visvesvaraya National Institute of Technology, Nagpur","4,512",15.3,2%,27 : 73,
2024,1201–1500,Volgograd State University,"6,577",10.5,5%,43 : 57,
2024,1201–1500,VSB - Technical University of Ostrava,"11,390",14.7,13%,33 : 67,
2024,1201–1500,Vytautas Magnus University,"8,210",11.2,15%,61 : 39,
2024,1201–1500,Walailak University,"8,553",13.6,1%,73 : 27,
2024,1201–1500,Warsaw University of Life Sciences – SGGW,"15,737",13.4,8%,58 : 42,
2024,1201–1500,Warsaw University of Technology,"23,167",17.1,7%,32 : 68,
2024,1201–1500,University of West Bohemia,"11,252",14.8,5%,54 : 46,
2024,1201–1500,University of Western Macedonia,"10,959",46.2,2%,51 : 49,
2024,1201–1500,West University of Timişoara,"15,142",23.9,6%,64 : 36,
2024,1201–1500,Wrocław University of Environmental and Life Sciences,"7,099",16.7,4%,67 : 33,
2024,1201–1500,Wrocław University of Science and Technology,"22,772",19.8,4%,35 : 65,
2024,1201–1500,Wuhan Textile University,"23,369",15.8,1%,50 : 50,
2024,1201–1500,Xiangtan University,"33,943",20.6,0%,50 : 50,
2024,1201–1500,Xuzhou Medical University,"14,112",18.6,3%,,
2024,1201–1500,Yamagata University,"8,657",8.8,2%,34 : 66,
2024,1201–1500,Yamaguchi University,"10,437",10.9,5%,37 : 63,
2024,1201–1500,University of Yamanashi,"4,616",6.2,5%,30 : 70,
2024,1201–1500,Yarmouk University,"31,177",28.3,11%,57 : 43,
2024,1201–1500,Yasouj University,"6,236",25.8,0%,54 : 46,
2024,1201–1500,Yokohama National University,"9,649",13.4,8%,28 : 72,
2024,1201–1500,Yuan Ze University,"6,852",23.0,8%,44 : 56,
2024,1201–1500,University of Zambia,"20,976",24.6,2%,39 : 61,
2024,1201–1500,University of Zanjan,"9,611",23.5,0%,53 : 47,
2024,1201–1500,Zanjan University of Medical Sciences,"5,278",10.9,1%,56 : 44,
2024,1201–1500,Zhejiang Chinese Medical University,"18,260",31.0,5%,66 : 34,
2024,1201–1500,University of Zimbabwe,"25,108",22.5,0%,42 : 58,
2024,1501+,Université 8 Mai 1945 Guelma,"18,030",20.9,1%,70 : 30,
2024,1501+,University Abdelhamid Ibn Badis Mostaganem,"24,983",19.5,1%,68 : 32,
2024,1501+,Abdelmalek Essaâdi University,"122,962",91.8,1%,52 : 48,
2024,1501+,University of Abou Bekr Belkaïd Tlemcen,"42,485",21.3,1%,59 : 41,
2024,1501+,Acıbadem University,"2,547",5.7,3%,73 : 27,
2024,1501+,Adelphi University,"6,582",11.1,7%,70 : 30,
2024,1501+,Afe Babalola University,"9,660",10.7,1%,57 : 43,
2024,1501+,Akita University,"5,002",10.7,4%,35 : 65,
2024,1501+,Aksaray University,"19,511",22.2,8%,49 : 51,
2024,1501+,Alexandru Ioan Cuza University,"25,443",22.3,8%,56 : 44,
2024,1501+,Altai State University,"9,271",19.0,27%,56 : 44,
2024,1501+,Alzahra University,"10,531",28.4,3%,100 : 0,
2024,1501+,University of Anbar,"26,956",15.5,0%,55 : 45,
2024,1501+,Universitas Andalas,"32,695",22.0,1%,58 : 42,
2024,1501+,"University of the Andes, Venezuela","20,302",10.1,2%,61 : 39,
2024,1501+,Andhra University,"10,382",14.8,5%,46 : 54,
2024,1501+,Universidad Andrés Bello (UNAB),"46,249",18.4,2%,53 : 47,
2024,1501+,Ankara University,"70,464",27.6,6%,53 : 47,
2024,1501+,Ankara Yildirim Beyazit University,"21,060",23.3,12%,54 : 46,
2024,1501+,Annamalai University,"18,360",13.6,0%,48 : 52,
2024,1501+,Antonio Nariño University,"13,691",14.1,2%,55 : 45,
2024,1501+,Aoyama Gakuin University,"19,692",12.2,3%,49 : 51,
2024,1501+,Arak University,"7,506",18.7,5%,58 : 42,
2024,1501+,Universidad Autónoma de Ciudad Juárez,"36,463",15.0,2%,56 : 44,
2024,1501+,Universidad Autónoma de Coahuila,"27,413",29.6,0%,58 : 42,
2024,1501+,Universidad Autónoma del Estado de Hidalgo,"38,732",19.5,0%,58 : 42,
2024,1501+,Universidad Autónoma del Estado de Mexico (UAEMex),"66,758",10.6,1%,59 : 41,
2024,1501+,Universidad Autónoma del Estado de Morelos,"30,889",17.4,0%,56 : 44,
2024,1501+,Universidad Autónoma de Nuevo León (UANL),"132,850",48.0,0%,47 : 53,
2024,1501+,Universidad Autónoma de Querétaro,"25,567",45.2,1%,57 : 43,
2024,1501+,Universidad Autónoma de Yucatán,"19,128",19.6,0%,50 : 50,
2024,1501+,Autonomous University of Baja California,"67,944",21.7,3%,54 : 46,
2024,1501+,Badji Mokhtar University – Annaba,"38,030",11.9,2%,63 : 37,
2024,1501+,University of Baghdad,"77,128",13.3,0%,57 : 43,
2024,1501+,Baku State University,"23,684",13.2,2%,66 : 34,
2024,1501+,Başkent University,"13,970",13.3,3%,49 : 51,
2024,1501+,University of Basrah,"42,848",11.7,0%,55 : 45,
2024,1501+,University of Batna 2,"27,867",23.7,1%,51 : 49,
2024,1501+,University of Béjaïa,"40,752",23.7,1%,61 : 39,
2024,1501+,Belgorod State National Research University,"14,066",15.6,20%,60 : 40,
2024,1501+,Benemérita Universidad Autónoma de Puebla,"79,695",45.2,1%,52 : 48,
2024,1501+,University of Benin,"47,837",25.8,0%,49 : 51,
2024,1501+,Bernardo O’Higgins University,"9,010",18.6,6%,68 : 32,
2024,1501+,Bharath Institute of Higher Education and Research,"22,563",14.0,2%,56 : 44,
2024,1501+,Bharati Vidyapeeth University,"9,925",7.3,0%,50 : 50,
2024,1501+,Bialystok University of Technology,"6,471",10.8,3%,36 : 64,
2024,1501+,Bilecik Şeyh Edebali University,"10,386",16.3,13%,40 : 60,
2024,1501+,University of Bío-Bío,"12,662",25.5,1%,43 : 57,
2024,1501+,University of Birjand,"12,245",36.9,4%,53 : 47,
2024,1501+,University of Biskra,"30,508",21.5,0%,64 : 36,
2024,1501+,Blida 1 University,"29,433",20.4,1%,64 : 36,
2024,1501+,Bolu Abant Izzet Baysal University,"23,820",22.1,9%,55 : 45,
2024,1501+,Bozok University,"13,417",14.4,5%,51 : 49,
2024,1501+,University of Brawijaya,"55,332",14.4,1%,56 : 44,
2024,1501+,Burapha University,"24,431",17.4,2%,66 : 34,
2024,1501+,Bursa Technical University,"8,696",18.5,8%,48 : 52,
2024,1501+,Bursa Uludağ University,"41,901",24.2,10%,50 : 50,
2024,1501+,University of Caldas,"27,456",58.2,0%,49 : 51,
2024,1501+,Çankırı Karatekin University,"10,567",19.9,20%,53 : 47,
2024,1501+,Catholic University of Brasília,"10,064",22.6,0%,53 : 47,
2024,1501+,Catholic University of the North,"11,528",20.3,3%,46 : 54,
2024,1501+,Universidad Católica del Maule,"10,891",21.1,3%,58 : 42,
2024,1501+,Universidad Católica de la Santísima Concepción,"9,879",22.9,0%,56 : 44,
2024,1501+,University of Caxias do Sul,"15,054",30.4,0%,53 : 47,
2024,1501+,Ceará State University,"16,305",14.7,0%,54 : 46,
2024,1501+,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),"18,816",21.0,0%,38 : 62,
2024,1501+,CES University,"6,612",13.6,3%,69 : 31,
2024,1501+,Chaoyang University of Technology,"14,432",37.5,5%,55 : 45,
2024,1501+,College of Charleston,"9,986",16.3,1%,68 : 32,
2024,1501+,Chelyabinsk State University,"11,226",24.3,2%,62 : 38,
2024,1501+,Chiba Institute of Technology,"9,979",24.4,2%,15 : 85,
2024,1501+,Chinese Culture University,"23,152",23.5,6%,50 : 50,
2024,1501+,Université Chouaïb Doukkali,"23,437",34.5,2%,58 : 42,
2024,1501+,Chubu University,"8,929",17.1,2%,27 : 73,
2024,1501+,Chuo University,"26,161",35.6,4%,38 : 62,
2024,1501+,University of Colima,"14,288",9.3,0%,55 : 45,
2024,1501+,Comillas Pontifical University,"9,765",21.0,7%,55 : 45,
2024,1501+,Communication University of China,"17,316",15.3,3%,70 : 30,
2024,1501+,Cracow University of Technology,"13,510",12.2,5%,36 : 64,
2024,1501+,University of Craiova,"16,907",20.9,4%,50 : 50,
2024,1501+,Damghan University,"4,709",15.9,0%,69 : 31,
2024,1501+,University of Dar es Salaam,"36,666",21.1,0%,47 : 53,
2024,1501+,De La Salle University,"14,905",14.5,3%,50 : 50,
2024,1501+,University for Development Studies,"16,714",27.4,0%,43 : 57,
2024,1501+,Dicle University,"32,454",17.5,4%,45 : 55,
2024,1501+,Diponegoro University,"35,688",18.0,2%,56 : 44,
2024,1501+,Dokkyo Medical University,"1,314",1.2,1%,53 : 47,
2024,1501+,Doshisha University,"27,624",18.6,4%,42 : 58,
2024,1501+,Dumlupinar University,"44,749",44.4,19%,40 : 60,
2024,1501+,Dunarea de Jos University of Galati,"12,481",16.0,22%,58 : 42,
2024,1501+,EAFIT University,"11,298",18.8,1%,44 : 56,
2024,1501+,El Bosque University,"12,702",6.8,2%,62 : 38,
2024,1501+,Erzincan Binali Yıldırım University,"24,096",21.9,4%,49 : 51,
2024,1501+,Escuela Politécnica Nacional,"7,458",13.2,1%,28 : 72,
2024,1501+,Eskişehir Osmangazi University,"30,301",17.5,7%,45 : 55,
2024,1501+,Universidade do Estado de Santa Catarina,"12,417",11.5,1%,54 : 46,
2024,1501+,Universidade Estadual do Norte Fluminense Darcy Ribeiro,"7,105",22.8,0%,61 : 39,
2024,1501+,Universidade Estadual de Maringá,"18,706",12.2,0%,53 : 47,
2024,1501+,Universidade Estadual do Oeste do Paraná (Unioeste),"12,529",9.9,0%,60 : 40,
2024,1501+,"Federal University of Agriculture, Abeokuta","17,433",26.5,0%,52 : 48,
2024,1501+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),"4,183",11.6,1%,70 : 30,
2024,1501+,Federal University of Itajubá,"8,608",17.3,1%,30 : 70,
2024,1501+,Universidade Federal de Juiz de Fora,"26,483",16.6,0%,50 : 50,
2024,1501+,Universidade Federal do Maranhão (UFMA),"37,016",19.2,0%,51 : 49,
2024,1501+,Federal University of Mato Grosso do Sul,"26,725",15.0,1%,55 : 45,
2024,1501+,Universidade Federal de Ouro Preto (UFOP),"14,799",16.3,1%,49 : 51,
2024,1501+,Federal University of Pará,"46,837",17.7,0%,52 : 48,
2024,1501+,Federal Rural University of Pernambuco,"14,347",12.3,0%,49 : 51,
2024,1501+,Universidade Federal Rural do Semi-Arido,"8,687",12.4,0%,49 : 51,
2024,1501+,Universidade Federal de Sergipe,"26,133",16.0,0%,52 : 48,
2024,1501+,Fluminense Federal University,"70,629",20.8,1%,47 : 53,
2024,1501+,University of Fortaleza (UNIFOR),"21,048",20.3,0%,51 : 49,
2024,1501+,Université Frères Mentouri Constantine 1,"32,394",16.2,1%,65 : 35,
2024,1501+,Universidad de las Fuerzas Armadas – ESPE,"19,314",14.5,1%,39 : 61,
2024,1501+,University of Fukui,"4,803",7.6,2%,27 : 73,
2024,1501+,Fukuoka University,"19,536",8.7,1%,40 : 60,
2024,1501+,Université de Gabès,"12,714",12.4,1%,74 : 26,
2024,1501+,Gaziantep University,"31,977",38.1,12%,47 : 53,
2024,1501+,Georgian Technical University,"19,873",15.0,2%,1 : 99,
2024,1501+,German University in Cairo,"12,332",12.8,2%,43 : 57,
2024,1501+,Gheorghe Asachi Technical University of Iaşi,"13,357",20.8,9%,29 : 71,
2024,1501+,GITAM University,"23,730",13.9,1%,37 : 63,
2024,1501+,Goa University,"2,820",11.8,3%,65 : 35,
2024,1501+,Grigore T. Popa University of Medicine and Pharmacy,"9,765",10.8,26%,68 : 32,
2024,1501+,University of Guadalajara,"140,348",19.3,0%,55 : 45,
2024,1501+,University of Guanajuato,"30,317",21.4,2%,55 : 45,
2024,1501+,Gubkin Russian State University of Oil and Gas,"9,371",12.2,7%,33 : 67,
2024,1501+,Hanoi University of Science and Technology,"37,891",34.1,0%,20 : 80,
2024,1501+,Hasanuddin University,"38,942",16.6,0%,51 : 49,
2024,1501+,Université Hassan 1er,"50,518",88.2,2%,48 : 52,
2024,1501+,Hassiba Benbouali University of Chlef,"30,200",22.0,1%,72 : 28,
2024,1501+,University of Havana,"15,584",9.0,5%,64 : 36,
2024,1501+,Hellenic Open University,"19,612",6.8,1%,60 : 40,
2024,1501+,Herzen State Pedagogical University of Russia,"15,645",15.4,18%,75 : 25,
2024,1501+,Hindustan Institute of Technology and Science,"7,325",11.3,1%,47 : 53,
2024,1501+,Hitit University,"10,501",22.6,4%,48 : 52,
2024,1501+,Hosei University,"29,180",37.7,5%,38 : 62,
2024,1501+,Hue University,"48,943",23.0,1%,56 : 44,
2024,1501+,University of Hyogo,"6,540",12.4,3%,41 : 59,
2024,1501+,Ibaraki University,"7,741",14.8,3%,34 : 66,
2024,1501+,Universidad Industrial de Santander (UIS),"21,413",23.4,1%,45 : 55,
2024,1501+,Industrial University of Tyumen,"11,396",11.4,6%,35 : 65,
2024,1501+,Inönü University,"36,388",22.2,3%,51 : 49,
2024,1501+,Instituto Politécnico Nacional (IPN),"141,583",13.0,0%,42 : 58,
2024,1501+,International Hellenic University,"59,370",38.0,2%,44 : 56,
2024,1501+,Irkutsk National Research Technical University,"9,732",10.6,13%,38 : 62,
2024,1501+,Irkutsk State University,"13,496",14.2,4%,68 : 32,
2024,1501+,Islamic University of Indonesia,"22,998",26.5,4%,48 : 52,
2024,1501+,Istanbul Aydın University,"28,851",26.3,13%,51 : 49,
2024,1501+,Istanbul Medipol University,"26,110",20.0,16%,65 : 35,
2024,1501+,Ivane Javakhishvili Tbilisi State University,"23,278",30.6,3%,61 : 39,
2024,1501+,Ivan Franko National University of Lviv,"19,799",10.7,2%,63 : 37,
2024,1501+,Ivanovo State University of Chemistry and Technology,"3,652",16.8,6%,44 : 56,
2024,1501+,Iwate University,"5,316",13.6,3%,37 : 63,
2024,1501+,Izmir University of Economics,"6,750",14.7,2%,54 : 46,
2024,1501+,Jan Evangelista Purkyně University,"7,887",17.7,3%,66 : 34,
2024,1501+,Jan Kochanowski University in Kielce,"10,010",11.2,3%,72 : 28,
2024,1501+,Jean Moulin University – Lyon 3,"27,655",39.0,18%,66 : 34,
2024,1501+,Jember University,"36,654",30.2,0%,66 : 34,
2024,1501+,Jianghan University,"20,774",15.1,1%,56 : 44,
2024,1501+,University of Jijel,"23,690",22.4,0%,72 : 28,
2024,1501+,Kanagawa University,"17,730",14.5,4%,30 : 70,
2024,1501+,Kanazawa Medical University,"1,063",2.1,1%,55 : 45,
2024,1501+,Kansai University,"30,026",12.3,4%,41 : 59,
2024,1501+,University of Karachi,"47,337",39.3,0%,60 : 40,
2024,1501+,Karadeniz Technical University,"30,690",14.0,5%,44 : 56,
2024,1501+,Université Kasdi Merbah Ouargla,"33,148",26.4,0%,57 : 43,
2024,1501+,Kasetsart University,"70,633",18.7,1%,62 : 38,
2024,1501+,Kastamonu University,"18,233",36.8,12%,43 : 57,
2024,1501+,Kazan National Research Technical University,"7,516",16.7,12%,26 : 74,
2024,1501+,Kazan National Research Technological University,"13,088",11.6,16%,40 : 60,
2024,1501+,Kazan State Medical University,"5,891",10.7,31%,63 : 37,
2024,1501+,University of Kelaniya,"17,699",15.6,3%,66 : 34,
2024,1501+,Kemerovo State University,"14,842",18.5,7%,63 : 37,
2024,1501+,University of Kerbala,"21,735",15.8,0%,54 : 46,
2024,1501+,Kharkiv National University of Radio Electronics,"7,744",10.8,11%,26 : 74,
2024,1501+,King Mongkut’s Institute of Technology Ladkrabang,"25,482",23.0,1%,52 : 48,
2024,1501+,Kirikkale University,"27,869",47.7,1%,49 : 51,
2024,1501+,Kırşehir Ahi Evran University,"12,506",24.6,17%,50 : 50,
2024,1501+,Kocaeli University,"66,547",47.2,2%,41 : 59,
2024,1501+,Kochi University,"5,459",8.3,1%,44 : 56,
2024,1501+,Kochi University of Technology,"2,579",20.3,2%,25 : 75,
2024,1501+,Kogakuin University,"6,553",18.3,2%,18 : 82,
2024,1501+,Kookmin University,"17,514",11.6,11%,50 : 50,
2024,1501+,Universiti Kuala Lumpur,"15,516",11.9,5%,43 : 57,
2024,1501+,University of Kufa,"28,175",12.3,0%,65 : 35,
2024,1501+,Kwansei Gakuin University,"25,232",24.7,4%,49 : 51,
2024,1501+,Kyoto Sangyo University,"12,551",21.9,2%,34 : 66,
2024,1501+,Ladoke Akintola University of Technology,"28,289",53.1,0%,49 : 51,
2024,1501+,University of Laghouat,"30,088",29.8,0%,46 : 54,
2024,1501+,Lagos State University,"28,722",35.6,0%,45 : 55,
2024,1501+,Lahore College for Women University (LCWU),"11,857",21.3,0%,100 : 0,
2024,1501+,University of Lampung,"34,807",13.1,0%,60 : 40,
2024,1501+,Latvia University of Life Sciences and Technologies,"3,991",21.3,4%,50 : 50,
2024,1501+,University of Life Sciences in Lublin,"7,355",11.6,2%,65 : 35,
2024,1501+,L.N. Gumilyov Eurasian National University,"19,632",13.5,4%,60 : 40,
2024,1501+,Lobachevsky State University of Nizhni Novgorod,"19,457",10.6,12%,51 : 49,
2024,1501+,University of Lodz,"21,633",14.0,9%,62 : 38,
2024,1501+,Londrina State University,"21,220",10.9,1%,59 : 41,
2024,1501+,University of Los Lagos,"5,995",17.4,0%,60 : 40,
2024,1501+,Lucian Blaga University of Sibiu,"13,369",16.5,3%,59 : 41,
2024,1501+,University of Lucknow,"18,173",29.4,2%,45 : 55,
2024,1501+,University of Macerata (UNIMC),"12,042",27.0,4%,75 : 25,
2024,1501+,Mackenzie Presbyterian University,"27,487",28.1,0%,51 : 49,
2024,1501+,Mahasarakham University,"37,679",30.2,2%,66 : 34,
2024,1501+,Universiti Malaysia Kelantan,"9,238",19.9,3%,71 : 29,
2024,1501+,Manisa Celal Bayar University,"28,224",17.9,3%,48 : 52,
2024,1501+,Mapúa University,"9,427",32.3,1%,37 : 63,
2024,1501+,Maria Curie-Skłodowska University (UMCS),"16,937",11.7,9%,68 : 32,
2024,1501+,Marmara University,"62,991",30.6,5%,51 : 49,
2024,1501+,University of Mascara,"21,663",23.8,0%,62 : 38,
2024,1501+,Matej Bel University,"6,834",14.2,10%,67 : 33,
2024,1501+,Universidad Mayor,"22,644",12.1,1%,48 : 52,
2024,1501+,Meiji University,"32,810",34.0,5%,35 : 65,
2024,1501+,Meijo University,"15,000",30.7,1%,34 : 66,
2024,1501+,Mendeleev University of Chemical Technology,"7,338",14.9,6%,56 : 44,
2024,1501+,M’Hamed Bougara University of Boumerdès,"32,215",22.6,1%,59 : 41,
2024,1501+,Middle Technical University,"45,510",33.6,0%,42 : 58,
2024,1501+,Ming Chuan University,"18,146",21.6,11%,61 : 39,
2024,1501+,MIREA - Russian Technological University,"26,765",21.5,5%,26 : 74,
2024,1501+,University of Miskolc,"7,808",14.9,5%,48 : 52,
2024,1501+,University of Miyazaki,"5,447",7.4,3%,36 : 64,
2024,1501+,University Mohamed Boudiaf of M’Sila,"35,110",17.7,1%,55 : 45,
2024,1501+,Université Mohammed Premier,"84,135",82.1,1%,48 : 52,
2024,1501+,University of Montenegro,"15,618",20.3,2%,68 : 32,
