year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2019,1001+,University of Nairobi,Kenya,9.8–18.9,13.7,10.4,16.8,35.1,46.8,
2019,1001+,Nara Medical University,Japan,9.8–18.9,24.4,10.8,17.5,39.8,15.0,
2019,1001+,Naresuan University,Thailand,9.8–18.9,16.1,7.3,13.3,35.0,33.6,
2019,1001+,National Changhua University of Education,Taiwan,9.8–18.9,17.2,18.0,11.5,37.4,22.9,
2019,1001+,National Chiayi University,Taiwan,9.8–18.9,13.8,12.6,6.0,64.0,17.2,
2019,1001+,National Chung Cheng University,Taiwan,9.8–18.9,16.9,18.0,13.3,40.6,19.7,
2019,1001+,National University of Colombia,Colombia,9.8–18.9,19.3,14.7,13.0,34.2,36.2,
2019,1001+,National University of Córdoba,Argentina,9.8–18.9,19.4,9.4,21.0,34.7,32.8,
2019,1001+,National University of Kaohsiung,Taiwan,9.8–18.9,11.8,15.2,7.9,37.5,24.2,
2019,1001+,National University of La Plata,Argentina,9.8–18.9,16.1,10.4,13.4,36.0,35.3,
2019,1001+,National Research University of Electronic Technology (MIET),Russian Federation,9.8–18.9,17.6,13.7,4.2,35.8,24.0,
2019,1001+,National Research Saratov State University,Russian Federation,9.8–18.9,20.7,13.1,16.6,37.6,31.2,
2019,1001+,National University of the South,Argentina,9.8–18.9,26.3,10.0,7.9,34.0,24.9,
2019,1001+,Nicolaus Copernicus University in Toruń,Poland,9.8–18.9,17.9,9.8,22.4,35.0,24.6,
2019,1001+,University of Nigeria Nsukka,Nigeria,9.8–18.9,22.3,8.4,3.6,35.0,21.7,
2019,1001+,North China Electric Power University,China,9.8–18.9,15.5,14.9,18.1,34.0,15.4,
2019,1001+,Ochanomizu University,Japan,9.8–18.9,26.5,11.7,12.6,36.2,24.1,
2019,1001+,Oita University,Japan,9.8–18.9,18.7,8.9,13.2,36.7,17.6,
2019,1001+,Ondokuz Mayis University,Turkey,9.8–18.9,14.1,8.3,4.9,37.5,20.3,
2019,1001+,Osaka Prefecture University,Japan,9.8–18.9,20.8,14.0,19.0,42.5,20.8,
2019,1001+,University of Pardubice,Czechia,9.8–18.9,16.5,13.6,10.8,34.7,25.8,
2019,1001+,Perm National Research Polytechnic University,Russian Federation,9.8–18.9,18.2,9.1,1.5,55.9,17.6,
2019,1001+,Perm State University,Russian Federation,9.8–18.9,16.0,10.2,3.9,40.7,19.3,
2019,1001+,Pirogov Russian National Research Medical University,Russian Federation,9.8–18.9,24.2,8.6,3.8,37.1,24.8,
2019,1001+,PMAS Arid Agriculture University Rawalpindi,Pakistan,9.8–18.9,13.6,8.2,11.1,34.0,31.6,
2019,1001+,Pontifical Catholic University of Valparaíso,Chile,9.8–18.9,15.3,14.3,13.8,46.9,48.7,
2019,1001+,Universidad Pontificia Bolivariana (UPB),Colombia,9.8–18.9,16.0,8.0,4.8,36.3,35.1,
2019,1001+,Pontifícia Universidade Católica do Paraná,Brazil,9.8–18.9,15.4,9.4,16.1,36.1,24.7,
2019,1001+,Prince of Songkla University,Thailand,9.8–18.9,15.1,9.0,21.5,36.2,31.7,
2019,1001+,PSG College of Technology,India,9.8–18.9,13.3,9.3,13.0,34.6,13.4,
2019,1001+,Ritsumeikan University,Japan,9.8–18.9,17.2,11.2,14.0,34.9,31.6,
2019,1001+,University of the Ryukyus,Japan,9.8–18.9,18.3,11.1,11.4,42.3,25.4,
2019,1001+,Saga University,Japan,9.8–18.9,20.7,11.8,17.6,48.2,23.1,
2019,1001+,Saitama Medical University,Japan,9.8–18.9,23.5,9.0,21.2,37.7,14.6,
2019,1001+,"University of Santiago, Chile (USACH)",Chile,9.8–18.9,15.1,11.4,12.1,34.1,46.2,
2019,1001+,SASTRA University,India,9.8–18.9,14.3,8.7,17.3,34.4,13.2,
2019,1001+,Sathyabama Institute of Science and Technology,India,9.8–18.9,15.9,8.4,3.4,34.5,15.0,
2019,1001+,University of Sciences and Technology Houari Boumediene,Algeria,9.8–18.9,15.6,7.9,8.9,34.0,35.2,
2019,1001+,Sechenov University,Russian Federation,9.8–18.9,21.8,8.6,1.4,35.9,29.7,
2019,1001+,Seoul National University of Science and Technology (SeoulTech),South Korea,9.8–18.9,22.2,15.6,15.0,39.2,19.8,
2019,1001+,Shahid Bahonar University of Kerman,Iran,9.8–18.9,14.6,11.4,11.5,35.6,14.1,
2019,1001+,Shahrood University of Technology,Iran,9.8–18.9,14.1,12.5,15.1,35.5,15.8,
2019,1001+,Shanghai Maritime University,China,9.8–18.9,13.5,9.3,23.4,46.6,33.2,
2019,1001+,Shibaura Institute of Technology,Japan,9.8–18.9,17.4,12.5,8.0,38.3,34.8,
2019,1001+,Shimane University,Japan,9.8–18.9,22.6,10.9,12.0,37.5,19.3,
2019,1001+,Shizuoka University,Japan,9.8–18.9,17.1,12.9,13.9,38.4,25.4,
2019,1001+,University of Shizuoka,Japan,9.8–18.9,20.0,11.9,13.3,37.4,20.6,
2019,1001+,Showa University,Japan,9.8–18.9,30.3,8.6,16.8,36.3,16.1,
2019,1001+,Siberian Federal University,Russian Federation,9.8–18.9,16.8,10.8,6.8,52.6,19.9,
2019,1001+,University of Silesia in Katowice,Poland,9.8–18.9,17.4,8.5,18.7,34.1,23.0,
2019,1001+,Simón Bolívar University,Venezuela,9.8–18.9,16.0,8.4,16.8,49.5,44.4,
2019,1001+,Slovak University of Technology in Bratislava,Slovakia,9.8–18.9,20.3,11.1,9.9,36.5,26.5,
2019,1001+,Sofia University,Bulgaria,9.8–18.9,18.4,9.5,12.6,35.2,42.1,
2019,1001+,University of Sonora,Mexico,9.8–18.9,12.8,7.2,6.9,34.0,27.5,
2019,1001+,Sophia University,Japan,9.8–18.9,18.4,11.3,11.6,35.3,39.3,
2019,1001+,University of South Africa,South Africa,9.8–18.9,20.2,15.8,9.9,34.9,35.0,
2019,1001+,University of South China,China,9.8–18.9,21.6,6.9,8.1,35.5,14.9,
2019,1001+,Southern Federal University,Russian Federation,9.8–18.9,21.3,9.7,12.9,42.0,25.3,
2019,1001+,University of Southern Mississippi,United States,9.8–18.9,19.8,11.3,22.0,38.3,26.4,
2019,1001+,South Valley University  (Egypt),Egypt,9.8–18.9,10.7,7.1,23.2,34.1,44.8,
2019,1001+,Southwest Jiaotong University,China,9.8–18.9,16.7,15.4,12.8,37.7,23.3,
2019,1001+,Srinakharinwirot University,Thailand,9.8–18.9,15.0,7.8,11.1,34.2,20.5,
2019,1001+,SRM Institute of Science and Technology,India,9.8–18.9,14.2,7.8,14.0,34.2,16.4,
2019,1001+,State University of Ponta Grossa,Brazil,9.8–18.9,17.3,18.8,16.8,34.0,16.5,
2019,1001+,St Petersburg Electrotechnical University (LETI),Russian Federation,9.8–18.9,18.8,10.4,19.5,57.6,26.2,
2019,1001+,Tamil Nadu Agricultural University,India,9.8–18.9,26.0,9.1,1.8,39.2,14.3,
2019,1001+,Tamkang University,Taiwan,9.8–18.9,14.9,12.2,11.2,35.7,27.5,
2019,1001+,University of Tarapacá,Chile,9.8–18.9,11.4,11.6,11.4,34.0,48.4,
2019,1001+,Taras Shevchenko National University of Kyiv,Ukraine,9.8–18.9,24.8,9.9,9.5,34.7,33.0,
2019,1001+,Technical University of Košice,Slovakia,9.8–18.9,19.6,11.5,13.7,42.9,22.7,
2019,1001+,Technical University of Liberec,Czechia,9.8–18.9,17.9,11.7,5.3,39.6,34.6,
2019,1001+,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,9.8–18.9,14.3,8.6,7.2,36.8,18.1,
2019,1001+,Universiti Teknologi MARA,Malaysia,9.8–18.9,16.3,10.8,10.4,34.4,18.6,
2019,1001+,Institut Teknologi Sepuluh Nopember,Indonesia,9.8–18.9,16.1,9.2,20.6,52.5,29.6,
2019,1001+,Thammasat University,Thailand,9.8–18.9,18.4,14.2,11.4,54.5,35.0,
2019,1001+,TOBB University of Economics and Technology,Turkey,9.8–18.9,15.2,10.9,27.1,34.7,25.4,
2019,1001+,Tokai University,Japan,9.8–18.9,17.8,9.1,18.0,36.0,22.1,
2019,1001+,Tokyo University of Agriculture,Japan,9.8–18.9,16.5,9.6,9.9,36.1,18.1,
2019,1001+,Tokyo City University,Japan,9.8–18.9,15.4,9.4,9.4,42.4,18.4,
2019,1001+,Tokyo Denki University,Japan,9.8–18.9,14.2,8.7,2.3,37.8,17.6,
2019,1001+,Tokyo University of Marine Science and Technology,Japan,9.8–18.9,22.7,14.0,9.5,50.3,31.1,
2019,1001+,Tomas Bata University in Zlín,Czechia,9.8–18.9,14.8,15.8,14.4,35.7,37.4,
2019,1001+,Tottori University,Japan,9.8–18.9,21.9,10.1,11.5,36.0,18.8,
2019,1001+,University of Toyama,Japan,9.8–18.9,20.2,12.5,15.4,44.1,26.7,
2019,1001+,Toyo University,Japan,9.8–18.9,14.2,9.0,6.5,34.8,32.1,
2019,1001+,University of Tunis El Manar,Tunisia,9.8–18.9,27.1,9.2,13.8,34.0,38.8,
2019,1001+,Unisinos University,Brazil,9.8–18.9,20.8,14.2,14.7,34.9,19.3,
2019,1001+,Ural Federal University,Russian Federation,9.8–18.9,22.0,14.6,7.5,48.4,42.3,
2019,1001+,Urmia University,Iran,9.8–18.9,22.6,11.9,13.2,35.7,14.2,
2019,1001+,Utsunomiya University,Japan,9.8–18.9,16.7,10.0,5.4,35.9,23.9,
2019,1001+,University of Valparaíso,Chile,9.8–18.9,13.5,9.2,17.1,34.3,47.0,
2019,1001+,University of Veracruz,Mexico,9.8–18.9,14.2,8.4,4.6,34.0,23.9,
2019,1001+,"University of Veterinary and Animal Sciences, Lahore",Pakistan,9.8–18.9,14.4,9.3,6.3,36.3,33.9,
2019,1001+,V.N. Karazin Kharkiv National University,Ukraine,9.8–18.9,19.0,9.0,3.1,34.3,52.5,
2019,1001+,Volgograd State Technical University,Russian Federation,9.8–18.9,14.9,8.3,7.9,40.9,20.4,
2019,1001+,Voronezh State University,Russian Federation,9.8–18.9,19.5,8.3,3.8,34.6,26.3,
2019,1001+,VSB - Technical University of Ostrava,Czechia,9.8–18.9,20.8,11.2,13.5,40.3,33.4,
2019,1001+,University of West Bohemia,Czechia,9.8–18.9,17.2,13.5,16.0,38.4,28.1,
2019,1001+,West University of Timişoara,Romania,9.8–18.9,16.0,10.7,20.1,34.3,31.8,
2019,1001+,Wrocław University of Science and Technology,Poland,9.8–18.9,14.8,10.7,26.4,37.8,19.9,
2019,1001+,Yamaguchi University,Japan,9.8–18.9,21.1,10.0,11.5,43.0,23.5,
2019,1001+,Yanshan University,China,9.8–18.9,15.5,10.9,9.1,52.5,15.0,
2019,1001+,Yarmouk University,Jordan,9.8–18.9,20.0,8.1,6.9,35.4,49.4,
2019,1001+,Yazd University,Iran,9.8–18.9,13.6,11.1,15.8,35.5,15.8,
2019,1001+,Yeditepe University,Turkey,9.8–18.9,14.6,9.8,10.1,49.7,22.1,
2019,1001+,Yuan Ze University,Taiwan,9.8–18.9,16.3,14.3,16.5,49.2,27.4,
2019,1001+,Zagazig University,Egypt,9.8–18.9,12.9,7.2,18.7,34.0,38.4,
2019,1001+,University of Zanjan,Iran,9.8–18.9,17.8,10.6,22.2,39.7,17.8,
