year,Rank,Name,Country,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2019,601–800,Aristotle University of Thessaloniki,Greece,26.0–33.4,17.7,15.7,60.3,40.9,40.3,
2019,601–800,University of Arkansas,United States,26.0–33.4,25.2,20.7,40.1,39.1,31.2,
2019,601–800,Athens University of Economics and Business,Greece,26.0–33.4,19.7,21.4,40.5,36.9,44.8,
2019,601–800,Auburn University,United States,26.0–33.4,32.8,20.8,34.8,40.7,36.8,
2019,601–800,Banaras Hindu University,India,26.0–33.4,31.1,16.5,43.3,34.2,17.6,
2019,601–800,University of the Basque Country,Spain,26.0–33.4,20.4,16.5,50.0,36.2,40.1,
2019,601–800,Baylor University,United States,26.0–33.4,31.1,17.8,41.7,35.1,28.6,
2019,601–800,Beijing Institute of Technology,China,26.0–33.4,28.1,28.0,22.8,96.7,23.5,
2019,601–800,University of Beira Interior,Portugal,26.0–33.4,17.1,16.1,50.7,34.4,45.1,
2019,601–800,Ben-Gurion University of the Negev,Israel,26.0–33.4,29.7,28.2,39.2,45.0,36.6,
2019,601–800,Benha University,Egypt,26.0–33.4,14.7,7.7,52.1,35.3,39.9,
2019,601–800,Beni-Suef University,Egypt,26.0–33.4,15.0,7.1,64.3,34.0,43.3,
2019,601–800,University of Bradford,United Kingdom,26.0–33.4,19.5,15.6,30.7,36.4,81.3,
2019,601–800,University of Brighton,United Kingdom,26.0–33.4,16.8,13.6,44.6,34.9,73.9,
2019,601–800,Ca’ Foscari University of Venice,Italy,26.0–33.4,24.7,26.6,37.0,37.1,44.6,
2019,601–800,University of Cagliari,Italy,26.0–33.4,17.2,13.2,59.8,36.0,37.0,
2019,601–800,Carlos III University of Madrid,Spain,26.0–33.4,26.4,16.0,37.3,37.8,58.6,
2019,601–800,Catholic University of Portugal,Portugal,26.0–33.4,19.7,8.0,64.3,36.4,51.9,
2019,601–800,University of Central Florida,United States,26.0–33.4,27.8,26.8,44.9,43.3,30.9,
2019,601–800,Central South University,China,26.0–33.4,27.9,28.3,41.7,92.7,23.4,
2019,601–800,Chang Gung University,Taiwan,26.0–33.4,20.7,24.9,30.4,80.9,22.6,
2019,601–800,Chiba University,Japan,26.0–33.4,26.6,18.1,32.2,49.8,24.9,
2019,601–800,University of Chile,Chile,26.0–33.4,24.3,18.0,34.6,34.0,50.5,
2019,601–800,China Agricultural University,China,26.0–33.4,32.4,25.9,41.5,48.9,21.1,
2019,601–800,"China University of Geosciences, Beijing",China,26.0–33.4,27.7,15.7,39.5,48.2,24.7,
2019,601–800,University of Clermont Auvergne,France,26.0–33.4,14.8,9.1,60.1,34.9,59.9,
2019,601–800,COMSATS University Islamabad,Pakistan,26.0–33.4,15.6,9.0,63.2,34.1,45.5,
2019,601–800,Concordia University,Canada,26.0–33.4,18.9,25.2,40.7,37.1,81.6,
2019,601–800,University of Costa Rica,Costa Rica,26.0–33.4,15.1,7.4,60.7,34.0,48.5,
2019,601–800,Covenant University,Nigeria,26.0–33.4,25.6,13.9,36.9,50.6,28.1,
2019,601–800,Coventry University,United Kingdom,26.0–33.4,17.0,11.2,39.5,34.1,85.9,
2019,601–800,Dalian University of Technology,China,26.0–33.4,23.6,21.8,36.2,81.3,26.0,
2019,601–800,University of Dayton,United States,26.0–33.4,30.5,23.3,24.9,39.6,31.8,
2019,601–800,University of Delhi,India,26.0–33.4,39.0,18.5,29.1,34.1,19.1,
2019,601–800,De Montfort University,United Kingdom,26.0–33.4,16.4,14.0,42.9,34.2,69.7,
2019,601–800,University of Deusto,Spain,26.0–33.4,29.3,24.8,29.8,38.2,46.9,
2019,601–800,East China University of Science and Technology,China,26.0–33.4,21.6,16.8,43.7,51.7,17.1,
2019,601–800,Eastern Mediterranean University,Northern Cyprus,26.0–33.4,18.2,14.6,47.8,34.0,82.3,
2019,601–800,École Centrale de Lyon,France,26.0–33.4,32.0,18.4,23.7,64.2,68.7,
2019,601–800,École normale supérieure Paris-Saclay,France,26.0–33.4,34.6,23.6,32.0,46.2,55.5,
2019,601–800,Edinburgh Napier University,United Kingdom,26.0–33.4,15.8,13.1,44.1,36.2,79.2,
2019,601–800,Embry-Riddle Aeronautical University,United States,26.0–33.4,14.9,8.6,77.6,34.2,29.9,
2019,601–800,Eötvös Loránd University,Hungary,26.0–33.4,19.9,18.3,44.5,35.5,52.9,
2019,601–800,Ewha Womans University,South Korea,26.0–33.4,29.1,27.4,34.1,69.7,45.2,
2019,601–800,Federal University of Minas Gerais,Brazil,26.0–33.4,29.3,16.8,42.5,38.3,25.4,
2019,601–800,Federal University of Rio de Janeiro,Brazil,26.0–33.4,33.4,21.4,23.6,35.2,29.0,
2019,601–800,Universidade Federal do Rio Grande do Sul,Brazil,26.0–33.4,31.7,14.1,40.5,48.1,24.9,
2019,601–800,Universidade Federal de São Paulo (UNIFESP),Brazil,26.0–33.4,33.9,19.7,45.8,35.0,27.0,
2019,601–800,Federico Santa María Technical University,Chile,26.0–33.4,12.1,10.2,50.4,44.3,54.4,
2019,601–800,Fordham University,United States,26.0–33.4,41.0,23.2,34.5,34.7,36.9,
2019,601–800,Fuzhou University,China,26.0–33.4,15.4,11.3,53.6,44.8,22.9,
2019,601–800,Glasgow Caledonian University,United Kingdom,26.0–33.4,18.0,13.1,55.8,34.8,59.2,
2019,601–800,University of Granada,Spain,26.0–33.4,23.5,19.0,48.3,35.0,47.0,
2019,601–800,University of Greenwich,United Kingdom,26.0–33.4,16.0,13.6,41.0,34.9,87.9,
2019,601–800,University of Haifa,Israel,26.0–33.4,24.9,30.8,38.0,36.2,35.5,
2019,601–800,University of Hertfordshire,United Kingdom,26.0–33.4,16.5,12.8,45.1,34.8,79.2,
2019,601–800,Hiroshima University,Japan,26.0–33.4,28.4,20.4,32.5,50.4,29.6,
2019,601–800,Huazhong Agricultural University,China,26.0–33.4,20.9,14.9,47.2,45.3,20.2,
2019,601–800,University of Huddersfield,United Kingdom,26.0–33.4,20.7,18.0,43.1,36.0,70.5,
2019,601–800,University of Ibadan,Nigeria,26.0–33.4,25.0,12.1,44.7,41.2,34.5,
2019,601–800,Technische Universität Ilmenau,Germany,26.0–33.4,26.7,11.8,30.7,40.3,58.6,
2019,601–800,"Indian Institute of Science Education and Research, Pune",India,26.0–33.4,27.5,15.0,59.7,34.3,19.5,
2019,601–800,Indian Institute of Technology Bhubaneswar,India,26.0–33.4,19.1,10.3,64.8,35.6,17.4,
2019,601–800,Indian Institute of Technology Guwahati,India,26.0–33.4,29.5,19.3,39.7,37.5,15.0,
2019,601–800,Indian Institute of Technology Hyderabad,India,26.0–33.4,26.4,18.0,44.6,39.6,16.8,
2019,601–800,Indian Institute of Technology Madras,India,26.0–33.4,41.5,25.4,27.0,69.1,18.4,
2019,601–800,University of Indonesia,Indonesia,26.0–33.4,36.2,17.5,18.8,83.1,52.9,
2019,601–800,University of Ioannina,Greece,26.0–33.4,15.9,17.1,63.3,38.7,43.2,
2019,601–800,Iran University of Science and Technology,Iran,26.0–33.4,25.4,26.8,42.7,66.3,15.8,
2019,601–800,ISCTE-University Institute of Lisbon,Portugal,26.0–33.4,25.5,24.9,25.0,37.3,49.1,
2019,601–800,Isfahan University of Technology,Iran,26.0–33.4,24.1,22.0,43.5,85.7,20.6,
2019,601–800,Istanbul Technical University,Turkey,26.0–33.4,23.6,27.1,32.9,100.0,26.1,
2019,601–800,Jadavpur University,India,26.0–33.4,36.1,20.9,29.4,39.1,15.0,
2019,601–800,Jagiellonian University,Poland,26.0–33.4,22.3,15.4,50.7,34.8,35.5,
2019,601–800,Jaume I University,Spain,26.0–33.4,21.6,15.0,55.5,36.8,41.8,
2019,601–800,University of Johannesburg,South Africa,26.0–33.4,19.3,26.0,36.9,40.2,60.4,
2019,601–800,Juntendo University,Japan,26.0–33.4,35.6,13.7,28.2,48.4,20.6,
2019,601–800,Kafrelsheikh University,Egypt,26.0–33.4,11.2,7.4,63.8,38.2,46.3,
2019,601–800,Kansas State University,United States,26.0–33.4,24.0,19.8,47.1,41.3,45.2,
2019,601–800,Kazan Federal University,Russian Federation,26.0–33.4,25.1,18.3,52.7,40.1,34.3,
2019,601–800,Universiti Kebangsaan Malaysia,Malaysia,26.0–33.4,34.3,21.4,18.4,36.2,43.3,
2019,601–800,Keio University,Japan,26.0–33.4,31.6,24.8,34.9,42.3,29.9,
2019,601–800,Kindai University,Japan,26.0–33.4,18.9,10.7,52.2,39.2,21.9,
2019,601–800,King Fahd University of Petroleum and Minerals,Saudi Arabia,26.0–33.4,28.7,15.4,36.7,65.0,83.8,
2019,601–800,Kingston University,United Kingdom,26.0–33.4,18.0,16.7,29.0,34.4,83.1,
2019,601–800,Kobe University,Japan,26.0–33.4,32.8,19.8,30.2,46.1,26.1,
2019,601–800,Konkuk University,South Korea,26.0–33.4,33.3,34.3,24.6,47.9,44.7,
2019,601–800,University of Las Palmas de Gran Canaria,Spain,26.0–33.4,29.4,10.9,35.1,34.0,34.1,
2019,601–800,Lebanese American University,Lebanon,26.0–33.4,30.5,9.6,44.4,34.0,86.9,
2019,601–800,Montanuniversität Leoben,Austria,26.0–33.4,28.3,11.8,37.8,54.5,70.6,
2019,601–800,University of Lincoln,United Kingdom,26.0–33.4,15.4,13.1,44.1,34.9,68.3,
2019,601–800,University of Ljubljana,Slovenia,26.0–33.4,23.2,17.4,40.1,38.1,40.2,
2019,601–800,University of Lorraine,France,26.0–33.4,20.3,12.8,59.6,39.6,60.1,
2019,601–800,Louisiana Tech University,United States,26.0–33.4,17.7,10.5,53.0,34.5,33.6,
2019,601–800,Mahidol University,Thailand,26.0–33.4,29.1,18.2,44.8,74.7,45.6,
2019,601–800,Manchester Metropolitan University,United Kingdom,26.0–33.4,18.0,13.2,45.3,34.2,62.5,
2019,601–800,Mansoura University,Egypt,26.0–33.4,16.8,8.9,59.2,40.5,43.3,
2019,601–800,Marquette University,United States,26.0–33.4,36.1,14.0,32.1,36.2,23.7,
2019,601–800,Masaryk University,Czechia,26.0–33.4,22.1,24.7,34.6,35.1,59.2,
2019,601–800,Mashhad University of Medical Sciences,Iran,26.0–33.4,27.3,11.6,48.0,34.0,18.1,
2019,601–800,Middle East Technical University,Turkey,26.0–33.4,26.4,21.0,28.3,66.4,29.9,
2019,601–800,Miguel Hernández University of Elche,Spain,26.0–33.4,24.4,12.4,43.2,36.9,31.4,
2019,601–800,University of Minho,Portugal,26.0–33.4,21.4,19.2,39.4,57.8,48.0,
2019,601–800,Mississippi State University,United States,26.0–33.4,21.0,16.1,41.8,38.0,24.2,
2019,601–800,Tecnológico de Monterrey,Mexico,26.0–33.4,22.0,16.1,39.8,73.5,59.9,
2019,601–800,Nanjing Agricultural University,China,26.0–33.4,20.6,17.0,43.0,45.7,19.8,
2019,601–800,Nanjing Medical University,China,26.0–33.4,23.6,24.1,36.4,34.9,19.6,
2019,601–800,Nanjing Normal University,China,26.0–33.4,19.7,11.1,47.0,48.5,20.6,
2019,601–800,Nanjing Tech University,China,26.0–33.4,17.5,11.6,48.9,54.3,21.1,
2019,601–800,Nantes Université,France,26.0–33.4,19.0,19.8,56.4,37.0,49.1,
2019,601–800,National Autonomous University of Mexico,Mexico,26.0–33.4,32.6,28.1,19.2,55.7,40.5,
2019,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),France,26.0–33.4,27.6,15.0,38.1,65.3,76.9,
2019,601–800,National Institute of Technology Rourkela,India,26.0–33.4,26.1,13.2,44.2,37.3,16.4,
2019,601–800,National University of Science and Technology (MISiS),Russian Federation,26.0–33.4,23.1,17.4,28.8,69.1,59.2,
2019,601–800,National Sun Yat-Sen University,Taiwan,26.0–33.4,24.6,28.3,25.9,55.4,30.7,
2019,601–800,National Taiwan Normal University,Taiwan,26.0–33.4,32.0,36.3,23.0,78.3,51.1,
2019,601–800,"University of Nevada, Las Vegas",United States,26.0–33.4,29.4,21.2,43.0,34.0,31.5,
2019,601–800,New Mexico State University (Main campus),United States,26.0–33.4,21.8,14.3,53.9,38.6,35.5,
2019,601–800,Nippon Medical School,Japan,26.0–33.4,28.5,25.0,44.3,35.6,26.7,
2019,601–800,University of North Carolina at Greensboro,United States,26.0–33.4,21.2,20.6,39.0,34.9,19.5,
2019,601–800,Northeast Normal University,China,26.0–33.4,27.0,10.1,50.9,35.8,17.2,
2019,601–800,Northwestern Polytechnical University,China,26.0–33.4,26.2,30.1,27.8,78.9,20.2,
2019,601–800,Nottingham Trent University,United Kingdom,26.0–33.4,16.4,12.5,52.1,34.2,63.4,
2019,601–800,Old Dominion University,United States,26.0–33.4,22.8,19.2,57.1,34.0,29.9,
2019,601–800,Open University of Catalonia,Spain,26.0–33.4,12.8,12.5,71.3,34.9,39.8,
2019,601–800,Otto von Guericke University of Magdeburg,Germany,26.0–33.4,24.3,13.7,45.9,42.6,56.8,
2019,601–800,University of Oviedo,Spain,26.0–33.4,25.5,14.7,50.8,38.0,34.1,
2019,601–800,Palacký University Olomouc,Czechia,26.0–33.4,18.9,11.8,42.5,34.8,57.1,
2019,601–800,Panjab University,India,26.0–33.4,26.9,11.0,54.5,34.0,16.0,
2019,601–800,University of Pécs,Hungary,26.0–33.4,18.8,16.7,37.6,39.0,55.3,
2019,601–800,Peter the Great St Petersburg Polytechnic University,Russian Federation,26.0–33.4,26.1,16.0,38.1,73.4,52.4,
2019,601–800,Polytechnic Institute of Porto,Portugal,26.0–33.4,12.2,7.8,64.9,34.1,31.6,
2019,601–800,Polytechnic University of Valencia,Spain,26.0–33.4,25.4,12.0,45.2,44.5,47.5,
2019,601–800,Pontificia Universidad Católica de Chile,Chile,26.0–33.4,25.5,24.0,44.0,39.0,56.9,
2019,601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,26.0–33.4,27.0,21.8,30.6,98.2,43.5,
2019,601–800,Portland State University,United States,26.0–33.4,19.8,21.7,42.8,34.6,31.8,
2019,601–800,University of Pretoria,South Africa,26.0–33.4,23.8,28.7,35.7,59.4,51.0,
2019,601–800,Pusan National University,South Korea,26.0–33.4,27.8,28.2,28.4,63.2,35.3,
2019,601–800,Université du Québec,Canada,26.0–33.4,22.6,21.3,39.4,41.8,65.6,
2019,601–800,University of Regina,Canada,26.0–33.4,15.3,14.8,45.8,36.0,54.1,
2019,601–800,University of Rennes 1,France,26.0–33.4,19.1,15.4,49.8,36.4,55.1,
2019,601–800,Rikkyo University,Japan,26.0–33.4,14.4,8.6,60.7,34.3,38.9,
2019,601–800,Rochester Institute of Technology,United States,26.0–33.4,19.6,17.2,42.9,36.1,39.9,
2019,601–800,Roskilde University,Denmark,26.0–33.4,19.4,31.0,44.4,37.5,49.3,
2019,601–800,RUDN University,Russian Federation,26.0–33.4,38.3,10.3,19.6,36.9,70.7,
2019,601–800,Universiti Sains Malaysia,Malaysia,26.0–33.4,35.6,22.4,18.8,43.2,50.7,
2019,601–800,University of Salamanca,Spain,26.0–33.4,27.8,15.2,33.6,35.6,49.5,
2019,601–800,University of Salford,United Kingdom,26.0–33.4,18.1,15.4,34.5,34.5,71.4,
2019,601–800,University of San Diego,United States,26.0–33.4,37.4,18.1,38.1,39.5,25.0,
2019,601–800,University of Santiago de Compostela,Spain,26.0–33.4,26.8,16.0,50.5,39.0,44.3,
2019,601–800,University of Sassari,Italy,26.0–33.4,20.7,15.1,51.6,35.6,36.2,
2019,601–800,University of Seville,Spain,26.0–33.4,27.0,18.8,38.7,36.6,38.4,
2019,601–800,Sharif University of Technology,Iran,26.0–33.4,26.2,31.9,38.8,93.8,19.9,
2019,601–800,Shenzhen University,China,26.0–33.4,15.8,17.7,62.6,49.9,33.7,
2019,601–800,Université de Sherbrooke,Canada,26.0–33.4,27.8,13.4,51.5,36.6,57.6,
2019,601–800,Shiraz University of Technology,Iran,26.0–33.4,21.6,18.6,46.6,43.5,15.2,
2019,601–800,Sichuan University,China,26.0–33.4,32.7,27.4,32.0,76.9,19.8,
2019,601–800,Sogang University,South Korea,26.0–33.4,23.2,29.2,22.9,47.7,30.7,
2019,601–800,University of South Alabama,United States,26.0–33.4,31.4,10.0,44.2,35.8,25.1,
2019,601–800,University of South Dakota,United States,26.0–33.4,30.4,14.5,55.8,38.6,24.4,
2019,601–800,University of Southern Queensland,Australia,26.0–33.4,19.7,18.2,35.7,35.8,71.4,
2019,601–800,University of Split,Croatia,26.0–33.4,13.8,13.8,60.4,40.5,43.3,
2019,601–800,Suez Canal University,Egypt,26.0–33.4,17.6,7.6,69.0,35.3,45.5,
2019,601–800,University of the Sunshine Coast,Australia,26.0–33.4,15.9,22.0,42.3,36.3,66.3,
2019,601–800,University of Szeged,Hungary,26.0–33.4,19.8,11.1,41.2,37.3,52.5,
2019,601–800,University of Tabriz,Iran,26.0–33.4,26.6,18.1,37.8,43.0,17.1,
2019,601–800,Tallinn University of Technology,Estonia,26.0–33.4,16.8,14.2,37.6,45.5,58.7,
2019,601–800,Technical University of Madrid,Spain,26.0–33.4,31.1,13.9,37.9,42.6,47.5,
2019,601–800,University of Technology of Compiègne,France,26.0–33.4,24.2,9.9,50.1,41.9,82.7,
2019,601–800,University of Tehran,Iran,26.0–33.4,33.8,22.5,35.0,34.0,22.4,
2019,601–800,Tehran University of Medical Sciences,Iran,26.0–33.4,48.1,15.8,30.1,37.9,21.1,
2019,601–800,Universiti Teknologi Malaysia,Malaysia,26.0–33.4,35.9,24.4,23.3,44.8,57.1,
2019,601–800,Universiti Teknologi Petronas,Malaysia,26.0–33.4,25.2,30.7,26.7,78.7,64.9,
2019,601–800,University of Texas at Arlington,United States,26.0–33.4,19.3,17.6,48.0,39.3,45.6,
2019,601–800,University of Texas at El Paso,United States,26.0–33.4,19.6,21.4,41.8,34.0,37.9,
2019,601–800,Texas Tech University,United States,26.0–33.4,30.5,20.7,42.3,36.7,44.6,
2019,601–800,Tezpur University,India,26.0–33.4,35.2,26.0,31.2,34.2,13.7,
2019,601–800,University of Trás-os-Montes and Alto Douro,Portugal,26.0–33.4,22.3,20.8,34.1,34.0,37.3,
2019,601–800,Ulster University,United Kingdom,26.0–33.4,19.8,18.2,39.5,35.2,75.3,
2019,601–800,University of Vigo,Spain,26.0–33.4,26.0,14.8,35.3,39.0,41.7,
2019,601–800,University of Warsaw,Poland,26.0–33.4,25.7,19.9,44.7,34.2,44.9,
2019,601–800,Waseda University,Japan,26.0–33.4,30.7,21.7,31.2,38.0,36.3,
2019,601–800,UWE Bristol (University of the West of England),United Kingdom,26.0–33.4,15.7,14.8,42.7,34.5,62.3,
2019,601–800,University of the Western Cape,South Africa,26.0–33.4,17.3,19.3,42.9,34.3,61.0,
2019,601–800,Western Washington University,United States,26.0–33.4,14.7,10.2,61.1,34.0,22.2,
2019,601–800,University of Westminster,United Kingdom,26.0–33.4,18.2,15.4,36.2,34.4,84.9,
2019,601–800,West Virginia University,United States,26.0–33.4,18.9,10.2,53.8,34.0,39.4,
2019,601–800,University of Windsor,Canada,26.0–33.4,32.6,18.9,34.4,37.4,69.1,
2019,601–800,University of Wolverhampton,United Kingdom,26.0–33.4,15.0,13.0,41.8,34.1,65.4,
2019,601–800,Yeungnam University,South Korea,26.0–33.4,17.7,12.5,44.1,40.3,35.7,
2019,601–800,Yokohama City University,Japan,26.0–33.4,24.5,8.3,63.1,39.2,19.6,
2019,601–800,University of Zaragoza,Spain,26.0–33.4,27.9,12.4,47.7,38.1,37.0,
2019,801–1000,Acharya Nagarjuna University,India,19.0–25.9,39.0,8.5,13.4,40.7,22.2,
2019,801–1000,University of A Coruña,Spain,19.0–25.9,22.8,12.4,26.1,35.6,30.9,
2019,801–1000,"Adam Mickiewicz University, Poznań",Poland,19.0–25.9,16.8,12.5,26.1,34.8,31.7,
2019,801–1000,AGH University of Krakow,Poland,19.0–25.9,16.6,13.1,26.6,36.7,20.4,
2019,801–1000,"University of Agriculture, Faisalabad",Pakistan,19.0–25.9,16.9,16.3,23.8,36.2,31.8,
2019,801–1000,Aichi Medical University,Japan,19.0–25.9,24.6,10.5,26.0,37.8,17.1,
2019,801–1000,Ajou University,South Korea,19.0–25.9,24.3,18.0,28.4,50.7,26.1,
2019,801–1000,Alexandria University,Egypt,19.0–25.9,15.3,10.3,27.4,40.7,44.4,
2019,801–1000,Al-Farabi Kazakh National University,Kazakhstan,19.0–25.9,24.3,9.4,15.4,42.7,59.7,
2019,801–1000,University of Alicante,Spain,19.0–25.9,23.6,13.6,28.4,36.5,39.9,
2019,801–1000,Aligarh Muslim University,India,19.0–25.9,30.9,9.2,37.4,34.0,24.4,
2019,801–1000,University of Almería,Spain,19.0–25.9,17.3,12.5,24.0,36.0,35.9,
2019,801–1000,American University of Sharjah,United Arab Emirates,19.0–25.9,18.0,13.6,20.2,36.4,95.9,
2019,801–1000,Anadolu University,Turkey,19.0–25.9,11.6,23.9,17.5,100.0,16.4,
2019,801–1000,"Asia University, Taiwan",Taiwan,19.0–25.9,14.5,22.5,19.4,77.3,26.3,
2019,801–1000,Atılım University,Turkey,19.0–25.9,14.3,9.3,38.7,35.6,33.0,
2019,801–1000,Austral University of Chile,Chile,19.0–25.9,14.4,11.4,23.0,46.7,50.0,
2019,801–1000,Universidad Autónoma de Querétaro,Mexico,19.0–25.9,29.4,7.6,17.3,44.1,22.0,
2019,801–1000,Azarbaijan Shahid Madani University,Iran,19.0–25.9,17.6,11.3,28.4,36.7,14.6,
2019,801–1000,Babeş-Bolyai University,Romania,19.0–25.9,19.6,13.6,35.7,34.4,54.9,
2019,801–1000,University of Baghdad,Iraq,19.0–25.9,19.2,7.0,33.9,34.6,36.5,
2019,801–1000,Institut Teknologi Bandung,Indonesia,19.0–25.9,20.1,15.5,13.5,92.4,38.3,
2019,801–1000,Bauman Moscow State Technical University,Russian Federation,19.0–25.9,38.7,16.9,4.9,57.4,21.6,
2019,801–1000,University of Bedfordshire,United Kingdom,19.0–25.9,16.3,12.8,25.8,34.6,73.5,
2019,801–1000,Beijing Jiaotong University,China,19.0–25.9,22.9,21.7,15.4,66.6,26.4,
2019,801–1000,University of Béjaïa,Algeria,19.0–25.9,11.7,7.1,47.1,34.0,43.0,
2019,801–1000,Belgorod State National Research University,Russian Federation,19.0–25.9,18.8,9.3,28.5,41.2,41.1,
2019,801–1000,University of Belgrade,Serbia,19.0–25.9,19.7,18.1,30.1,40.1,36.8,
2019,801–1000,"Birla Institute of Technology and Science, Pilani",India,19.0–25.9,18.0,9.3,29.4,34.9,16.4,
2019,801–1000,University of Brasília,Brazil,19.0–25.9,22.3,13.0,25.8,37.6,30.3,
2019,801–1000,Brno University of Technology,Czechia,19.0–25.9,17.3,14.7,24.9,41.3,49.4,
2019,801–1000,University of Bucharest,Romania,19.0–25.9,12.8,25.1,16.1,34.0,40.3,
2019,801–1000,Budapest University of Technology and Economics,Hungary,19.0–25.9,15.1,14.2,26.5,43.9,34.0,
2019,801–1000,University of Burgos,Spain,19.0–25.9,19.4,11.3,25.1,36.9,33.2,
2019,801–1000,Cairo University,Egypt,19.0–25.9,19.3,12.1,35.0,35.2,34.8,
2019,801–1000,"California Polytechnic State University, San Luis Obispo",United States,19.0–25.9,15.8,11.0,40.4,37.1,34.9,
2019,801–1000,Capital Medical University,China,19.0–25.9,29.5,19.7,21.5,34.8,23.2,
2019,801–1000,University of Castilla-La Mancha,Spain,19.0–25.9,20.3,11.7,31.1,35.9,35.2,
2019,801–1000,University of Lancashire,United Kingdom,19.0–25.9,15.3,12.7,39.7,34.4,62.2,
2019,801–1000,University of Cergy-Pontoise,France,19.0–25.9,14.7,12.7,18.8,34.5,60.2,
2019,801–1000,"University of Chemistry and Technology, Prague",Czechia,19.0–25.9,23.4,13.6,18.4,40.1,50.3,
2019,801–1000,Chiang Mai University,Thailand,19.0–25.9,19.8,13.6,19.1,49.2,33.0,
2019,801–1000,"China University of Geosciences, Wuhan",China,19.0–25.9,21.0,15.3,39.2,49.4,24.1,
2019,801–1000,China University of Mining and Technology,China,19.0–25.9,19.7,15.0,36.5,53.6,16.9,
2019,801–1000,"China University of Petroleum, Beijing",China,19.0–25.9,23.8,24.1,24.9,89.5,20.0,
2019,801–1000,China Pharmaceutical University,China,19.0–25.9,19.1,11.7,33.3,44.2,16.3,
2019,801–1000,Chongqing University,China,19.0–25.9,19.7,18.2,28.1,57.8,21.6,
2019,801–1000,Chonnam National University,South Korea,19.0–25.9,21.2,19.9,30.2,38.7,25.3,
2019,801–1000,Chulalongkorn University,Thailand,19.0–25.9,28.9,20.5,20.4,61.4,38.4,
2019,801–1000,Chung Yuan Christian University,Taiwan,19.0–25.9,14.3,24.4,13.6,48.7,33.7,
2019,801–1000,Comenius University Bratislava,Slovakia,19.0–25.9,21.9,12.1,22.8,36.4,49.6,
2019,801–1000,Czech University of Life Sciences Prague (CZU),Czechia,19.0–25.9,15.9,12.2,16.8,45.9,70.4,
2019,801–1000,Czech Technical University in Prague,Czechia,19.0–25.9,18.9,17.8,28.3,41.9,49.7,
2019,801–1000,University of Debrecen,Hungary,19.0–25.9,19.1,8.4,24.5,41.7,51.6,
2019,801–1000,De La Salle University,Philippines,19.0–25.9,16.7,10.8,28.4,34.0,33.7,
2019,801–1000,University of Derby,United Kingdom,19.0–25.9,15.0,9.8,35.0,34.6,55.9,
2019,801–1000,Dublin Institute of Technology,Ireland,19.0–25.9,14.3,11.9,34.9,35.0,73.4,
2019,801–1000,East Carolina University,United States,19.0–25.9,20.9,11.5,27.9,38.9,27.7,
2019,801–1000,University of East London,United Kingdom,19.0–25.9,20.8,13.8,26.2,34.0,78.7,
2019,801–1000,Edge Hill University,United Kingdom,19.0–25.9,14.3,9.5,34.4,34.0,35.6,
2019,801–1000,Erciyes University,Turkey,19.0–25.9,16.4,14.7,22.1,85.8,21.7,
2019,801–1000,Universidade Estadual Paulista (Unesp),Brazil,19.0–25.9,37.1,19.9,14.7,35.4,25.1,
2019,801–1000,University of Évora,Portugal,19.0–25.9,18.1,13.8,32.2,35.5,53.5,
2019,801–1000,Fayoum University,Egypt,19.0–25.9,13.6,7.2,30.5,34.0,39.4,
2019,801–1000,Universidade Federal do ABC (UFABC),Brazil,19.0–25.9,14.8,12.3,26.8,39.3,33.6,
2019,801–1000,Universidade Federal da Bahia,Brazil,19.0–25.9,21.8,12.4,20.3,34.3,24.0,
2019,801–1000,Federal University of Pelotas,Brazil,19.0–25.9,22.1,10.4,42.0,34.0,20.6,
2019,801–1000,Universidade Federal de Santa Catarina,Brazil,19.0–25.9,27.1,12.0,36.1,35.6,28.1,
2019,801–1000,Federal University of São Carlos,Brazil,19.0–25.9,26.3,13.1,15.3,40.4,23.4,
2019,801–1000,Ferdowsi University of Mashhad,Iran,19.0–25.9,25.1,17.2,22.3,40.2,20.7,
2019,801–1000,Ferhat Abbas Sétif University 1,Algeria,19.0–25.9,23.3,7.0,24.1,34.0,42.1,
2019,801–1000,Florida Atlantic University,United States,19.0–25.9,17.5,14.6,35.9,39.4,43.9,
2019,801–1000,Florida Institute of Technology,United States,19.0–25.9,24.6,13.5,28.6,36.8,58.6,
2019,801–1000,University of La Frontera,Chile,19.0–25.9,15.1,16.7,32.9,34.0,45.9,
2019,801–1000,Fu Jen Catholic University,Taiwan,19.0–25.9,16.8,13.1,29.7,45.4,26.6,
2019,801–1000,Gebze Technical University,Turkey,19.0–25.9,24.1,11.9,26.8,35.8,28.1,
2019,801–1000,University of Ghana,Ghana,19.0–25.9,14.5,13.6,23.8,42.2,48.8,
2019,801–1000,University of Guilan,Iran,19.0–25.9,13.8,12.2,36.7,35.4,14.6,
2019,801–1000,Hamamatsu University School of Medicine,Japan,19.0–25.9,28.0,12.6,21.8,41.6,17.4,
2019,801–1000,Hyogo College of Medicine,Japan,19.0–25.9,28.7,11.9,36.2,34.0,15.9,
2019,801–1000,Indian Institute of Science Education and Research Kolkata,India,19.0–25.9,29.4,10.9,26.4,35.9,17.0,
