year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2020,1001+,Kagawa University,"6,392",9.7,2%,41 : 59,
2020,1001+,Kagoshima University,"10,541",10.1,3%,38 : 62,
2020,1001+,Kanagawa University,"18,104",14.6,3%,28 : 72,
2020,1001+,Kangwon National University,"23,127",23.1,3%,41 : 59,
2020,1001+,Kansai University,"30,346",11.2,3%,39 : 61,
2020,1001+,Kasetsart University,"68,067",22.2,1%,62 : 38,
2020,1001+,Kaunas University of Technology,"9,956",14.7,6%,38 : 62,
2020,1001+,Kazan National Research Technological University,"15,260",10.7,11%,45 : 55,
2020,1001+,Kharazmi University,"12,656",20.9,1%,57 : 43,
2020,1001+,Khon Kaen University,"38,655",19.7,2%,51 : 49,
2020,1001+,KIIT University,"21,390",13.1,2%,41 : 59,
2020,1001+,King Mongkut’s Institute of Technology Ladkrabang,"23,539",21.7,1%,53 : 47,
2020,1001+,King Mongkut's University of Technology North Bangkok,"26,846",24.9,0%,42 : 58,
2020,1001+,King Mongkut’s University of Technology Thonburi,"16,126",21.4,3%,47 : 53,
2020,1001+,Kitasato University,"8,503",5.4,0%,53 : 47,
2020,1001+,Kochi University,"5,469",8.1,1%,44 : 56,
2020,1001+,Kogakuin University,"6,505",17.4,1%,17 : 83,
2020,1001+,Kookmin University,"17,081",11.3,10%,46 : 54,
2020,1001+,Kwansei Gakuin University,"24,766",23.8,3%,48 : 52,
2020,1001+,Kyoto Institute of Technology,"3,989",13.0,5%,26 : 74,
2020,1001+,Kyushu Institute of Technology (Kyutech),"5,653",16.2,4%,13 : 87,
2020,1001+,Latvia University of Life Sciences and Technologies,"4,216",36.9,1%,49 : 51,
2020,1001+,University of León,"13,606",16.1,13%,56 : 44,
2020,1001+,University of Lethbridge,"6,996",12.9,12%,,
2020,1001+,L.N. Gumilyov Eurasian National University,"17,205",5.3,4%,,
2020,1001+,Lobachevsky State University of Nizhni Novgorod,"18,077",7.9,7%,53 : 47,
2020,1001+,University of Lodz,"31,192",14.1,5%,65 : 35,
2020,1001+,Lodz University of Technology,"16,372",13.0,4%,41 : 59,
2020,1001+,London South Bank University,"12,170",16.6,33%,56 : 44,
2020,1001+,Londrina State University,"26,685",15.3,1%,57 : 43,
2020,1001+,Maharaja Sayajirao University of Baroda,"39,252",27.2,0%,55 : 45,
2020,1001+,Mahasarakham University,"38,192",29.3,0%,67 : 33,
2020,1001+,Universiti Malaysia Sarawak (UNIMAS),"15,973",18.8,6%,65 : 35,
2020,1001+,Manipal Academy of Higher Education,"23,082",8.6,11%,45 : 55,
2020,1001+,University of Manouba,"18,361",13.5,1%,66 : 34,
2020,1001+,Marmara University,"59,480",29.1,4%,49 : 51,
2020,1001+,University Cadi Ayyad of Marrakech,"102,000",65.7,1%,54 : 46,
2020,1001+,Meiji University,"33,309",11.7,4%,34 : 66,
2020,1001+,Meijo University,"15,412",31.4,1%,29 : 71,
2020,1001+,Mendel University in Brno,"7,215",14.4,16%,60 : 40,
2020,1001+,Menoufia University,"84,587",36.4,1%,45 : 55,
2020,1001+,M’Hamed Bougara University of Boumerdès,"31,075",21.1,0%,60 : 40,
2020,1001+,Universidad Michoacana de San Nicolás de Hidalgo,"40,381",30.2,1%,52 : 48,
2020,1001+,Mie University,"7,118",9.5,3%,37 : 63,
2020,1001+,Ming Chuan University,"18,590",22.7,12%,60 : 40,
2020,1001+,Minia University,"59,181",15.6,1%,60 : 40,
2020,1001+,MIREA - Russian Technological University,"19,965",17.0,3%,33 : 67,
2020,1001+,University of Miyazaki,"5,488",7.9,3%,35 : 65,
2020,1001+,Mohammed V University of Rabat,"81,914",33.4,5%,57 : 43,
2020,1001+,University of Monastir,"19,973",9.7,1%,68 : 32,
2020,1001+,University of Montenegro,"19,171",27.3,2%,56 : 44,
2020,1001+,Moscow Aviation Institute,"15,248",11.7,9%,28 : 72,
2020,1001+,Moscow Power Engineering Institute,"11,422",14.7,10%,37 : 63,
2020,1001+,Multimedia University,"11,080",13.3,9%,45 : 55,
2020,1001+,University of Mumbai,"7,874",18.1,0%,47 : 53,
2020,1001+,University of Mysore,"7,810",21.3,10%,39 : 61,
2020,1001+,Nagaoka University of Technology,"2,300",10.7,12%,11 : 89,
2020,1001+,Nagasaki University,"9,163",7.0,4%,37 : 63,
2020,1001+,Nagoya City University,"4,444",7.6,2%,53 : 47,
2020,1001+,Nagoya Institute of Technology,"5,661",16.2,4%,15 : 85,
2020,1001+,Nanjing University of Aeronautics and Astronautics,"29,542",16.6,3%,27 : 73,
2020,1001+,Nara Medical University,"1,240",3.3,1%,47 : 53,
2020,1001+,Naresuan University,"22,863",15.6,1%,66 : 34,
2020,1001+,National Changhua University of Education,"8,180",21.8,8%,52 : 48,
2020,1001+,National Chiayi University,"12,219",26.3,3%,48 : 52,
2020,1001+,National Chin-Yi University of Technology,"7,158",24.9,4%,39 : 61,
2020,1001+,National Chung Cheng University,"10,161",14.9,5%,42 : 58,
2020,1001+,National Chung Hsing University,"15,077",14.9,5%,40 : 60,
2020,1001+,National University of Colombia,"52,085",22.4,1%,38 : 62,
2020,1001+,National University of Córdoba,"59,450",10.4,3%,68 : 32,
2020,1001+,National University of Cuyo,"46,096",9.6,2%,61 : 39,
2020,1001+,National University of Kaohsiung,"5,550",23.3,4%,45 : 55,
2020,1001+,National Research Saratov State University,"9,847",9.7,7%,61 : 39,
2020,1001+,National University of San Martín,"15,236",15.8,5%,65 : 35,
2020,1001+,National University of the South,"20,987",16.0,%,58 : 42,
2020,1001+,National Taipei University,"8,645",17.0,4%,54 : 46,
2020,1001+,National Taiwan Ocean University,"8,652",21.6,9%,32 : 68,
2020,1001+,National Technical University Kharkiv Polytechnic Institute,"13,411",8.4,9%,32 : 68,
2020,1001+,National Yunlin University of Science and Technology,"9,215",24.9,4%,42 : 58,
2020,1001+,Nicolaus Copernicus University in Toruń,"22,438",11.1,2%,71 : 29,
2020,1001+,University of Nigeria Nsukka,"34,227",13.2,1%,51 : 49,
2020,1001+,Slovak University of Agriculture in Nitra,"6,570",14.1,2%,57 : 43,
2020,1001+,University of North Carolina Wilmington,"14,791",19.6,2%,62 : 38,
2020,1001+,North China Electric Power University,"30,733",16.6,2%,37 : 63,
2020,1001+,"University of the North, Colombia","14,228",20.5,3%,51 : 49,
2020,1001+,University of North Florida,"12,132",17.7,2%,57 : 43,
2020,1001+,Novosibirsk State Technical University,"11,640",11.4,20%,44 : 56,
2020,1001+,Oakland University,"15,887",18.9,4%,57 : 43,
2020,1001+,Ocean University of China,"32,059",17.5,4%,52 : 48,
2020,1001+,Ochanomizu University,"2,775",14.8,4%,100 : 0,
2020,1001+,Oita University,"5,693",9.2,1%,37 : 63,
2020,1001+,Ondokuz Mayis University,"36,179",33.0,6%,51 : 49,
2020,1001+,Osaka Medical College,"1,248",2.7,1%,49 : 51,
2020,1001+,Osaka Prefecture University,"7,746",10.1,4%,36 : 64,
2020,1001+,University of Ostrava,"8,872",18.3,9%,70 : 30,
2020,1001+,University of Pardubice,"7,266",13.7,7%,55 : 45,
2020,1001+,Paris Nanterre University,"33,434",36.3,17%,62 : 38,
2020,1001+,Perm National Research Polytechnic University,"8,922",9.0,7%,35 : 65,
2020,1001+,Perm State University,"9,252",10.5,1%,62 : 38,
2020,1001+,University of Peshawar,"5,647",10.7,2%,40 : 60,
2020,1001+,Pirogov Russian National Research Medical University,"8,078",6.3,6%,72 : 28,
2020,1001+,PMAS Arid Agriculture University Rawalpindi,"12,452",52.1,0%,39 : 61,
2020,1001+,Polytechnic University of Bucharest,"29,437",13.5,3%,36 : 64,
2020,1001+,Polytechnic University of Timişoara,"12,646",20.4,3%,37 : 63,
2020,1001+,Pontifical Catholic University of Minas Gerais,"34,101",21.3,0%,57 : 43,
2020,1001+,Pontifical Catholic University of Valparaíso,"15,935",24.4,1%,42 : 58,
2020,1001+,Universidad Pontificia Bolivariana (UPB),"15,118",12.6,1%,55 : 45,
2020,1001+,Pontifícia Universidade Católica do Paraná,"23,714",23.0,1%,53 : 47,
2020,1001+,Prince of Songkla University,"39,257",15.8,2%,69 : 31,
2020,1001+,PSG College of Technology,"8,325",14.6,0%,38 : 62,
2020,1001+,Riga Technical University,"10,805",29.8,11%,36 : 64,
2020,1001+,Ritsumeikan University,"34,413",18.3,6%,35 : 65,
2020,1001+,Robert Gordon University,"9,490",20.4,22%,62 : 38,
2020,1001+,University of the Ryukyus,"8,222",10.9,2%,38 : 62,
2020,1001+,Saga University,"6,799",9.6,2%,39 : 61,
2020,1001+,Saitama University,"8,579",14.3,5%,33 : 67,
2020,1001+,Saitama Medical University,"1,909",1.5,0%,49 : 51,
2020,1001+,Samara National Research University (Samara University),"9,660",10.6,11%,51 : 49,
2020,1001+,"University of Santiago, Chile (USACH)","22,818",24.3,2%,42 : 58,
2020,1001+,University of Sargodha,"26,206",34.0,0%,51 : 49,
2020,1001+,SASTRA University,"12,234",14.5,0%,52 : 48,
2020,1001+,Sathyabama Institute of Science and Technology,"14,381",16.9,1%,49 : 51,
2020,1001+,University of Sciences and Technology Houari Boumediene,"41,865",22.5,1%,58 : 42,
2020,1001+,University of Science and Technology of Oran Mohamed-Boudiaf,"22,049",11.7,2%,52 : 48,
2020,1001+,Sechenov University,"15,354",8.2,16%,78 : 22,
2020,1001+,Selçuk University,"48,591",19.4,4%,41 : 59,
2020,1001+,Semnan University,"12,496",15.4,1%,50 : 50,
2020,1001+,Seoul National University of Science and Technology (SeoulTech),"11,912",17.2,4%,34 : 66,
2020,1001+,University of Sfax,"32,178",13.5,1%,69 : 31,
2020,1001+,Shahed University,"6,350",19.4,0%,55 : 45,
2020,1001+,Shahid Bahonar University of Kerman,"14,998",23.5,0%,58 : 42,
2020,1001+,​Shahid Chamran University of Ahvaz,"12,309",21.1,2%,61 : 39,
2020,1001+,Shahrekord University,"7,378",22.8,0%,59 : 41,
2020,1001+,Shahrood University of Technology,"8,448",24.6,0%,44 : 56,
2020,1001+,Shibaura Institute of Technology,"7,886",24.0,16%,20 : 80,
2020,1001+,Shiga University of Medical Science,"1,164",3.1,2%,43 : 57,
2020,1001+,Shimane University,"6,086",7.6,2%,36 : 64,
2020,1001+,Shinshu University,"10,812",10.3,3%,32 : 68,
2020,1001+,Shiraz University of Medical Sciences,"10,465",10.9,2%,58 : 42,
2020,1001+,Shizuoka University,"9,956",13.6,3%,29 : 71,
2020,1001+,University of Shizuoka,"3,002",11.6,3%,61 : 39,
2020,1001+,Showa University,"3,659",2.1,1%,59 : 41,
2020,1001+,Siberian Federal University,"23,800",16.7,4%,48 : 52,
2020,1001+,Siksha ‘O’ Anusandhan,"11,703",9.9,0%,47 : 53,
2020,1001+,University of Silesia in Katowice,"24,174",12.8,3%,64 : 36,
2020,1001+,Silesian University of Technology,"20,646",12.6,1%,34 : 66,
2020,1001+,Silpakorn University,"24,542",19.8,3%,69 : 31,
2020,1001+,Simón Bolívar University,"10,273",24.9,0%,46 : 54,
2020,1001+,Slovak University of Technology in Bratislava,"13,108",13.3,3%,34 : 66,
2020,1001+,Sofia University,"21,988",9.3,6%,65 : 35,
2020,1001+,Sohag University,"52,056",28.8,0%,58 : 42,
2020,1001+,University of Sonora,"29,921",20.9,1%,53 : 47,
2020,1001+,Soongsil University,"15,516",18.3,6%,42 : 58,
2020,1001+,Sophia University,"13,369",24.2,9%,56 : 44,
2020,1001+,University of Sousse,"25,335",11.1,1%,67 : 33,
2020,1001+,University of South Africa,"193,874",155.2,7%,67 : 33,
2020,1001+,University of South China,"21,401",10.0,0%,55 : 45,
2020,1001+,Southern Federal University,"19,038",9.1,9%,55 : 45,
2020,1001+,Southern Medical University,"19,306",6.6,7%,58 : 42,
2020,1001+,South Ural State University,"28,840",17.1,5%,45 : 55,
2020,1001+,South Valley University  (Egypt),"47,488",47.9,0%,60 : 40,
2020,1001+,University of South Wales,"15,665",14.8,19%,53 : 47,
2020,1001+,Southwest Jiaotong University,"38,059",15.9,2%,25 : 75,
2020,1001+,Srinakharinwirot University,"22,247",17.4,0%,66 : 34,
2020,1001+,SRM Institute of Science and Technology,"51,031",15.6,2%,22 : 78,
2020,1001+,State University of Ponta Grossa,"11,911",12.5,0%,52 : 48,
2020,1001+,State University of Santa Cruz,"3,954",4.7,0%,54 : 46,
2020,1001+,St Petersburg Electrotechnical University (LETI),"8,021",12.5,18%,30 : 70,
2020,1001+,Süleyman Demirel University,"46,705",27.5,3%,48 : 52,
2020,1001+,Sumy State University,"9,293",10.4,13%,,
2020,1001+,Suranaree University of Technology,"15,901",34.1,1%,55 : 45,
2020,1001+,SWPS University,"13,561",35.3,9%,74 : 26,
2020,1001+,Szent István University,"12,796",18.7,11%,49 : 51,
2020,1001+,University of Talca,"10,795",16.1,1%,48 : 52,
2020,1001+,Tamil Nadu Agricultural University,"6,279",7.6,0%,62 : 38,
2020,1001+,Tamkang University,"26,032",24.7,8%,48 : 52,
2020,1001+,University of Tarapacá,"8,708",25.1,2%,55 : 45,
2020,1001+,Taras Shevchenko National University of Kyiv,"23,229",8.8,3%,58 : 42,
2020,1001+,Technical University of Cluj-Napoca,"19,745",17.9,1%,36 : 64,
2020,1001+,Technical University of Košice,"8,767",11.5,9%,29 : 71,
2020,1001+,Technical University of Liberec,"5,321",9.5,12%,55 : 45,
2020,1001+,"University of Technology, Iraq","10,450",6.3,0%,60 : 40,
2020,1001+,Universidade Tecnológica Federal do Paraná (UTFPR),"35,177",14.0,1%,35 : 65,
2020,1001+,Universiti Teknologi MARA,"54,483",17.1,0%,66 : 34,
2020,1001+,Institut Teknologi Sepuluh Nopember,"14,624",10.6,4%,26 : 74,
2020,1001+,Texas State University,"31,893",19.1,1%,58 : 42,
2020,1001+,Thammasat University,"33,506",12.1,1%,65 : 35,
2020,1001+,TOBB University of Economics and Technology,"5,836",16.8,1%,47 : 53,
2020,1001+,Toho University,"5,204",13.2,1%,50 : 50,
2020,1001+,Tokai University,"29,848",13.0,2%,26 : 74,
2020,1001+,Tokat Gaziosmanpaşa University,"23,679",20.9,2%,46 : 54,
2020,1001+,Tokushima University,"7,553",8.7,3%,35 : 65,
2020,1001+,Tokyo University of Agriculture,"12,221",33.9,2%,41 : 59,
2020,1001+,Tokyo City University,"7,481",14.9,1%,23 : 77,
2020,1001+,Tokyo Denki University,"9,285",25.6,2%,12 : 88,
2020,1001+,Tokyo University of Marine Science and Technology,"2,654",10.7,7%,33 : 67,
2020,1001+,Tomas Bata University in Zlín,"8,546",19.5,10%,58 : 42,
2020,1001+,Tottori University,"6,096",7.5,2%,36 : 64,
2020,1001+,University of Toyama,"9,133",12.0,3%,40 : 60,
2020,1001+,Toyo University,"32,404",30.5,5%,42 : 58,
2020,1001+,Toyohashi University of Technology (TUT),"2,135",8.8,7%,9 : 91,
2020,1001+,Tribhuvan University,"418,053",36.0,0%,45 : 55,
2020,1001+,Tunghai University,"15,704",26.8,10%,54 : 46,
2020,1001+,University of Tunis El Manar,"33,923",10.1,1%,64 : 36,
2020,1001+,Tzu Chi University,"3,492",10.1,5%,60 : 40,
2020,1001+,Ufa State Aviation Technical University,"14,111",5.6,1%,39 : 61,
2020,1001+,Unisinos University,"21,715",23.7,0%,51 : 49,
2020,1001+,Ural Federal University,"25,000",11.6,11%,50 : 50,
2020,1001+,Urmia University,"13,500",28.6,0%,50 : 50,
2020,1001+,Utsunomiya University,"4,872",13.4,4%,36 : 64,
2020,1001+,University of Valladolid,"23,232",12.3,6%,54 : 46,
2020,1001+,University of Valparaíso,"16,211",18.5,3%,59 : 41,
2020,1001+,"University of Veterinary and Animal Sciences, Lahore","5,794",28.5,1%,49 : 51,
2020,1001+,Vietnam National University (Ho Chi Minh City),"63,479",21.7,1%,,
2020,1001+,Vilnius Gediminas Technical University (Vilnius Tech),"9,551",14.1,10%,48 : 52,
2020,1001+,V.N. Karazin Kharkiv National University,"17,109",9.1,25%,48 : 52,
2020,1001+,Volgograd State Technical University,"14,764",15.0,7%,35 : 65,
2020,1001+,Voronezh State University,"15,246",11.0,10%,58 : 42,
2020,1001+,VSB - Technical University of Ostrava,"13,381",14.7,13%,36 : 64,
2020,1001+,Warsaw University of Technology,"29,709",12.9,6%,34 : 66,
2020,1001+,Wenzhou Medical University,"15,971",11.7,5%,61 : 39,
2020,1001+,University of West Bohemia,"10,540",15.2,5%,54 : 46,
2020,1001+,West University of Timişoara,"13,550",18.0,4%,66 : 34,
2020,1001+,Wrocław University of Science and Technology,"28,329",14.8,3%,34 : 66,
2020,1001+,Yamagata University,"8,913",8.7,2%,36 : 64,
2020,1001+,Yamaguchi University,"10,580",10.8,5%,37 : 63,
2020,1001+,University of Yamanashi,"4,659",6.3,4%,31 : 69,
2020,1001+,Yanshan University,"32,748",15.3,1%,39 : 61,
2020,1001+,Yarmouk University,"35,353",30.4,9%,61 : 39,
2020,1001+,Yazd University,"13,745",30.2,1%,58 : 42,
2020,1001+,Yeditepe University,"19,508",37.4,2%,55 : 45,
2020,1001+,Yıldız Technical University,"36,946",33.5,4%,39 : 61,
2020,1001+,Yokohama National University,"9,889",12.5,7%,29 : 71,
2020,1001+,Yuan Ze University,"8,356",19.5,8%,42 : 58,
2020,1001+,Zagazig University,"156,419",24.0,1%,53 : 47,
2020,1001+,University of Zagreb,"68,216",18.9,3%,59 : 41,
2020,1001+,University of Zanjan,"9,980",25.1,0%,54 : 46,
2020,1001+,Zhejiang University of Technology,"31,228",14.7,8%,,
