year,Rank,Name,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2023,47,Paris Sciences et Lettres – PSL Research University Paris,72.9,68.2,73.5,75.5,78.8,76.3,
2023,48,University of Illinois at Urbana-Champaign,72.7,67.1,78.9,78.1,50.1,56.2,
2023,49,Karolinska Institute,72.4,51.1,68.8,94.0,66.4,87.3,
2023,50,University of Texas at Austin,72.3,66.2,73.1,87.5,51.3,40.1,
2023,51,Fudan University,72.0,71.8,75.8,74.5,77.3,45.2,
2023,52,Shanghai Jiao Tong University,71.2,75.3,82.9,59.9,100.0,43.7,
2023,53,The University of Queensland,71.1,55.9,66.5,84.3,82.0,93.2,
2023,54,University of Manchester,70.9,54.5,63.7,91.3,45.3,92.7,=
2023,54,The University of Sydney,70.9,53.1,65.8,88.5,73.2,90.6,=
2023,56,Seoul National University,70.8,75.2,76.2,67.6,96.6,35.9,
2023,57,Washington University in St Louis,70.6,60.3,56.8,98.2,47.5,64.0,
2023,58,The Hong Kong University of Science and Technology,70.5,51.4,63.4,87.7,95.0,97.7,
2023,59,Wageningen University & Research,70.3,50.4,60.2,93.2,100.0,88.8,
2023,60,University of Amsterdam,69.6,48.0,64.1,93.3,44.4,91.9,
2023,61,Brown University,69.3,64.5,58.0,89.5,39.0,63.3,
2023,62,Australian National University,69.0,51.3,69.2,81.8,45.6,96.0,
2023,63,"University of California, Davis",68.5,59.7,66.3,80.9,52.4,68.7,
2023,64,"University of California, Santa Barbara",68.4,44.6,61.5,96.2,80.1,76.0,
2023,65,University of Southern California,68.3,58.9,58.6,90.4,43.8,63.7,
2023,66,Utrecht University,68.2,44.3,66.0,91.2,72.7,78.8,
2023,67,Zhejiang University,68.1,67.3,74.8,62.8,100.0,55.1,
2023,68,Kyoto University,68.0,77.5,79.1,52.3,88.6,40.5,
2023,69,University of North Carolina at Chapel Hill,67.8,58.9,59.7,93.3,46.0,41.7,
2023,70,Delft University of Technology,67.7,58.8,76.4,59.1,93.4,94.2,
2023,71,Boston University,67.5,55.9,56.1,92.9,41.1,65.9,=
2023,71,UNSW Sydney,67.5,51.1,59.0,85.9,63.5,95.1,=
2023,73,Charité - Universitätsmedizin Berlin,67.2,48.5,52.2,98.8,87.1,69.3,
2023,74,University of Science and Technology of China,67.1,65.0,64.9,78.8,69.4,36.9,
2023,75,University of Groningen,66.6,45.4,57.6,90.4,75.8,89.8,
2023,76,University of Bristol,66.5,43.8,53.4,98.6,43.5,89.4,
2023,77,Leiden University,66.4,43.2,64.4,86.6,68.4,85.4,
2023,78,Yonsei University (Seoul campus),66.3,67.0,68.9,63.9,94.8,52.8,
2023,79,The Hong Kong Polytechnic University,65.8,46.6,57.0,86.7,56.0,97.6,
2023,80,Erasmus University Rotterdam,65.7,38.6,57.1,95.6,64.4,89.7,
2023,81,University of Wisconsin-Madison,65.5,59.7,62.9,78.7,48.4,51.8,
2023,82,Emory University,65.3,54.8,46.0,98.0,48.6,59.8,=
2023,82,University of Glasgow,65.3,43.3,50.8,96.5,41.9,93.8,=
2023,82,University of Zurich,65.3,51.5,50.7,87.5,57.6,93.0,=
2023,85,McMaster University,65.1,42.7,51.1,94.6,89.9,84.7,
2023,86,Humboldt University of Berlin,64.9,55.2,64.3,75.6,42.8,70.5,=
2023,86,University of Tübingen,64.9,51.1,58.2,84.5,79.9,64.1,=
2023,88,University of Adelaide,64.7,42.7,51.8,92.2,65.3,93.6,
2023,89,University of Bonn,64.6,51.6,56.1,86.0,55.0,68.7,
2023,90,Sorbonne University,64.5,58.7,58.3,76.6,40.0,72.3,
2023,91,Free University of Berlin,64.2,54.2,62.4,74.8,41.7,76.4,=
2023,91,Korea Advanced Institute of Science and Technology (KAIST),64.2,64.5,66.0,65.7,100.0,38.2,=
2023,93,Université Paris-Saclay,63.9,56.7,55.2,79.1,54.6,69.7,
2023,94,University of Bern,63.7,46.0,46.5,90.7,86.3,88.2,
2023,95,"University of California, Irvine",63.6,43.5,51.6,93.6,59.4,73.2,=
2023,95,Institut Polytechnique de Paris,63.6,58.5,58.8,64.8,72.7,95.6,=
2023,95,Nanjing University,63.6,58.4,58.2,74.3,87.3,55.2,=
2023,98,Vanderbilt University,63.5,49.5,47.5,96.5,66.7,50.6,
2023,99,City University of Hong Kong,63.4,47.2,53.0,79.9,76.6,99.6,=
2023,99,RWTH Aachen University,63.4,56.8,64.5,66.1,93.8,65.1,=
2023,101,University of Basel,63.0,47.0,44.1,86.5,99.2,96.8,=
2023,101,King Abdulaziz University,63.0,51.7,36.7,91.9,74.2,93.6,=
2023,101,University of Minnesota,63.0,55.1,56.9,81.2,77.8,41.7,=
2023,104,"University of Maryland, College Park",62.9,48.1,57.7,89.7,40.0,42.6,=
2023,104,University of Warwick,62.9,44.8,49.6,88.1,42.7,94.9,=
2023,106,Michigan State University,62.8,56.2,55.6,78.8,39.9,61.9,
2023,107,Ghent University,62.7,48.6,60.1,77.8,80.0,63.9,
2023,108,University of Birmingham,62.6,40.5,46.2,95.2,42.3,92.2,=
2023,108,University of Southampton,62.6,41.4,47.5,92.3,44.1,94.6,=
2023,110,University of Helsinki,62.5,45.9,58.5,86.6,39.1,57.0,
2023,111,Université de Montréal,62.3,50.9,53.2,75.8,76.5,85.5,
2023,112,Ohio State University (Main campus),62.2,53.0,51.2,83.4,55.3,60.3,
2023,113,University of Freiburg,61.9,47.8,52.8,80.8,96.2,67.3,
2023,114,University of Copenhagen,61.7,45.1,47.5,87.2,55.0,84.7,=
2023,114,Université Paris Cité,61.7,51.5,44.8,89.3,37.3,68.3,=
2023,114,University of Sheffield,61.7,43.6,46.4,89.5,47.4,88.5,=
2023,117,Aarhus University,61.2,40.6,60.0,77.6,74.1,77.9,
2023,118,University of Alberta,61.1,48.8,52.7,72.9,82.7,89.2,
2023,119,University of Göttingen,61.0,46.3,53.8,83.9,40.1,63.0,=
2023,119,Lund University,61.0,40.5,55.5,81.0,79.5,78.5,=
2023,121,Vrije Universiteit Amsterdam,60.9,38.4,52.2,87.5,59.1,79.4,
2023,122,Lancaster University,60.8,38.7,40.0,96.9,38.3,94.9,
2023,123,Dartmouth College,60.7,59.8,40.4,88.2,40.0,42.0,
2023,124,Queen Mary University of London,60.4,34.3,41.3,97.7,44.0,97.1,=
2023,124,University of Vienna,60.4,49.4,59.3,65.1,44.8,95.8,=
2023,126,University of Oslo,60.2,40.1,48.5,89.0,44.5,77.0,
2023,127,Purdue University West Lafayette,60.1,55.9,64.2,56.9,67.8,71.1,
2023,128,University of Hamburg,59.8,46.5,54.4,75.4,96.1,60.4,=
2023,128,University of Leeds,59.8,46.0,47.8,79.3,40.5,91.8,=
2023,130,University of Nottingham,59.6,41.8,44.1,86.6,41.7,90.4,
2023,131,University of Antwerp,59.4,36.4,46.2,90.4,83.5,71.8,=
2023,131,The University of Western Australia,59.4,34.9,48.1,85.6,69.2,94.4,=
2023,133,University of Technology Sydney,59.3,36.9,42.1,90.5,49.7,96.0,
2023,134,Case Western Reserve University,59.0,48.4,40.6,90.7,43.4,52.9,
2023,135,University of Lausanne,58.7,35.8,47.6,83.0,72.3,92.3,
2023,136,Georgetown University,58.6,55.5,35.0,88.0,54.0,49.1,
2023,137,University of Exeter,58.5,32.4,41.3,94.8,39.2,92.7,=
2023,137,University of Ottawa,58.5,41.7,45.4,82.6,51.0,84.1,=
2023,139,University of Auckland,58.4,36.8,44.3,85.4,56.4,94.3,=
2023,139,Newcastle University,58.4,33.3,40.0,96.0,41.8,87.8,=
2023,139,Radboud University Nijmegen,58.4,34.9,51.6,85.5,48.0,74.7,=
2023,139,University of Würzburg,58.4,40.7,45.2,87.8,79.4,57.3,=
2023,139,University of York,58.4,39.3,44.0,85.9,38.4,88.7,=
2023,144,University of Pittsburgh-Pittsburgh campus,58.3,46.2,42.9,90.6,44.2,43.4,
2023,145,Maastricht University,58.2,38.4,49.6,75.5,73.2,98.1,
2023,146,University of Cologne,58.0,44.5,46.5,80.0,77.3,64.4,
2023,147,Rice University,57.9,46.5,39.7,84.4,44.5,75.3,
2023,148,University of Colorado Boulder,57.8,45.6,46.3,85.5,44.6,45.6,=
2023,148,Ulm University,57.8,41.6,41.2,89.3,77.6,56.1,=
2023,148,Uppsala University,57.8,37.6,55.7,75.2,71.5,72.6,=
2023,151,University of Florida,57.7,55.0,58.7,64.2,51.4,41.4,=
2023,151,Penn State (Main campus),57.7,47.8,53.8,75.2,41.6,48.3,=
2023,151,Tufts University,57.7,47.1,36.7,92.2,43.4,51.4,=
2023,154,University of Rochester,57.6,42.0,40.5,87.0,49.3,73.8,
2023,155,KTH Royal Institute of Technology,57.5,43.5,53.8,68.4,68.1,81.1,
2023,156,Arizona State University (Tempe),57.4,44.8,47.9,79.6,40.2,62.5,=
2023,156,Technical University of Berlin,57.4,48.8,55.7,62.0,92.6,67.8,=
2023,156,TU Dresden,57.4,48.8,50.7,69.1,92.4,60.5,=
2023,156,University of Virginia (Main campus),57.4,48.1,39.8,86.6,45.8,52.5,=
2023,160,University of Cape Town,57.2,33.9,43.8,88.7,53.3,78.8,
2023,161,University of Bologna,57.0,52.1,40.8,80.2,46.4,51.6,=
2023,161,Trinity College Dublin,57.0,36.0,47.3,79.4,47.1,93.7,=
2023,163,University of Leicester,56.9,31.4,32.9,98.7,41.9,92.5,=
2023,163,Lomonosov Moscow State University,56.9,81.0,72.9,9.3,99.1,72.4,=
2023,163,Pohang University of Science and Technology (POSTECH),56.9,54.7,51.4,67.7,96.2,31.8,=
2023,166,Southern University of Science and Technology (SUSTech),56.8,29.8,42.9,95.5,77.9,59.0,=
2023,166,Technical University of Denmark,56.8,40.4,44.9,73.2,86.0,94.0,=
2023,168,Medical University of Graz,56.6,29.4,34.4,96.8,98.1,79.0,=
2023,168,"Northeastern University, US",56.6,39.9,30.2,96.2,40.1,76.3,=
2023,170,Indiana University,56.5,45.5,39.4,85.5,53.6,54.3,=
2023,170,Université Catholique de Louvain,56.5,39.9,50.4,72.8,57.7,82.3,=
2023,170,Sungkyunkwan University (SKKU),56.5,52.8,54.0,59.4,98.3,56.4,=
2023,173,Wuhan University,56.4,43.5,40.5,89.2,69.4,35.3,
2023,174,Ulsan National Institute of Science and Technology (UNIST),56.3,41.3,42.0,85.9,89.9,43.7,
2023,175,Macquarie University,56.2,38.7,44.6,76.1,64.9,89.8,
2023,176,Huazhong University of Science and Technology,56.1,42.2,42.6,88.8,83.2,25.5,=
2023,176,University of Liverpool,56.1,33.2,37.7,89.4,39.6,94.1,=
2023,176,Stockholm University,56.1,29.7,50.4,87.1,38.3,66.3,=
2023,179,University of Mannheim,56.0,40.0,48.2,79.0,61.0,57.4,
2023,180,University of Arizona,55.9,45.8,47.0,78.7,52.1,41.3,
2023,181,Texas A&M University,55.8,50.2,54.8,63.2,45.1,56.0,
2023,182,University of Barcelona,55.7,33.1,43.4,89.9,50.2,59.9,
2023,183,Universitat Autònoma de Barcelona (UAB),55.6,35.1,38.8,91.1,43.0,67.1,=
2023,183,Scuola Normale Superiore di Pisa,55.6,56.7,36.5,74.8,38.2,56.4,=
2023,185,University of Münster,55.5,43.4,43.9,81.4,48.9,49.2,
2023,186,Pompeu Fabra University,55.4,32.6,39.4,91.5,46.2,68.9,
2023,187,Cardiff University,55.2,31.1,38.9,88.5,41.5,88.3,=
2023,187,National Taiwan University (NTU),55.2,50.2,55.5,60.1,75.1,47.2,=
2023,189,Friedrich Schiller University Jena,55.0,42.4,39.9,81.3,49.7,62.8,=
2023,189,Karlsruhe Institute of Technology,55.0,46.7,54.2,57.8,89.7,68.6,=
2023,191,University of Massachusetts,54.9,41.2,33.5,87.8,51.7,65.0,
2023,192,University of Aberdeen,54.8,30.7,34.1,89.8,47.5,95.9,=
2023,192,"University of California, Santa Cruz",54.8,32.6,33.3,95.9,46.2,67.9,=
2023,194,Medical University of Vienna,54.6,35.0,27.6,94.0,61.2,81.7,=
2023,194,University of Miami,54.6,48.4,33.5,81.0,48.3,60.2,=
2023,196,University of Erlangen-Nuremberg,54.5,44.6,47.5,68.8,90.7,53.5,=
2023,196,Sichuan University,54.5,57.1,58.6,48.6,93.4,38.7,=
2023,198,Durham University,54.4,40.0,44.6,70.0,39.4,94.3,=
2023,198,Queen’s University Belfast,54.4,31.1,37.9,84.4,41.6,97.4,=
2023,198,University of Reading,54.4,36.5,39.6,78.5,42.2,93.3,=
2023,201–250,Aalto University,51.2–54.3,38.3,40.4,67.5,53.2,81.9,
2023,201–250,University of Bergen,51.2–54.3,30.2,32.7,85.7,41.7,76.4,
2023,201–250,Bielefeld University,51.2–54.3,33.1,42.4,84.2,42.9,48.5,
2023,201–250,University of Calgary,51.2–54.3,36.8,40.2,75.9,61.6,79.9,
2023,201–250,Curtin University,51.2–54.3,26.5,33.5,83.0,48.5,95.2,
2023,201–250,University of Dundee,51.2–54.3,25.8,30.5,90.3,49.5,85.4,
2023,201–250,University of East Anglia,51.2–54.3,27.0,29.7,95.0,37.7,86.4,
2023,201–250,Eindhoven University of Technology,51.2–54.3,45.5,49.8,55.5,99.2,86.4,
2023,201–250,University of Geneva,51.2–54.3,34.7,35.4,81.8,48.2,98.6,
2023,201–250,George Washington University,51.2–54.3,47.0,32.8,83.2,38.7,56.9,
2023,201–250,University of Gothenburg,51.2–54.3,29.3,43.6,87.9,47.1,65.1,
2023,201–250,University of Hohenheim,51.2–54.3,33.6,32.2,95.2,49.6,55.8,
2023,201–250,Humanitas University,51.2–54.3,28.3,28.8,99.7,39.4,62.9,
2023,201–250,King Fahd University of Petroleum and Minerals,51.2–54.3,31.4,35.9,80.3,91.8,76.7,
2023,201–250,University of Konstanz,51.2–54.3,42.0,46.4,62.9,62.6,67.9,
2023,201–250,Korea University,51.2–54.3,46.8,48.7,61.5,95.3,55.8,
2023,201–250,Université Libre de Bruxelles,51.2–54.3,32.6,44.1,77.3,44.8,88.9,
2023,201–250,University of Luxembourg,51.2–54.3,38.2,39.8,64.5,51.2,99.4,
2023,201–250,University of Macau,51.2–54.3,31.6,36.0,78.5,44.2,99.3,
2023,201–250,Macau University of Science and Technology,51.2–54.3,35.4,30.7,79.2,50.1,99.7,
2023,201–250,Medical University of Innsbruck,51.2–54.3,29.9,30.2,88.8,95.3,88.4,
2023,201–250,Moscow Institute of Physics and Technology (MIPT),51.2–54.3,55.7,46.8,51.4,99.1,62.2,
2023,201–250,University of Newcastle,51.2–54.3,30.0,35.8,79.3,61.9,84.3,
2023,201–250,University of Notre Dame,51.2–54.3,51.0,40.5,67.7,39.7,59.3,
2023,201–250,University of Padua,51.2–54.3,47.2,36.5,80.9,46.4,49.3,
2023,201–250,University of Potsdam,51.2–54.3,39.2,44.6,70.4,60.2,59.6,
2023,201–250,Qatar University,51.2–54.3,27.0,38.7,79.6,61.4,98.9,
2023,201–250,Queensland University of Technology,51.2–54.3,29.2,39.7,86.0,50.1,83.9,
2023,201–250,RCSI University of Medicine and Health Sciences,51.2–54.3,31.4,37.3,76.9,50.7,94.7,
2023,201–250,Rutgers University–New Brunswick,51.2–54.3,43.5,43.6,73.0,43.1,53.9,
2023,201–250,"St George’s, University of London",51.2–54.3,20.4,28.3,99.9,40.5,74.9,
2023,201–250,Sant’Anna School of Advanced Studies – Pisa,51.2–54.3,43.3,40.2,69.4,81.0,56.7,
2023,201–250,University of São Paulo,51.2–54.3,54.5,61.5,43.3,43.0,37.2,
2023,201–250,Sapienza University of Rome,51.2–54.3,52.4,44.9,67.7,53.0,43.5,
2023,201–250,Semmelweis University,51.2–54.3,44.7,18.0,87.9,43.3,77.1,
2023,201–250,University of South Florida,51.2–54.3,31.1,36.9,85.1,85.0,56.2,
2023,201–250,University of St Andrews,51.2–54.3,40.0,41.4,67.8,38.9,94.9,
2023,201–250,University of Surrey,51.2–54.3,31.3,33.9,79.5,45.8,94.8,
2023,201–250,University of Sussex,51.2–54.3,28.0,34.2,89.0,39.0,93.1,
2023,201–250,Università della Svizzera italiana,51.2–54.3,28.0,23.3,91.4,55.7,99.5,
2023,201–250,University of Tartu,51.2–54.3,26.8,33.1,92.4,45.6,65.4,
2023,201–250,Tel Aviv University,51.2–54.3,39.4,51.2,72.0,43.8,56.0,
2023,201–250,Tohoku University,51.2–54.3,59.1,62.3,36.8,94.5,51.1,
2023,201–250,University College Dublin,51.2–54.3,32.6,40.3,73.9,46.9,94.2,
2023,201–250,Vita-Salute San Raffaele University,51.2–54.3,37.6,27.8,99.7,38.2,45.2,
2023,201–250,Vrije Universiteit Brussel,51.2–54.3,36.6,43.6,67.4,60.1,77.3,
2023,201–250,University of Waterloo,51.2–54.3,36.8,46.4,71.0,47.3,87.5,
2023,201–250,Western University,51.2–54.3,40.7,42.1,67.9,79.9,85.6,
2023,201–250,Western Sydney University,51.2–54.3,25.8,31.7,87.6,44.1,87.9,
2023,201–250,University of Wollongong,51.2–54.3,31.4,38.2,74.8,57.2,94.0,
2023,251–300,Aalborg University,48.9–51.1,29.5,43.3,73.2,51.5,76.4,
2023,251–300,Auckland University of Technology,48.9–51.1,20.8,21.3,97.4,39.4,96.4,
2023,251–300,Australian Catholic University,48.9–51.1,18.3,25.9,98.3,38.4,79.9,
2023,251–300,University of Bath,48.9–51.1,32.2,33.8,73.8,39.9,93.4,
2023,251–300,Beijing Normal University,48.9–51.1,50.7,43.8,59.5,64.3,41.4,
2023,251–300,Bond University,48.9–51.1,21.6,21.8,99.9,38.3,81.8,
2023,251–300,Boston College,48.9–51.1,48.6,31.5,74.9,37.4,48.5,
2023,251–300,Bournemouth University,48.9–51.1,32.6,20.7,88.4,37.5,84.0,
2023,251–300,Brighton and Sussex Medical School,48.9–51.1,15.7,25.4,99.8,36.9,81.1,
2023,251–300,"University of California, Riverside",48.9–51.1,33.0,32.7,81.4,41.7,65.3,
2023,251–300,University of Canberra,48.9–51.1,20.0,32.0,92.6,43.0,88.1,
2023,251–300,Chalmers University of Technology,48.9–51.1,34.9,44.5,64.4,66.0,77.4,
2023,251–300,"China Medical University, Taiwan",48.9–51.1,24.1,32.0,92.8,93.1,47.6,
2023,251–300,Copenhagen Business School,48.9–51.1,21.5,31.0,90.9,43.9,93.6,
2023,251–300,Deakin University,48.9–51.1,25.0,33.0,83.2,44.6,88.7,
2023,251–300,University of Duisburg-Essen,48.9–51.1,34.0,35.5,79.9,64.5,60.9,
2023,251–300,Heinrich Heine University Düsseldorf,48.9–51.1,34.7,32.3,80.1,44.1,59.3,
2023,251–300,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,48.9–51.1,34.4,29.4,79.5,50.1,83.6,
2023,251–300,Goethe University Frankfurt,48.9–51.1,33.7,32.9,76.4,44.8,65.6,
2023,251–300,Griffith University,48.9–51.1,27.1,35.8,76.4,52.8,83.2,
2023,251–300,University of Hawai’i at Mānoa,48.9–51.1,39.8,41.7,66.0,40.4,66.9,
2023,251–300,Hebrew University of Jerusalem,48.9–51.1,42.1,41.8,65.3,42.8,59.5,
2023,251–300,University of Illinois Chicago,48.9–51.1,43.0,32.4,74.6,45.4,53.1,
2023,251–300,Indian Institute of Science,48.9–51.1,60.5,56.9,33.1,80.1,28.0,
2023,251–300,Johannes Gutenberg University of Mainz,48.9–51.1,36.7,28.8,80.5,57.6,58.5,
2023,251–300,University of Kiel,48.9–51.1,31.5,32.7,84.5,36.9,57.1,
2023,251–300,King Saud University,48.9–51.1,27.0,32.9,76.3,86.3,85.4,
2023,251–300,Kyung Hee University,48.9–51.1,37.4,41.8,62.9,89.6,67.8,
2023,251–300,La Trobe University,48.9–51.1,25.9,32.9,83.2,51.8,88.4,
2023,251–300,Université Laval,48.9–51.1,40.1,35.8,67.8,68.7,72.4,
2023,251–300,Linköping University,48.9–51.1,23.5,39.8,78.0,61.8,70.8,
2023,251–300,University of Navarra,48.9–51.1,30.7,30.3,84.7,66.2,72.5,
2023,251–300,Oregon Health and Science University,48.9–51.1,36.4,19.8,99.4,52.0,29.4,
2023,251–300,The University of Osaka,48.9–51.1,54.3,60.9,31.8,96.4,42.2,
2023,251–300,University of Pavia,48.9–51.1,38.6,33.7,75.0,46.5,47.2,
2023,251–300,Queen’s University,48.9–51.1,39.9,38.0,60.9,72.0,72.7,
2023,251–300,Ruhr University Bochum,48.9–51.1,40.4,47.2,57.6,52.3,54.1,
2023,251–300,Sejong University,48.9–51.1,27.3,29.3,93.8,55.6,58.8,
2023,251–300,University of Sharjah,48.9–51.1,20.5,21.3,96.8,41.4,99.3,
2023,251–300,Simon Fraser University,48.9–51.1,27.8,36.8,76.3,52.0,92.0,
2023,251–300,University of Southern Denmark,48.9–51.1,24.7,32.4,85.3,72.3,78.9,
2023,251–300,Stellenbosch University,48.9–51.1,30.5,36.9,82.2,71.0,54.0,
2023,251–300,Sun Yat-sen University,48.9–51.1,44.9,37.4,74.8,59.3,31.3,
2023,251–300,Swansea University,48.9–51.1,24.9,28.2,91.5,39.3,83.6,
2023,251–300,Tilburg University,48.9–51.1,34.3,46.6,61.7,50.6,84.5,
2023,251–300,Tongji University,48.9–51.1,43.4,52.3,46.1,97.8,53.1,
2023,251–300,University of Twente,48.9–51.1,34.3,46.4,57.2,80.5,94.5,
2023,251–300,United Arab Emirates University,48.9–51.1,24.7,29.8,82.3,72.5,88.8,
2023,251–300,University of Utah,48.9–51.1,39.9,34.9,81.7,57.5,33.9,
2023,251–300,Virginia Polytechnic Institute and State University,48.9–51.1,39.3,36.2,73.7,47.4,56.8,
2023,251–300,University of the Witwatersrand,48.9–51.1,31.5,44.3,67.9,100.0,73.1,
2023,301–350,Abu Dhabi University,47.0–48.7,32.3,15.4,83.1,36.9,98.5,
2023,301–350,Aix-Marseille University,47.0–48.7,40.5,24.9,72.3,41.5,63.2,
2023,301–350,Alfaisal University,47.0–48.7,20.2,22.1,91.6,43.4,96.7,
2023,301–350,Anglia Ruskin University (ARU),47.0–48.7,18.2,16.3,99.0,37.2,91.1,
2023,301–350,Autonomous University of Madrid,47.0–48.7,31.3,31.2,80.8,40.0,51.2,
2023,301–350,University of Bordeaux,47.0–48.7,31.6,27.8,79.5,39.5,59.9,
2023,301–350,Brandeis University,47.0–48.7,28.5,23.1,90.3,37.3,55.5,
2023,301–350,Universiti Brunei Darussalam,47.0–48.7,26.0,22.6,83.2,40.1,85.2,
2023,301–350,University at Buffalo,47.0–48.7,38.7,33.7,67.7,47.1,63.7,
2023,301–350,"University of California, Merced",47.0–48.7,22.9,23.5,96.0,42.2,47.3,
2023,301–350,University of Colorado Denver/Anschutz Medical Campus,47.0–48.7,30.1,20.3,97.0,42.9,31.5,
2023,301–350,Dalhousie University,47.0–48.7,28.1,30.9,74.3,45.0,89.0,
2023,301–350,Drexel University,47.0–48.7,40.8,26.0,76.4,48.8,50.1,
2023,301–350,École Normale Supérieure de Lyon,47.0–48.7,46.9,46.2,47.4,56.6,62.1,
2023,301–350,University of Essex,47.0–48.7,31.0,32.4,71.0,37.9,96.4,
2023,301–350,Flinders University,47.0–48.7,27.3,33.1,75.8,43.0,89.8,
2023,301–350,Florida State University,47.0–48.7,40.2,37.3,67.5,40.1,47.8,
2023,301–350,University of Galway,47.0–48.7,29.7,32.7,71.2,45.7,82.8,
2023,301–350,George Mason University,47.0–48.7,30.7,26.8,84.0,37.8,50.0,
2023,301–350,Hasselt University,47.0–48.7,33.4,39.5,63.3,57.3,70.2,
2023,301–350,University of Iowa,47.0–48.7,42.5,31.6,70.7,51.0,46.2,
2023,301–350,LUT University,47.0–48.7,27.8,32.7,77.2,52.1,59.8,
2023,301–350,University of Milan,47.0–48.7,32.6,30.4,82.5,40.5,43.5,
2023,301–350,University of Milan-Bicocca,47.0–48.7,24.9,25.9,93.6,40.8,43.0,
2023,301–350,Montpellier University,47.0–48.7,35.2,33.6,72.1,39.9,62.2,
2023,301–350,Nagoya University,47.0–48.7,48.4,54.1,39.7,99.2,35.8,
2023,301–350,Nankai University,47.0–48.7,39.7,24.9,79.4,46.2,40.7,
2023,301–350,University of Otago,47.0–48.7,32.4,34.5,70.2,38.8,88.0,
2023,301–350,University of Oulu,47.0–48.7,28.4,35.8,75.2,46.9,57.5,
2023,301–350,Peter the Great St Petersburg Polytechnic University,47.0–48.7,31.1,23.7,83.0,75.5,57.4,
