year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2019,401–500,University of Bordeaux,"54,484",21.3,13%,58 : 42,
2019,401–500,Brunel University of London,"10,980",15.9,38%,47 : 53,
2019,401–500,University of Calabria,"29,008",33.3,2%,60 : 40,
2019,401–500,University of Campinas,"27,936",14.5,4%,47 : 53,
2019,401–500,Università Cattolica del Sacro Cuore,"30,690",22.2,9%,66 : 34,
2019,401–500,Centrale Nantes,"1,656",16.0,43%,25 : 75,
2019,401–500,CentraleSupélec,"4,339",12.1,32%,22 : 78,
2019,401–500,Charles University,"49,236",12.9,17%,62 : 38,
2019,401–500,Claude Bernard University Lyon 1,"26,034",12.3,13%,52 : 48,
2019,401–500,"Colorado State University, Fort Collins","25,374",16.5,6%,53 : 47,
2019,401–500,Complutense University of Madrid,"64,466",20.1,14%,61 : 39,
2019,401–500,Universidad del Desarrollo,"15,925",18.0,2%,55 : 45,
2019,401–500,Diego Portales University,"16,802",14.6,2%,49 : 51,
2019,401–500,Dublin City University,"9,748",27.3,14%,50 : 50,
2019,401–500,University of Ferrara,"14,464",24.4,7%,56 : 44,
2019,401–500,University of Florence,"35,055",20.5,7%,55 : 45,
2019,401–500,Florida International University,"33,394",23.9,8%,56 : 44,
2019,401–500,Fujita Health University,"2,810",3.1,0%,55 : 45,
2019,401–500,University of Genoa,"23,547",18.9,9%,55 : 45,
2019,401–500,University of Georgia (USA),"34,707",16.6,8%,57 : 43,
2019,401–500,Georgia State University,"33,233",16.1,5%,59 : 41,
2019,401–500,Graz University of Technology,"6,403",10.2,19%,23 : 77,
2019,401–500,University of Greifswald,"10,414",19.7,6%,56 : 44,
2019,401–500,Gwangju Institute of Science and Technology (GIST),"1,964",11.6,6%,26 : 74,
2019,401–500,Hamburg University of Technology,"7,452",50.7,18%,26 : 74,
2019,401–500,Harbin Institute of Technology,"30,116",9.9,10%,31 : 69,
2019,401–500,Hasselt University,"5,256",32.4,12%,47 : 53,
2019,401–500,Hokkaido University,"18,114",7.9,10%,30 : 70,
2019,401–500,Hong Kong Baptist University,"10,872",10.5,31%,62 : 38,
2019,401–500,Indian Institute of Technology Bombay,"10,001",17.1,1%,18 : 82,
2019,401–500,Indian Institute of Technology Roorkee,"7,925",17.4,2%,10 : 90,
2019,401–500,JSS Academy of Higher Education and Research,"5,421",8.6,8%,55 : 45,
2019,401–500,University of Jyväskylä,"10,338",15.9,5%,60 : 40,
2019,401–500,RPTU University Kaiserslautern-Landau,"14,648",53.9,16%,38 : 62,
2019,401–500,University of Kentucky,"27,299",14.5,5%,55 : 45,
2019,401–500,Koç University,"5,378",15.7,8%,52 : 48,
2019,401–500,University of KwaZulu-Natal,"35,451",28.4,5%,58 : 42,
2019,401–500,Kyushu University,"18,647",8.3,12%,28 : 72,
2019,401–500,Leibniz University Hannover,"26,318",44.4,12%,40 : 60,
2019,401–500,University of Lille,"66,710",28.2,12%,56 : 44,
2019,401–500,Loughborough University,"14,225",14.7,24%,39 : 61,
2019,401–500,University of Manitoba,"29,260",28.4,16%,54 : 46,
2019,401–500,Marche Polytechnic University,"10,850",20.9,4%,48 : 52,
2019,401–500,Middlesex University,"15,135",18.0,46%,60 : 40,
2019,401–500,University of Milan-Bicocca,"26,508",30.4,6%,62 : 38,
2019,401–500,University of Montana,"8,957",16.1,3%,56 : 44,
2019,401–500,Murdoch University,"15,723",30.9,43%,59 : 41,
2019,401–500,National Taiwan University of Science and Technology (Taiwan Tech),"8,087",18.9,13%,30 : 70,
2019,401–500,National Tsing Hua University,"16,037",15.6,8%,41 : 59,
2019,401–500,University of Nebraska Medical Center,"2,806",2.3,8%,67 : 33,
2019,401–500,New Mexico Institute of Mining and Technology,"1,791",6.3,9%,28 : 72,
2019,401–500,Northern Arizona University,"27,449",26.6,5%,59 : 41,
2019,401–500,Northumbria University,"22,085",17.9,16%,54 : 46,
2019,401–500,University of Oklahoma,"27,352",10.3,7%,52 : 48,
2019,401–500,Örebro University,"9,437",19.4,2%,61 : 39,
2019,401–500,University of Pavia,"24,032",39.2,7%,56 : 44,
2019,401–500,University of Plymouth,"17,900",17.5,15%,54 : 46,
2019,401–500,Polytechnic University of Bari,"6,107",23.6,1%,32 : 68,
2019,401–500,Polytechnic University of Turin,"31,008",30.4,14%,29 : 71,
2019,401–500,University of Porto,"31,855",18.9,12%,55 : 45,
2019,401–500,University of Portsmouth,"19,305",15.4,26%,45 : 55,
2019,401–500,Qatar University,"14,395",17.5,43%,75 : 25,
2019,401–500,RMIT University,"32,151",20.2,27%,47 : 53,
2019,401–500,University of Rome II – Tor Vergata,"34,899",19.2,7%,52 : 48,
2019,401–500,University of Rome III,"32,615",52.7,4%,58 : 42,
2019,401–500,Rovira i Virgili University,"12,709",12.7,10%,59 : 41,
2019,401–500,Royal Veterinary College,"1,965",10.3,17%,77 : 23,
2019,401–500,University of St Gallen,"7,495",11.7,35%,35 : 65,
2019,401–500,University of Saskatchewan,"16,884",16.7,19%,56 : 44,
2019,401–500,Sciences Po,"11,584",44.0,34%,59 : 41,
2019,401–500,Semmelweis University,"10,809",9.6,32%,67 : 33,
2019,401–500,University of Siegen,"19,586",43.3,11%,49 : 51,
2019,401–500,SOAS University of London,"4,965",11.7,54%,65 : 35,
2019,401–500,University of South Carolina-Columbia,"31,547",16.2,6%,55 : 45,
2019,401–500,University of Strasbourg,"45,482",18.5,20%,58 : 42,
2019,401–500,University of Strathclyde,"17,725",19.4,27%,50 : 50,
2019,401–500,SUNY University at Albany,"15,954",16.2,10%,52 : 48,
2019,401–500,Swinburne University of Technology,"12,862",25.3,26%,38 : 62,
2019,401–500,Tampere University of Technology,"5,439",21.4,10%,23 : 77,
2019,401–500,Teikyo University,"23,711",18.1,2%,34 : 66,
2019,401–500,Tokyo Medical and Dental University (TMDU),"2,986",3.2,8%,50 : 50,
2019,401–500,Tokyo Metropolitan University,"9,185",13.4,4%,36 : 64,
2019,401–500,Tongji University,"36,511",13.5,10%,40 : 60,
2019,401–500,University of Trieste,"16,084",22.9,9%,56 : 44,
2019,401–500,University of Tsukuba,"16,717",13.3,20%,39 : 61,
2019,401–500,The University of Tulsa,"4,563",11.9,23%,43 : 57,
2019,401–500,University of Turin,"52,495",27.9,8%,61 : 39,
2019,401–500,UiT The Arctic University of Norway,"16,266",13.4,10%,58 : 42,
2019,401–500,University of Urbino Carlo Bo,"14,386",40.3,6%,61 : 39,
2019,401–500,University of Valencia,"50,927",16.7,11%,62 : 38,
2019,401–500,Verona University,"19,030",26.1,5%,65 : 35,
2019,401–500,Victoria University of Wellington,"17,391",19.1,21%,56 : 44,
2019,401–500,University of Waikato,"9,805",17.1,18%,58 : 42,
2019,401–500,University of the West of Scotland,"11,160",20.7,18%,58 : 42,
2019,401–500,University of Wisconsin-Milwaukee,"21,251",19.1,6%,53 : 47,
2019,501–600,Amirkabir University of Technology,"11,918",21.7,2%,35 : 65,
2019,501–600,University of Aveiro,"9,842",16.5,11%,51 : 49,
2019,501–600,University of the Balearic Islands,"11,507",12.7,6%,59 : 41,
2019,501–600,Beihang University,"29,520",14.4,6%,,
2019,501–600,University of Bergamo,"17,349",56.7,6%,62 : 38,
2019,501–600,Bilkent University,"10,659",15.0,7%,46 : 54,
2019,501–600,Boğaziçi University,"12,374",25.4,7%,49 : 51,
2019,501–600,Bond University,"3,273",10.7,41%,53 : 47,
2019,501–600,Université Bourgogne Franche-Comté (UBFC),"58,837",33.6,11%,54 : 46,
2019,501–600,Bournemouth University,"12,775",16.5,19%,57 : 43,
2019,501–600,University of Brescia,"14,296",26.2,7%,46 : 54,
2019,501–600,Carleton University,"26,856",30.3,20%,48 : 52,
2019,501–600,University of Catania,"26,267",20.6,1%,57 : 43,
2019,501–600,Central Queensland University,"13,770",26.4,28%,56 : 44,
2019,501–600,Charles Darwin University,"6,537",25.7,34%,64 : 36,
2019,501–600,Chemnitz University of Technology,"10,831",47.3,22%,42 : 58,
2019,501–600,"China Medical University, Taiwan","7,730",17.0,10%,54 : 46,
2019,501–600,Chung-Ang University,"13,815",18.9,18%,,
2019,501–600,University of Coimbra,"21,236",17.4,17%,56 : 44,
2019,501–600,Creighton University,"8,281",11.5,10%,62 : 38,
2019,501–600,East China Normal University,"25,237",11.5,17%,66 : 34,
2019,501–600,Edith Cowan University,"17,100",36.0,26%,60 : 40,
2019,501–600,University of Graz,"20,586",22.2,14%,64 : 36,
2019,501–600,University of Guelph,"21,644",27.8,5%,59 : 41,
2019,501–600,Hacettepe University,"42,827",19.9,4%,57 : 43,
2019,501–600,University of Hull,"13,435",16.9,18%,53 : 47,
2019,501–600,Hunan University,"42,692",22.5,2%,45 : 55,
2019,501–600,University of Idaho,"9,675",17.2,8%,48 : 52,
2019,501–600,Indian Institute of Technology Delhi,"8,130",14.9,1%,16 : 84,
2019,501–600,Indian Institute of Technology Kanpur,"6,609",15.2,1%,14 : 86,
2019,501–600,Indian Institute of Technology Kharagpur,"9,397",13.9,0%,14 : 86,
2019,501–600,ITMO University,"10,268",9.3,15%,38 : 62,
2019,501–600,Johannes Kepler University of Linz,"6,345",11.1,11%,52 : 48,
2019,501–600,University of Kashan,"7,844",25.7,4%,55 : 45,
2019,501–600,Keele University,"8,505",14.7,21%,57 : 43,
2019,501–600,Kent State University,"24,469",19.3,10%,59 : 41,
2019,501–600,King Saud University,"38,917",11.0,10%,51 : 49,
2019,501–600,King Saud bin Abdulaziz University for Health Sciences,"8,122",4.4,1%,47 : 53,
2019,501–600,University of La Laguna,"18,736",13.1,4%,58 : 42,
2019,501–600,LUT University,"3,670",24.6,20%,31 : 69,
2019,501–600,Lehigh University,"6,443",11.2,17%,44 : 56,
2019,501–600,University of Limerick,"13,969",21.4,17%,48 : 52,
2019,501–600,Lincoln University (New Zealand),"2,426",13.2,38%,49 : 51,
2019,501–600,University of Lisbon,"50,170",18.7,11%,50 : 50,
2019,501–600,Liverpool John Moores University,"18,750",17.5,13%,54 : 46,
2019,501–600,Louisiana State University,"29,533",20.5,6%,52 : 48,
2019,501–600,Makerere University,"38,596",29.2,8%,52 : 48,
2019,501–600,"University of Maryland, Baltimore County","11,647",18.6,8%,45 : 55,
2019,501–600,Massey University,"18,944",15.7,30%,62 : 38,
2019,501–600,Memorial University of Newfoundland,"15,154",13.8,16%,57 : 43,
2019,501–600,Missouri University of Science and Technology,"8,135",22.7,15%,23 : 77,
2019,501–600,Montana State University,"14,192",18.8,4%,46 : 54,
2019,501–600,Nanjing University of Information Science and Technology,"19,265",14.6,3%,,
2019,501–600,National and Kapodistrian University of Athens,"54,364",27.5,11%,62 : 38,
2019,501–600,National Cheng Kung University (NCKU),"20,511",13.7,12%,36 : 64,
2019,501–600,National Chiao Tung University,"12,053",16.8,12%,28 : 72,
2019,501–600,National Yang-Ming University,"4,255",5.1,2%,48 : 52,
2019,501–600,University of Neuchâtel,"4,352",9.0,22%,59 : 41,
2019,501–600,New Jersey Institute of Technology,"12,044",19.8,19%,24 : 76,
2019,501–600,Norwegian University of Life Sciences,"5,700",6.9,23%,60 : 40,
2019,501–600,NOVA University of Lisbon,"19,885",18.6,17%,50 : 50,
2019,501–600,Novosibirsk State University,"7,250",6.4,19%,57 : 43,
2019,501–600,Oklahoma State University,"21,638",15.6,7%,49 : 51,
2019,501–600,The Open University,"64,640",33.9,8%,61 : 39,
2019,501–600,Oxford Brookes University,"14,005",16.7,28%,59 : 41,
2019,501–600,University of Palermo,"28,801",19.5,1%,58 : 42,
2019,501–600,Panthéon-Sorbonne University – Paris 1,"40,917",33.7,20%,60 : 40,
2019,501–600,University of Parma,"24,346",26.3,6%,56 : 44,
2019,501–600,Universidad Peruana Cayetano Heredia,"5,885",12.1,0%,60 : 40,
2019,501–600,University of the Philippines,"45,410",9.7,1%,53 : 47,
2019,501–600,Universitat Politècnica de Catalunya,"21,591",9.1,14%,28 : 72,
2019,501–600,Pontificia Universidad Javeriana,"29,643",16.4,1%,56 : 44,
2019,501–600,Renmin University of China,"25,168",11.8,6%,,
2019,501–600,Saint Louis University,"11,220",7.3,7%,59 : 41,
2019,501–600,Saint Petersburg State University,"21,644",7.3,11%,64 : 36,
2019,501–600,University of Salento,"11,927",28.4,1%,63 : 37,
2019,501–600,San Diego State University,"29,974",30.3,8%,55 : 45,
2019,501–600,Savitribai Phule Pune University,"6,186",15.3,2%,46 : 54,
2019,501–600,Sejong University,"11,886",16.4,9%,47 : 53,
2019,501–600,Shandong University,"46,351",13.7,6%,,
2019,501–600,"Soochow University, China","42,684",15.2,7%,58 : 42,
2019,501–600,South China University of Technology,"42,472",14.5,5%,36 : 64,
2019,501–600,Southeast University,"33,063",11.8,5%,40 : 60,
2019,501–600,Southern Cross University,"8,678",24.5,21%,64 : 36,
2019,501–600,Stevens Institute of Technology,"5,636",16.2,35%,29 : 71,
2019,501–600,SUNY Binghamton University,"17,582",23.0,15%,48 : 52,
2019,501–600,Taipei Medical University,"5,895",10.5,9%,57 : 43,
2019,501–600,The University of Texas at San Antonio,"26,089",25.1,5%,50 : 50,
2019,501–600,Tianjin University,"33,429",12.9,5%,,
2019,501–600,University of Toledo,"18,238",15.2,11%,50 : 50,
2019,501–600,Tomsk Polytechnic University,"9,682",8.7,26%,33 : 67,
2019,501–600,Tomsk State University,"7,673",9.6,29%,,
2019,501–600,Universiti Tunku Abdul Rahman (UTAR),"19,179",17.2,2%,52 : 48,
2019,501–600,University of Udine,"11,472",17.1,6%,53 : 47,
2019,501–600,University of Ulsan,"13,523",12.3,4%,46 : 54,
2019,501–600,The University of the West Indies,"43,295",12.5,4%,68 : 32,
2019,501–600,Worcester Polytechnic Institute,"5,517",12.6,22%,33 : 67,
2019,501–600,Xiamen University,"40,507",14.9,5%,49 : 51,
2019,501–600,Xi’an Jiaotong University,"33,973",10.8,5%,34 : 66,
2019,601–800,University of the Aegean,"12,352",38.7,1%,57 : 43,
2019,601–800,The University of Aizu,"1,165",10.5,5%,11 : 89,
2019,601–800,University of Alcalá,"17,711",12.8,22%,55 : 45,
2019,601–800,University of Algarve,"7,501",12.4,13%,57 : 43,
2019,601–800,American University in Cairo,"5,997",13.7,4%,54 : 46,
2019,601–800,Amrita Vishwa Vidyapeetham,"14,395",11.9,13%,,
2019,601–800,"University of the Andes, Colombia","15,921",8.7,2%,45 : 55,
2019,601–800,Aristotle University of Thessaloniki,"46,597",26.3,5%,58 : 42,
2019,601–800,University of Arkansas,"24,545",20.3,6%,52 : 48,
2019,601–800,Athens University of Economics and Business,"9,839",46.9,4%,47 : 53,
2019,601–800,Auburn University,"24,274",18.2,6%,50 : 50,
2019,601–800,Banaras Hindu University,"12,220",9.3,3%,27 : 73,
2019,601–800,University of the Basque Country,"42,581",14.6,4%,53 : 47,
2019,601–800,Baylor University,"16,932",16.6,5%,57 : 43,
2019,601–800,Beijing Institute of Technology,"28,910",11.8,8%,35 : 65,
2019,601–800,University of Beira Interior,"6,909",15.6,10%,52 : 48,
2019,601–800,Ben-Gurion University of the Negev,"15,133",18.9,3%,53 : 47,
2019,601–800,Benha University,"89,763",29.0,5%,42 : 58,
2019,601–800,Beni-Suef University,"66,543",26.1,1%,44 : 56,
2019,601–800,University of Bradford,"9,240",17.0,28%,56 : 44,
2019,601–800,University of Brighton,"16,905",17.5,22%,58 : 42,
2019,601–800,Ca’ Foscari University of Venice,"16,090",34.3,9%,65 : 35,
2019,601–800,University of Cagliari,"27,885",24.0,2%,59 : 41,
2019,601–800,Carlos III University of Madrid,"16,917",11.0,15%,43 : 57,
2019,601–800,Catholic University of Portugal,"10,904",10.7,16%,60 : 40,
2019,601–800,University of Central Florida,"54,697",36.2,3%,56 : 44,
2019,601–800,Central South University,"53,069",17.3,2%,41 : 59,
2019,601–800,Chang Gung University,"7,527",12.3,4%,44 : 56,
2019,601–800,Chiba University,"13,898",10.0,5%,37 : 63,
2019,601–800,University of Chile,"39,345",17.1,6%,47 : 53,
2019,601–800,China Agricultural University,"19,056",11.5,1%,58 : 42,
2019,601–800,"China University of Geosciences, Beijing","18,114",17.4,1%,32 : 68,
2019,601–800,University of Clermont Auvergne,"34,572",18.3,13%,57 : 43,
2019,601–800,COMSATS University Islamabad,"31,413",10.9,1%,25 : 75,
2019,601–800,Concordia University,"32,065",30.6,28%,50 : 50,
2019,601–800,University of Costa Rica,"32,276",14.3,2%,50 : 50,
2019,601–800,Covenant University,"9,369",18.1,0%,37 : 63,
2019,601–800,Coventry University,"25,120",14.4,45%,48 : 52,
2019,601–800,Dalian University of Technology,"39,075",16.2,2%,35 : 65,
2019,601–800,University of Dayton,"10,116",13.9,13%,52 : 48,
2019,601–800,University of Delhi,"22,854",23.8,1%,47 : 53,
2019,601–800,De Montfort University,"17,130",19.2,25%,57 : 43,
2019,601–800,University of Deusto,"8,665",21.3,11%,59 : 41,
2019,601–800,East China University of Science and Technology,"21,602",11.9,1%,40 : 60,
2019,601–800,Eastern Mediterranean University,"19,694",30.6,84%,37 : 63,
2019,601–800,École Centrale de Lyon,"1,938",15.6,29%,26 : 74,
2019,601–800,École normale supérieure Paris-Saclay,"1,830",11.7,15%,30 : 70,
2019,601–800,Edinburgh Napier University,"11,155",19.9,32%,56 : 44,
2019,601–800,Embry-Riddle Aeronautical University,"16,010",17.3,10%,17 : 83,
2019,601–800,Eötvös Loránd University,"27,267",19.4,10%,65 : 35,
2019,601–800,Ewha Womans University,"14,893",14.3,14%,100 : 0,
2019,601–800,Federal University of Minas Gerais,"44,108",13.3,2%,53 : 47,
2019,601–800,Federal University of Rio de Janeiro,"55,109",14.0,2%,54 : 46,
2019,601–800,Universidade Federal do Rio Grande do Sul,"47,931",17.1,2%,50 : 50,
2019,601–800,Universidade Federal de São Paulo (UNIFESP),"13,520",8.6,1%,60 : 40,
2019,601–800,Federico Santa María Technical University,"19,273",27.9,3%,24 : 76,
2019,601–800,Fordham University,"12,646",12.5,15%,59 : 41,
2019,601–800,Fuzhou University,"34,664",16.6,1%,42 : 58,
2019,601–800,Glasgow Caledonian University,"12,985",20.1,18%,59 : 41,
2019,601–800,University of Granada,"52,989",14.9,10%,57 : 43,
2019,601–800,University of Greenwich,"14,580",17.9,35%,57 : 43,
2019,601–800,University of Haifa,"17,848",30.6,2%,66 : 34,
2019,601–800,University of Hertfordshire,"17,555",17.6,28%,54 : 46,
2019,601–800,Hiroshima University,"14,875",8.6,7%,37 : 63,
2019,601–800,Huazhong Agricultural University,"26,178",17.9,2%,53 : 47,
2019,601–800,University of Huddersfield,"15,055",21.5,26%,55 : 45,
2019,601–800,University of Ibadan,"25,416",15.6,1%,46 : 54,
2019,601–800,Technische Universität Ilmenau,"6,253",8.0,20%,27 : 73,
2019,601–800,"Indian Institute of Science Education and Research, Pune","1,130",8.5,0%,33 : 67,
2019,601–800,Indian Institute of Technology Bhubaneswar,"1,016",9.4,0%,15 : 85,
2019,601–800,Indian Institute of Technology Guwahati,"5,592",13.2,1%,17 : 83,
2019,601–800,Indian Institute of Technology Hyderabad,"1,969",11.7,0%,20 : 80,
2019,601–800,Indian Institute of Technology Madras,"9,013",15.8,1%,20 : 80,
2019,601–800,University of Indonesia,"41,144",10.1,8%,60 : 40,
2019,601–800,University of Ioannina,"22,492",44.3,3%,56 : 44,
2019,601–800,Iran University of Science and Technology,"14,208",33.5,0%,31 : 69,
2019,601–800,ISCTE-University Institute of Lisbon,"8,866",25.2,13%,49 : 51,
2019,601–800,Isfahan University of Technology,"9,816",20.7,1%,43 : 57,
2019,601–800,Istanbul Technical University,"34,594",22.8,4%,34 : 66,
2019,601–800,Jadavpur University,"11,515",17.5,1%,32 : 68,
2019,601–800,Jagiellonian University,"42,131",11.5,7%,67 : 33,
2019,601–800,Jaume I University,"12,581",16.5,9%,58 : 42,
2019,601–800,University of Johannesburg,"25,515",24.0,9%,55 : 45,
2019,601–800,Juntendo University,"4,407",3.8,2%,52 : 48,
2019,601–800,Kafrelsheikh University,"66,990",40.7,1%,51 : 49,
2019,601–800,Kansas State University,"21,970",14.6,9%,50 : 50,
2019,601–800,Kazan Federal University,"26,021",10.8,11%,68 : 32,
2019,601–800,Universiti Kebangsaan Malaysia,"18,904",11.1,14%,60 : 40,
2019,601–800,Keio University,"34,740",10.6,7%,35 : 65,
2019,601–800,Kindai University,"32,322",13.5,2%,30 : 70,
2019,601–800,King Fahd University of Petroleum and Minerals,"6,427",6.3,18%,0 : 100,
2019,601–800,Kingston University,"16,545",20.3,36%,56 : 44,
2019,601–800,Kobe University,"15,786",7.7,7%,35 : 65,
2019,601–800,Konkuk University,"14,173",26.7,14%,59 : 41,
2019,601–800,University of Las Palmas de Gran Canaria,"18,532",16.4,7%,56 : 44,
2019,601–800,Lebanese American University,"7,734",13.6,19%,51 : 49,
2019,601–800,Montanuniversität Leoben,"3,103",6.1,16%,23 : 77,
2019,601–800,University of Lincoln,"11,475",15.8,14%,55 : 45,
2019,601–800,University of Ljubljana,"40,834",15.2,5%,60 : 40,
2019,601–800,University of Lorraine,"57,103",19.0,15%,52 : 48,
2019,601–800,Louisiana Tech University,"11,138",27.4,4%,45 : 55,
2019,601–800,Mahidol University,"28,611",10.2,4%,64 : 36,
2019,601–800,Manchester Metropolitan University,"27,730",15.4,16%,58 : 42,
2019,601–800,Mansoura University,"136,359",25.0,3%,54 : 46,
2019,601–800,Marquette University,"10,494",12.3,5%,53 : 47,
2019,601–800,Masaryk University,"33,243",21.5,21%,62 : 38,
2019,601–800,Mashhad University of Medical Sciences,"9,015",10.6,2%,61 : 39,
2019,601–800,Middle East Technical University,"27,294",32.2,6%,44 : 56,
2019,601–800,Miguel Hernández University of Elche,"13,667",20.8,4%,50 : 50,
2019,601–800,University of Minho,"18,299",18.4,10%,54 : 46,
2019,601–800,Mississippi State University,"23,609",18.6,3%,51 : 49,
2019,601–800,Tecnológico de Monterrey,"14,215",16.1,11%,41 : 59,
2019,601–800,Nanjing Agricultural University,"26,198",15.9,2%,55 : 45,
2019,601–800,Nanjing Medical University,"13,707",9.1,5%,,
2019,601–800,Nanjing Normal University,"26,894",13.2,3%,70 : 30,
2019,601–800,Nanjing Tech University,"31,846",14.2,1%,,
2019,601–800,Nantes Université,"36,520",24.5,10%,56 : 44,
2019,601–800,National Autonomous University of Mexico,"162,018",13.6,6%,51 : 49,
2019,601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),"6,125",8.8,29%,32 : 68,
2019,601–800,National Institute of Technology Rourkela,"6,010",20.0,4%,19 : 81,
2019,601–800,National University of Science and Technology (MISiS),"7,334",10.4,24%,38 : 62,
2019,601–800,National Sun Yat-Sen University,"9,522",14.9,5%,39 : 61,
2019,601–800,National Taiwan Normal University,"10,621",12.6,26%,56 : 44,
2019,601–800,"University of Nevada, Las Vegas","25,120",26.1,5%,56 : 44,
2019,601–800,New Mexico State University (Main campus),"13,329",17.3,8%,53 : 47,
2019,601–800,Nippon Medical School,837,6.3,1%,33 : 67,
2019,601–800,University of North Carolina at Greensboro,"18,593",24.9,3%,66 : 34,
2019,601–800,Northeast Normal University,"25,325",16.2,2%,72 : 28,
2019,601–800,Northwestern Polytechnical University,"27,423",13.6,3%,26 : 74,
2019,601–800,Nottingham Trent University,"23,460",16.0,19%,57 : 43,
2019,601–800,Old Dominion University,"19,064",19.3,3%,54 : 46,
2019,601–800,Open University of Catalonia,"20,133",54.6,3%,55 : 45,
2019,601–800,Otto von Guericke University of Magdeburg,"14,427",12.1,16%,43 : 57,
2019,601–800,University of Oviedo,"18,689",10.8,3%,52 : 48,
2019,601–800,Palacký University Olomouc,"17,968",11.5,12%,69 : 31,
2019,601–800,Panjab University,"18,360",21.5,1%,47 : 53,
2019,601–800,University of Pécs,"17,456",13.3,18%,58 : 42,
2019,601–800,Peter the Great St Petersburg Polytechnic University,"18,420",8.8,24%,40 : 60,
2019,601–800,Polytechnic Institute of Porto,"18,215",17.0,6%,46 : 54,
2019,601–800,Polytechnic University of Valencia,"21,945",9.4,13%,38 : 62,
2019,601–800,Pontificia Universidad Católica de Chile,"27,485",15.2,7%,,
2019,601–800,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),"15,415",18.7,6%,52 : 48,
2019,601–800,Portland State University,"20,666",18.4,9%,54 : 46,
2019,601–800,University of Pretoria,"35,687",23.2,8%,56 : 44,
2019,601–800,Pusan National University,"24,409",18.4,11%,47 : 53,
2019,601–800,Université du Québec,"54,198",20.2,10%,57 : 43,
2019,601–800,University of Regina,"12,585",22.5,15%,60 : 40,
2019,601–800,University of Rennes 1,"27,685",17.4,11%,53 : 47,
2019,601–800,Rikkyo University,"20,542",24.7,3%,52 : 48,
2019,601–800,Rochester Institute of Technology,"14,200",16.2,18%,34 : 66,
2019,601–800,Roskilde University,"6,109",16.1,10%,63 : 37,
2019,601–800,RUDN University,"19,350",10.8,25%,58 : 42,
2019,601–800,Universiti Sains Malaysia,"21,394",11.2,13%,65 : 35,
2019,601–800,University of Salamanca,"29,243",17.7,15%,58 : 42,
2019,601–800,University of Salford,"15,945",18.8,25%,51 : 49,
2019,601–800,University of San Diego,"7,671",13.0,8%,56 : 44,
2019,601–800,University of Santiago de Compostela,"26,118",15.2,8%,62 : 38,
2019,601–800,University of Sassari,"12,227",21.2,1%,61 : 39,
2019,601–800,University of Seville,"55,395",19.4,7%,54 : 46,
2019,601–800,Sharif University of Technology,"9,435",19.0,0%,26 : 74,
2019,601–800,Shenzhen University,"34,095",17.2,1%,47 : 53,
2019,601–800,Université de Sherbrooke,"15,148",12.7,8%,55 : 45,
2019,601–800,Shiraz University of Technology,"1,512",14.5,0%,36 : 64,
2019,601–800,Sichuan University,"59,998",13.8,3%,50 : 50,
2019,601–800,Sogang University,"9,636",22.2,8%,43 : 57,
2019,601–800,University of South Alabama,"14,391",15.0,6%,61 : 39,
2019,601–800,University of South Dakota,"15,570",35.3,3%,61 : 39,
2019,601–800,University of Southern Queensland,"11,815",26.4,16%,58 : 42,
2019,601–800,University of Split,"20,093",28.3,2%,,
2019,601–800,Suez Canal University,"39,113",12.5,1%,62 : 38,
2019,601–800,University of the Sunshine Coast,"8,915",29.2,16%,64 : 36,
2019,601–800,University of Szeged,"20,388",13.1,14%,57 : 43,
2019,601–800,University of Tabriz,"23,480",29.9,0%,50 : 50,
2019,601–800,Tallinn University of Technology,"10,431",20.8,15%,43 : 57,
2019,601–800,Technical University of Madrid,"39,269",13.2,13%,32 : 68,
2019,601–800,University of Technology of Compiègne,"4,254",15.9,24%,37 : 63,
2019,601–800,University of Tehran,"55,645",25.7,2%,43 : 57,
2019,601–800,Tehran University of Medical Sciences,"12,230",7.2,6%,58 : 42,
2019,601–800,Universiti Teknologi Malaysia,"17,726",10.9,17%,52 : 48,
2019,601–800,Universiti Teknologi Petronas,"6,448",16.5,21%,33 : 67,
2019,601–800,University of Texas at Arlington,"27,061",23.8,15%,55 : 45,
2019,601–800,University of Texas at El Paso,"16,744",23.6,8%,53 : 47,
2019,601–800,Texas Tech University,"32,486",22.2,9%,46 : 54,
2019,601–800,Tezpur University,"3,454",12.4,0%,38 : 62,
2019,601–800,University of Trás-os-Montes and Alto Douro,"6,770",12.4,4%,57 : 43,
2019,601–800,Ulster University,"17,920",18.9,8%,56 : 44,
2019,601–800,University of Vigo,"19,699",17.0,6%,50 : 50,
2019,601–800,University of Warsaw,"49,752",14.0,9%,65 : 35,
2019,601–800,Waseda University,"49,761",16.0,10%,37 : 63,
2019,601–800,UWE Bristol (University of the West of England),"20,895",18.0,20%,53 : 47,
2019,601–800,University of the Western Cape,"21,246",32.4,8%,60 : 40,
2019,601–800,Western Washington University,"13,726",17.7,1%,57 : 43,
2019,601–800,University of Westminster,"16,965",18.0,47%,59 : 41,
2019,601–800,West Virginia University,"23,689",16.8,8%,47 : 53,
2019,601–800,University of Windsor,"13,427",24.8,18%,,
