year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2019,34,Georgia Institute of Technology,"21,903",21.5,27%,32 : 68,
2019,35,École Polytechnique Fédérale de Lausanne,"10,343",11.4,57%,28 : 72,
2019,36,University of Hong Kong,"18,122",18.1,43%,54 : 46,
2019,37,University of British Columbia,"53,566",18.6,30%,54 : 46,
2019,38,King’s College London,"24,295",12.1,42%,62 : 38,
2019,39,University of Texas at Austin,"48,561",17.1,10%,51 : 49,
2019,40,Karolinska Institute,"7,898",9.2,19%,68 : 32,
2019,41,The Hong Kong University of Science and Technology,"10,394",23.6,31%,,
2019,41,Paris Sciences et Lettres – PSL Research University Paris,"20,722",11.3,26%,44 : 56,
2019,42,The University of Tokyo,"25,828",7.6,11%,,
2019,43,University of Wisconsin-Madison,"39,193",10.5,12%,,
2019,44,McGill University,"31,060",13.0,28%,58 : 42,=
2019,44,Technical University of Munich,"39,726",50.6,24%,34 : 66,=
2019,47,Universität Heidelberg,"20,953",16.6,17%,54 : 46,
2019,48,KU Leuven,"44,719",36.5,15%,49 : 51,
2019,49,Australian National University,"16,840",18.5,39%,52 : 48,
2019,50,University of Illinois at Urbana-Champaign,"43,908",17.9,24%,47 : 53,
2019,51,"Nanyang Technological University, Singapore","25,738",16.7,28%,48 : 52,
2019,52,"University of California, Santa Barbara","23,457",27.9,16%,52 : 48,
2019,53,Brown University,"9,082",10.7,21%,,
2019,53,The Chinese University of Hong Kong,"17,883",18.4,33%,,
2019,54,Washington University in St Louis,"13,074",7.3,20%,,
2019,56,University of North Carolina at Chapel Hill,"34,226",9.4,8%,57 : 43,
2019,57,University of Manchester,"36,530",14.5,39%,53 : 47,
2019,58,Delft University of Technology,"17,880",20.0,29%,28 : 72,
2019,59,"University of California, Davis","37,847",13.5,13%,57 : 43,=
2019,59,The University of Sydney,"43,333",20.5,35%,58 : 42,=
2019,59,Wageningen University & Research,"13,214",20.9,29%,55 : 45,=
2019,62,University of Amsterdam,"23,778",12.3,12%,56 : 44,
2019,63,Seoul National University,"26,066",12.3,12%,,
2019,64,Purdue University West Lafayette,"39,409",17.0,23%,42 : 58,
2019,65,Kyoto University,"22,420",8.8,8%,24 : 76,
2019,66,University of Southern California,"35,510",11.6,25%,53 : 47,
2019,67,Humboldt University of Berlin,"33,000",59.0,17%,,
2019,68,Leiden University,"26,321",18.0,13%,57 : 43,
2019,69,The University of Queensland,"38,187",34.4,31%,55 : 45,
2019,70,Erasmus University Rotterdam,"22,019",19.6,22%,50 : 50,
2019,71,University of Minnesota,"60,620",12.3,11%,52 : 48,=
2019,71,Ohio State University (Main campus),"53,540",12.8,12%,49 : 51,=
2019,73,Sorbonne University,"42,681",14.3,19%,59 : 41,
2019,74,Boston University,"25,095",8.4,27%,60 : 40,=
2019,74,Utrecht University,"31,551",14.3,7%,59 : 41,=
2019,76,University of Freiburg,"22,005",44.5,22%,55 : 45,
2019,77,McMaster University,"24,602",27.3,16%,53 : 47,
2019,78,University of Bristol,"20,570",13.2,27%,53 : 47,
2019,79,University of Groningen,"26,183",23.8,18%,52 : 48,=
2019,79,University of Warwick,"19,650",13.3,41%,50 : 50,=
2019,81,Penn State (Main campus),"45,704",15.0,15%,46 : 54,
2019,82,"University of Maryland, College Park","32,099",16.2,10%,47 : 53,=
2019,82,Sungkyunkwan University (SKKU),"23,359",19.5,14%,42 : 58,=
2019,84,Emory University,"12,647",4.2,20%,58 : 42,=
2019,84,Monash University,"49,728",34.6,35%,57 : 43,=
2019,86,Rice University,"6,554",8.9,28%,42 : 58,
2019,87,RWTH Aachen University,"44,517",61.8,19%,32 : 68,=
2019,87,Uppsala University,"25,061",16.9,14%,56 : 44,=
2019,89,University of Tübingen,"28,743",39.2,14%,58 : 42,
2019,90,Charité - Universitätsmedizin Berlin,"6,943",17.5,19%,64 : 36,=
2019,90,Université de Montréal,"37,311",20.3,23%,59 : 41,=
2019,90,University of Zurich,"26,340",14.7,20%,57 : 43,=
2019,93,University of Science and Technology of China,"16,152",8.4,4%,,=
2019,93,University of Glasgow,"24,235",15.3,36%,58 : 42,=
2019,93,Michigan State University,"44,951",17.0,17%,51 : 49,=
2019,96,"University of California, Irvine","31,089",16.7,24%,53 : 47,=
2019,96,UNSW Sydney,"41,358",30.5,36%,47 : 53,=
2019,98,Lund University,"28,454",11.8,17%,54 : 46,
2019,99,Dartmouth College,"6,172",6.7,15%,48 : 52,=
2019,99,University of Helsinki,"22,418",16.6,6%,65 : 35,=
2019,101,Zhejiang University,"36,031",10.9,18%,21 : 79,
2019,102,Korea Advanced Institute of Science and Technology (KAIST),"9,587",10.4,9%,20 : 80,
2019,103,University of Basel,"12,852",18.0,27%,55 : 45,
2019,104,Free University of Berlin,"35,032",56.4,21%,59 : 41,
2019,104,Fudan University,"34,393",12.2,11%,51 : 49,
2019,106,University of Sheffield,"25,575",14.9,35%,50 : 50,
2019,107,University of Virginia (Main campus),"24,295",9.4,12%,53 : 47,
2019,108,École Polytechnique – Institut Polytechnique de Paris,"2,908",5.6,36%,21 : 79,
2019,109,Georgetown University,"15,801",8.5,17%,54 : 46,
2019,110,University of Bern,"10,967",16.7,15%,56 : 44,=
2019,110,University of Bonn,"37,708",70.2,13%,55 : 45,=
2019,110,City University of Hong Kong,"9,928",11.2,41%,57 : 43,=
2019,110,University of Pittsburgh-Pittsburgh campus,"26,517",5.9,11%,52 : 48,=
2019,114,University of Colorado Boulder,"31,625",15.5,12%,44 : 56,=
2019,114,Durham University,"16,565",14.8,30%,54 : 46,=
2019,116,University of Birmingham,"28,355",15.1,28%,56 : 44,=
2019,116,University of Copenhagen,"32,157",4.4,16%,55 : 45,=
2019,118,University of Southampton,"24,080",13.9,36%,52 : 48,
2019,119,University of York,"15,195",14.8,25%,56 : 44,
2019,120,Trinity College Dublin,"16,293",21.6,28%,59 : 41,
2019,121,University of Oslo,"20,552",13.3,17%,62 : 38,=
2019,121,Vanderbilt University,"12,038",3.1,14%,54 : 46,=
2019,123,Aarhus University,"26,867",14.8,11%,54 : 46,=
2019,123,Arizona State University (Tempe),"46,362",20.8,20%,43 : 57,=
2019,123,University of Göttingen,"30,399",29.6,12%,50 : 50,=
2019,123,University of Mannheim,"10,882",74.8,17%,56 : 44,=
2019,123,Radboud University Nijmegen,"19,954",17.5,15%,55 : 45,=
2019,128,Université Catholique de Louvain,"25,952",39.6,21%,54 : 46,=
2019,128,Maastricht University,"16,250",15.8,52%,59 : 41,=
2019,130,Queen Mary University of London,"16,435",14.0,44%,54 : 46,
2019,131,Technical University of Berlin,"22,472",64.4,22%,34 : 66,
2019,132,University of Alberta,"31,844",21.0,26%,55 : 45,=
2019,132,Case Western Reserve University,"10,412",7.8,23%,49 : 51,=
2019,134,Nanjing University,"34,580",15.6,9%,48 : 52,
2019,134,The University of Western Australia,"18,510",21.9,26%,49 : 51,
2019,135,University of Adelaide,"21,339",30.4,27%,49 : 51,=
2019,135,University of Geneva,"16,530",15.2,39%,61 : 39,=
2019,135,University of Hamburg,"29,584",58.2,12%,56 : 44,=
2019,135,Karlsruhe Institute of Technology,"26,593",25.8,20%,28 : 72,=
2019,135,Pompeu Fabra University,"11,523",21.3,13%,60 : 40,=
2019,141,University of Exeter,"20,285",18.0,28%,54 : 46,
2019,142,Pohang University of Science and Technology (POSTECH),"3,238",10.7,4%,24 : 76,
2019,143,Ghent University,"35,835",35.2,10%,54 : 46,=
2019,143,University of Vienna,"33,185",19.3,27%,66 : 34,=
2019,145,Universitat Autònoma de Barcelona (UAB),"32,223",12.8,16%,59 : 41,
2019,146,University of Cologne,"37,483",37.9,15%,,=
2019,146,Indiana University,"65,707",13.8,16%,52 : 48,=
2019,146,Lancaster University,"12,200",12.8,39%,51 : 49,=
2019,149,University of Nottingham,"29,430",14.6,30%,54 : 46,=
2019,149,Ulm University,"10,719",28.0,13%,48 : 52,=
2019,151,TU Dresden,"33,560",35.1,14%,42 : 58,
2019,152,Tufts University,"10,659",10.1,19%,55 : 45,
2019,153,University of Leeds,"28,675",14.2,28%,60 : 40,=
2019,153,Sant’Anna School of Advanced Studies – Pisa,737,11.9,17%,38 : 62,=
2019,153,Stockholm University,"31,500",23.0,8%,,=
2019,156,University of Cape Town,"22,137",12.1,18%,53 : 47,=
2019,156,University of Florida,"46,555",17.5,10%,54 : 46,=
2019,158,University of Aberdeen,"12,210",15.1,38%,55 : 45,
2019,159,University of Arizona,"39,264",13.3,9%,52 : 48,=
2019,159,The Hong Kong Polytechnic University,"21,977",27.8,25%,52 : 48,
2019,159,University of Würzburg,"22,264",30.3,10%,57 : 43,=
2019,161,Scuola Normale Superiore di Pisa,539,6.7,9%,29 : 71,=
2019,161,University of Sussex,"13,890",16.5,39%,55 : 45,=
2019,163,University of Rochester,"9,681",4.2,29%,49 : 51,=
2019,163,Technical University of Denmark,"9,116",6.5,25%,30 : 70,=
2019,165,University of St Andrews,"8,965",12.7,47%,58 : 42,
2019,166,Vrije Universiteit Amsterdam,"23,919",17.8,8%,57 : 43,
2019,167,"University of California, Santa Cruz","17,868",23.1,5%,52 : 48,=
2019,167,Eindhoven University of Technology,"8,443",19.7,19%,25 : 75,=
2019,167,University of Leicester,"14,710",14.0,36%,53 : 47,=
2019,170,National Taiwan University (NTU),"31,783",11.5,8%,40 : 60,
2019,171,Newcastle University,"21,500",14.5,29%,50 : 50,=
2019,171,Texas A&M University,"58,567",25.8,9%,48 : 52,=
2019,173,University of Notre Dame,"12,035",13.7,12%,45 : 55,
2019,175,University of Erlangen-Nuremberg,"38,368",54.9,11%,49 : 51,
2019,176,University of Lausanne,"11,957",9.6,23%,,=
2019,176,University of Ottawa,"35,002",25.6,18%,59 : 41,=
2019,176,Rutgers University–New Brunswick,"44,127",11.2,16%,52 : 48,=
2019,179,University of Alabama at Birmingham,"15,744",15.3,6%,62 : 38,
2019,180,University of Bologna,"66,998",23.9,11%,57 : 43,
2019,181,Aalto University,"12,421",19.0,23%,35 : 65,=
2019,181,George Washington University,"22,844",13.2,17%,58 : 42,=
2019,181,University of Liverpool,"21,590",13.8,35%,55 : 45,=
2019,184,University of Münster,"42,974",43.9,8%,54 : 46,=
2019,184,"Northeastern University, US","19,191",13.8,33%,49 : 51,=
2019,184,University of Twente,"7,149",13.5,30%,37 : 63,=
2019,187,Cardiff University,"24,245",12.8,26%,58 : 42,=
2019,187,KTH Royal Institute of Technology,"12,486",15.4,18%,33 : 67,=
2019,189,University of Konstanz,"11,288",52.3,12%,55 : 45,
2019,189,Shanghai Jiao Tong University,"40,711",11.0,9%,41 : 59,
2019,190,University of Duisburg-Essen,"42,931",54.7,18%,48 : 52,=
2019,190,University of East Anglia,"13,985",13.6,29%,61 : 39,=
2019,190,Western University,"29,732",22.9,17%,56 : 44,=
2019,194,Aalborg University,"16,021",13.7,14%,,=
2019,194,Paris Diderot University – Paris 7,"28,918",15.0,20%,63 : 37,=
2019,196,University of Technology Sydney,"25,637",43.4,36%,51 : 49,
2019,197,University of Bergen,"13,116",12.3,14%,59 : 41,
2019,198,Korea University,"22,705",15.6,21%,,
2019,199,University of Calgary,"27,489",15.7,19%,,=
2019,199,Lomonosov Moscow State University,"29,063",7.2,25%,50 : 50,=
2019,201–250,University of Antwerp,"15,096",29.6,16%,54 : 46,
2019,201–250,University of Auckland,"30,041",18.4,30%,54 : 46,
2019,201–250,University of Barcelona,"46,002",11.9,10%,62 : 38,
2019,201–250,University of Bath,"13,200",16.6,33%,46 : 54,
2019,201–250,Bielefeld University,"24,255",64.3,8%,57 : 43,
2019,201–250,Brandeis University,"5,385",12.5,26%,55 : 45,
2019,201–250,University at Buffalo,"25,419",17.1,17%,45 : 55,
2019,201–250,"University of California, Riverside","20,864",19.6,14%,52 : 48,
2019,201–250,Chalmers University of Technology,"9,257",12.4,17%,32 : 68,
2019,201–250,Copenhagen Business School,"17,003",30.6,25%,48 : 52,
2019,201–250,University of Dundee,"10,960",15.5,23%,62 : 38,
2019,201–250,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,"1,943",13.4,47%,31 : 69,
2019,201–250,École Normale Supérieure de Lyon,"2,207",8.2,13%,46 : 54,
2019,201–250,University of Fribourg,"10,850",45.6,18%,59 : 41,
2019,201–250,University of Gothenburg,"18,873",9.9,12%,,
2019,201–250,University of Hawai’i at Mānoa,"15,750",11.0,11%,56 : 44,
2019,201–250,Hebrew University of Jerusalem,"16,492",11.5,5%,56 : 44,
2019,201–250,University of Hohenheim,"9,373",41.8,15%,57 : 43,
2019,201–250,University of Iowa,"27,897",12.3,13%,52 : 48,
2019,201–250,James Cook University,"11,882",22.3,12%,63 : 37,
2019,201–250,University of Kiel,"25,957",22.2,8%,53 : 47,
2019,201–250,King Abdulaziz University,"33,111",8.0,21%,55 : 45,
2019,201–250,Université Libre de Bruxelles,"26,936",35.9,35%,55 : 45,
2019,201–250,University of Luxembourg,"4,969",16.5,57%,50 : 50,
2019,201–250,Macquarie University,"28,729",43.8,26%,53 : 47,
2019,201–250,University of Massachusetts,"59,906",12.8,14%,48 : 52,
2019,201–250,Medical University of Graz,"3,368",10.7,23%,53 : 47,
2019,201–250,Medical University of Vienna,"7,086",7.9,29%,51 : 49,
2019,201–250,University of Miami,"15,923",5.9,16%,51 : 49,
2019,201–250,University of Otago,"18,283",20.1,20%,58 : 42,
2019,201–250,University of Padua,"43,289",20.9,4%,55 : 45,
2019,201–250,Paris-Sud University,"29,509",16.3,17%,56 : 44,
2019,201–250,University of Passau,"10,465",72.2,11%,60 : 40,
2019,201–250,University of Potsdam,"19,294",56.8,10%,59 : 41,
2019,201–250,Queen’s University Belfast,"17,655",16.9,35%,55 : 45,
2019,201–250,Queensland University of Technology,"33,931",35.3,16%,54 : 46,
2019,201–250,RCSI University of Medicine and Health Sciences,"2,202",19.1,68%,,
2019,201–250,University of Reading,"13,395",14.3,33%,57 : 43,
2019,201–250,University of South Australia,"17,465",26.1,44%,64 : 36,
2019,201–250,University of Tampere,"9,484",21.8,5%,66 : 34,
2019,201–250,Tel Aviv University,"22,878",22.9,5%,54 : 46,
2019,201–250,Tilburg University,"7,666",21.2,14%,48 : 52,
2019,201–250,Ulsan National Institute of Science and Technology (UNIST),"4,255",13.5,8%,27 : 73,
2019,201–250,University College Dublin,"22,081",23.5,27%,,
2019,201–250,University of Utah,"30,036",14.1,9%,45 : 55,
2019,201–250,Vita-Salute San Raffaele University,"2,745",7.3,5%,59 : 41,
2019,201–250,University of Waterloo,"32,395",23.7,18%,46 : 54,
2019,201–250,William & Mary,"8,098",11.8,9%,55 : 45,
2019,201–250,University of the Witwatersrand,"28,279",26.1,8%,56 : 44,
2019,201–250,University of Wollongong,"18,209",31.2,26%,51 : 49,
2019,201–250,Yonsei University (Seoul campus),"17,875",14.7,22%,46 : 54,
2019,251–300,Brighton and Sussex Medical School,795,11.4,15%,57 : 43,
2019,251–300,University of Canberra,"10,098",29.2,29%,52 : 48,
2019,251–300,University of Cincinnati – Uptown,"28,049",20.5,9%,52 : 48,
2019,251–300,Clark University,"3,136",11.9,25%,60 : 40,
2019,251–300,Colorado School of Mines,"5,556",16.7,12%,28 : 72,
2019,251–300,Dalhousie University,"15,150",14.7,21%,55 : 45,
2019,251–300,University of Delaware,"20,348",16.9,10%,57 : 43,
2019,251–300,University of Essex,"11,130",15.7,41%,55 : 45,
2019,251–300,Flinders University,"15,939",24.1,31%,64 : 36,
2019,251–300,Florida State University,"38,661",24.5,7%,56 : 44,
2019,251–300,Goethe University Frankfurt,"45,826",19.9,15%,57 : 43,
2019,251–300,Griffith University,"31,574",22.2,19%,57 : 43,
2019,251–300,University of Iceland,"8,276",14.1,11%,66 : 34,
2019,251–300,University of Illinois Chicago,"25,705",11.2,19%,52 : 48,
2019,251–300,Indian Institute of Science,"4,071",9.4,1%,21 : 79,
2019,251–300,Constructor University,"1,114",16.6,69%,44 : 56,
2019,251–300,Johannes Gutenberg University of Mainz,"32,359",28.0,11%,59 : 41,
2019,251–300,Université Laval,"29,588",16.9,13%,57 : 43,
2019,251–300,University of Marburg,"25,942",35.7,10%,55 : 45,
2019,251–300,Moscow Institute of Physics and Technology (MIPT),"5,687",10.5,15%,19 : 81,
2019,251–300,University of Navarra,"10,717",14.7,20%,53 : 47,
2019,251–300,North Carolina State University,"30,190",12.8,14%,45 : 55,
2019,251–300,Oregon Health and Science University,"2,899",1.0,3%,65 : 35,
2019,251–300,The University of Osaka,"23,173",7.8,10%,31 : 69,
2019,251–300,University of Oulu,"9,764",23.5,7%,50 : 50,
2019,251–300,Queen’s University,"22,884",24.7,12%,58 : 42,
2019,251–300,"Royal Holloway, University of London","9,100",14.9,39%,60 : 40,
2019,251–300,Ruhr University Bochum,"42,425",61.2,14%,49 : 51,
2019,251–300,"St George’s, University of London","3,240",15.4,19%,62 : 38,
2019,251–300,University of São Paulo,"82,962",15.3,4%,48 : 52,
2019,251–300,Sapienza University of Rome,"68,282",21.8,6%,57 : 43,
2019,251–300,Simon Fraser University,"26,313",27.3,30%,55 : 45,
2019,251–300,University of Southern Denmark,"25,975",14.3,16%,53 : 47,
2019,251–300,University of South Florida (Tampa),"33,413",18.8,13%,,
2019,251–300,Stony Brook University,"23,722",10.6,23%,49 : 51,
2019,251–300,University of Stuttgart,"26,697",47.1,20%,32 : 68,
2019,251–300,University of Surrey,"11,985",15.7,40%,53 : 47,
2019,251–300,Swansea University,"14,980",16.6,23%,45 : 55,
2019,251–300,Swedish University of Agricultural Sciences,"3,745",4.4,4%,69 : 31,
2019,251–300,Syracuse University,"20,277",16.0,20%,53 : 47,
2019,251–300,Technical University of Darmstadt,"18,221",40.7,16%,30 : 70,
2019,251–300,University of Texas at Dallas,"20,787",21.6,25%,43 : 57,
2019,251–300,Tohoku University,"17,687",5.5,11%,26 : 74,
2019,251–300,Tokyo Institute of Technology,"9,612",7.5,14%,14 : 86,
2019,251–300,University of Trento,"12,856",20.2,8%,51 : 49,
2019,251–300,TU Wien,"17,827",34.0,29%,29 : 71,
2019,251–300,Virginia Polytechnic Institute and State University,"32,296",18.5,14%,43 : 57,
2019,251–300,Vrije Universiteit Brussel,"11,101",27.8,22%,54 : 46,
2019,251–300,Wake Forest University,"7,588",4.0,7%,52 : 48,
2019,301–350,Aix-Marseille University,"69,147",17.1,11%,58 : 42,
2019,301–350,University of Alaska Fairbanks,"3,667",8.4,6%,50 : 50,
2019,301–350,Alfaisal University,"2,407",10.6,40%,58 : 42,
2019,301–350,American University,"10,790",10.8,13%,65 : 35,
2019,301–350,Anglia Ruskin University (ARU),"16,500",22.4,28%,61 : 39,
2019,301–350,Auckland University of Technology,"18,160",17.5,44%,59 : 41,
2019,301–350,University of Bayreuth,"12,784",36.7,8%,45 : 55,
2019,301–350,"Birkbeck, University of London","8,240",16.2,40%,53 : 47,
2019,301–350,Boston College,"13,035",15.9,14%,55 : 45,
2019,301–350,University of Bremen,"19,173",31.4,11%,50 : 50,
2019,301–350,University of Canterbury,"12,492",17.2,22%,49 : 51,
2019,301–350,University of Colorado Denver/Anschutz Medical Campus,"17,853",5.4,7%,56 : 44,
2019,301–350,University of Connecticut,"30,356",14.6,8%,53 : 47,
2019,301–350,Curtin University,"30,904",18.3,35%,51 : 49,
2019,301–350,Cyprus University of Technology,"3,114",17.7,8%,56 : 44,
2019,301–350,University of Denver,"9,421",13.2,10%,57 : 43,
2019,301–350,University of Toulouse,"101,658",25.0,18%,52 : 48,
2019,301–350,George Mason University,"28,261",17.7,9%,54 : 46,
2019,301–350,Grenoble Alpes University,"40,758",17.5,13%,53 : 47,
2019,301–350,Heriot-Watt University,"9,160",16.8,38%,41 : 59,
2019,301–350,University of Houston,"42,962",43.6,10%,50 : 50,
2019,301–350,HSE University,"19,527",11.3,9%,,
2019,301–350,Khalifa University,"3,288",8.1,28%,51 : 49,
2019,301–350,La Trobe University,"21,203",34.8,28%,62 : 38,
2019,301–350,University of Liège,"20,730",26.5,21%,56 : 44,
2019,301–350,University of Malaya,"17,095",8.9,23%,57 : 43,
2019,301–350,University of Milan,"46,843",23.0,6%,59 : 41,
2019,301–350,Montpellier University,"39,837",19.9,14%,53 : 47,
2019,301–350,Nagoya University,"15,630",9.2,10%,29 : 71,
2019,301–350,University of Naples Federico II,"49,789",20.5,1%,56 : 44,
2019,301–350,University of Galway,"13,888",26.8,18%,57 : 43,
2019,301–350,University of Newcastle,"22,220",20.9,17%,55 : 45,
2019,301–350,University of New Mexico (Main campus),"21,506",18.8,5%,55 : 45,
2019,301–350,Oregon State University,"24,280",16.2,11%,46 : 54,
2019,301–350,University of Pisa,"32,751",22.1,5%,52 : 48,
2019,301–350,Politecnico di Milano,"33,663",24.2,15%,34 : 66,
2019,301–350,Reykjavík University,"3,110",27.2,7%,42 : 58,
2019,301–350,Southern University of Science and Technology (SUSTech),"2,115",6.3,0%,33 : 67,
2019,301–350,Stellenbosch University,"23,750",26.0,8%,55 : 45,
2019,301–350,Sun Yat-sen University,"51,061",16.2,9%,51 : 49,
2019,301–350,University of Tartu,"8,518",11.3,6%,68 : 32,
2019,301–350,Technion Israel Institute of Technology,"14,703",21.8,5%,36 : 64,
2019,301–350,The University of Tennessee-Knoxville,"25,720",16.7,5%,,
2019,301–350,TU Dortmund University,"33,665",102.0,10%,45 : 55,
2019,301–350,Tulane University,"11,120",10.5,11%,57 : 43,
2019,301–350,Umeå University,"16,762",11.9,11%,60 : 40,
2019,301–350,University College Cork,"16,578",22.2,18%,57 : 43,
2019,301–350,Université de Versailles Saint-Quentin-en-Yvelines,"16,817",24.1,14%,59 : 41,
2019,301–350,Victoria University,"15,153",31.1,19%,53 : 47,
2019,301–350,University of Victoria,"19,286",23.4,21%,56 : 44,
2019,301–350,Washington State University,"27,689",19.3,8%,52 : 48,
2019,301–350,Wayne State University,"22,123",11.0,9%,55 : 45,
2019,301–350,Wuhan University,"50,015",14.2,8%,,
2019,351–400,Aberystwyth University,"7,165",15.7,18%,47 : 53,
2019,351–400,Aston University,"9,925",21.6,29%,49 : 51,
2019,351–400,Autonomous University of Madrid,"29,532",13.4,14%,59 : 41,
2019,351–400,Babol Noshirvani University of Technology,"5,353",30.9,0%,33 : 67,
2019,351–400,"University of California, Merced","6,680",19.3,8%,51 : 49,
2019,351–400,"City, University of London","14,065",18.6,53%,56 : 44,
2019,351–400,Université Côte d'Azur,"35,112",21.8,23%,55 : 45,
2019,351–400,University of Crete,"14,890",27.8,4%,61 : 39,
2019,351–400,University of Cyprus,"6,861",22.7,10%,67 : 33,
2019,351–400,Deakin University,"37,330",30.3,19%,58 : 42,
2019,351–400,Drexel University,"19,650",10.5,18%,49 : 51,
2019,351–400,University of Eastern Finland,"11,572",18.7,7%,63 : 37,
2019,351–400,Free University of Bozen-Bolzano,"3,445",11.4,11%,67 : 33,
2019,351–400,Hanyang University,"20,010",14.8,19%,,
2019,351–400,Hofstra University,"9,813",13.6,10%,57 : 43,
2019,351–400,Huazhong University of Science and Technology,"56,282",16.6,5%,35 : 65,
2019,351–400,IMT Atlantique,"1,664",8.0,45%,,
2019,351–400,Indian Institute of Technology Indore,"1,118",8.6,0%,15 : 85,
2019,351–400,University of Innsbruck,"14,524",13.0,39%,54 : 46,
2019,351–400,Iowa State University,"31,931",18.3,12%,44 : 56,
2019,351–400,Jordan University of Science and Technology,"22,318",12.1,19%,57 : 43,
2019,351–400,Justus Liebig University Giessen,"28,389",47.0,9%,61 : 39,
2019,351–400,University of Kansas,"24,450",9.9,9%,51 : 49,
2019,351–400,University of Kent,"17,370",13.1,30%,53 : 47,
2019,351–400,Kyung Hee University,"22,013",16.9,23%,45 : 55,
2019,351–400,Linköping University,"18,221",8.2,11%,55 : 45,
2019,351–400,University of Macau,"9,893",15.2,36%,58 : 42,
2019,351–400,Maynooth University,"8,768",27.6,12%,56 : 44,
2019,351–400,University of Modena and Reggio Emilia,"16,137",22.2,6%,53 : 47,
2019,351–400,Nankai University,"28,336",13.7,6%,,
2019,351–400,National Research Nuclear University MEPhI,"6,804",9.7,21%,30 : 70,
2019,351–400,University of Nebraska-Lincoln,"22,728",16.6,12%,48 : 52,
2019,351–400,Norwegian University of Science and Technology,"34,803",16.2,9%,49 : 51,
2019,351–400,University of Perugia,"23,401",34.4,5%,56 : 44,
2019,351–400,Rensselaer Polytechnic Institute,"7,459",15.4,19%,32 : 68,
2019,351–400,Rush University,"2,426",1.4,1%,74 : 26,
2019,351–400,Sabancı University,"3,632",22.0,10%,38 : 62,
2019,351–400,University of Salerno,"23,171",24.3,2%,58 : 42,
2019,351–400,University of Siena,"12,143",13.8,7%,59 : 41,
2019,351–400,University of Stirling,"9,185",16.0,22%,62 : 38,
2019,351–400,University of Tasmania,"11,920",15.0,26%,57 : 43,
2019,351–400,Temple University,"34,450",9.1,9%,52 : 48,
2019,351–400,University of Turku,"12,604",16.3,6%,62 : 38,
2019,351–400,United Arab Emirates University,"7,494",9.2,24%,81 : 19,
2019,351–400,University of Vermont,"11,126",8.7,5%,56 : 44,
2019,351–400,Western Sydney University,"32,461",33.2,14%,55 : 45,
2019,351–400,York University,"46,220",41.5,24%,57 : 43,
2019,401–500,The University of Alabama,"34,539",22.3,5%,55 : 45,
2019,401–500,University of Alabama in Huntsville,"5,969",14.1,9%,44 : 56,
2019,401–500,American University of Beirut,"8,214",8.6,21%,51 : 49,
2019,401–500,Australian Catholic University,"23,078",42.4,11%,73 : 27,
2019,401–500,Bangor University,"9,275",18.9,24%,56 : 44,
2019,401–500,University of Bari Aldo Moro,"30,273",20.6,1%,61 : 39,
2019,401–500,Bar-Ilan University,"16,637",17.7,5%,59 : 41,
