year,Rank,Name,Overall,Teaching,Research Environment,Research Quality,Industry,International Outlook,rank_prefix
2021,170,University of Antwerp,56.0,35.3,46.0,80.7,83.0,70.0,=
2021,170,University of Leicester,56.0,30.9,33.6,96.2,37.6,90.7,=
2021,170,University of Notre Dame,56.0,52.1,45.5,71.5,38.1,57.3,=
2021,170,Sant’Anna School of Advanced Studies – Pisa,56.0,45.8,39.6,79.9,85.9,57.2,=
2021,174,University of Exeter,55.9,32.4,38.3,89.9,35.8,91.5,=
2021,174,Lomonosov Moscow State University,55.9,80.0,67.6,12.9,97.7,70.7,=
2021,176,"Northeastern University, US",55.8,36.7,29.1,98.2,36.5,76.0,=
2021,176,Ulsan National Institute of Science and Technology (UNIST),55.8,34.9,40.7,90.8,85.3,49.1,=
2021,178,University of Aberdeen,55.7,29.5,34.2,94.4,45.1,95.6,=
2021,178,Newcastle University,55.7,31.4,38.2,90.6,40.1,88.0,=
2021,178,Paris-Saclay University,55.7,37.3,48.7,80.4,34.5,65.1,=
2021,181,Scuola Normale Superiore di Pisa,55.6,55.6,36.3,77.2,34.2,53.5,
2021,182,Universitat Autònoma de Barcelona (UAB),55.5,34.7,38.3,91.9,42.1,65.6,
2021,183,Stockholm University,55.3,31.6,49.2,82.5,35.7,71.4,
2021,184,Arizona State University (Tempe),55.2,38.2,47.8,79.1,37.1,62.8,=
2021,184,University of Canberra,55.2,25.5,32.9,99.7,41.2,89.8,=
2021,186,Queensland University of Technology,55.1,31.7,37.4,89.4,53.5,83.2,
2021,187,Eindhoven University of Technology,54.9,46.5,49.7,57.9,99.8,82.3,=
2021,187,George Washington University,54.9,46.9,33.3,85.8,34.4,55.9,=
2021,187,Technical University of Denmark,54.9,39.8,41.2,72.4,78.4,92.7,=
2021,187,Yonsei University (Seoul campus),54.9,52.2,53.7,54.0,99.5,58.6,=
2021,191,Cardiff University,54.7,32.4,35.6,89.4,36.7,86.8,=
2021,191,University of Gothenburg,54.7,27.7,40.8,94.0,39.4,66.2,=
2021,191,University of Lausanne,54.7,33.1,44.1,76.1,71.3,92.6,=
2021,191,Tel Aviv University,54.7,40.1,52.0,73.0,41.1,56.2,=
2021,195,Macquarie University,54.6,38.5,43.1,73.7,58.6,87.1,=
2021,195,University of Münster,54.6,39.2,43.8,82.5,47.0,49.5,=
2021,197,Texas A&M University,54.5,47.4,51.6,64.8,44.9,56.1,
2021,198,University of Barcelona,54.4,31.0,40.2,91.5,45.9,58.6,=
2021,198,University of Erlangen-Nuremberg,54.4,41.6,46.2,72.6,88.4,53.8,=
2021,200,University of Calgary,54.3,33.7,36.1,87.0,51.3,80.2,=
2021,200,University of East Anglia,54.3,27.8,31.4,97.1,34.5,87.9,=
2021,200,Queen’s University Belfast,54.3,31.5,38.1,84.0,38.4,96.7,=
2021,201–250,Aalborg University,50.6–54.2,27.6,38.6,85.6,49.1,74.5,
2021,201–250,Aalto University,50.6–54.2,39.8,38.8,70.7,50.0,82.7,
2021,201–250,University of Bath,50.6–54.2,30.0,32.2,80.5,36.5,91.8,
2021,201–250,University of Bergen,50.6–54.2,28.3,29.0,94.4,36.3,78.3,
2021,201–250,Brandeis University,50.6–54.2,28.1,24.4,99.9,34.7,55.8,
2021,201–250,"University of California, Santa Cruz",50.6–54.2,31.4,31.9,96.2,38.9,63.6,
2021,201–250,Chalmers University of Technology,50.6–54.2,38.8,42.6,61.6,78.9,84.0,
2021,201–250,Copenhagen Business School,50.6–54.2,25.7,33.1,86.2,42.4,93.3,
2021,201–250,Curtin University,50.6–54.2,24.1,30.5,86.9,42.1,95.0,
2021,201–250,University of Duisburg-Essen,50.6–54.2,31.8,33.6,91.5,70.4,60.4,
2021,201–250,University of Dundee,50.6–54.2,23.9,32.1,91.5,49.3,80.9,
2021,201–250,Griffith University,50.6–54.2,26.7,35.3,85.6,48.0,82.2,
2021,201–250,University of Hawai’i at Mānoa,50.6–54.2,37.0,39.3,72.3,52.5,65.5,
2021,201–250,Hebrew University of Jerusalem,50.6–54.2,45.6,45.0,61.3,42.6,60.5,
2021,201–250,University of Hohenheim,50.6–54.2,33.8,31.1,96.4,50.8,55.8,
2021,201–250,Howard University,50.6–54.2,43.9,17.0,99.5,33.3,35.0,
2021,201–250,University of Iowa,50.6–54.2,42.3,30.2,80.6,50.6,46.1,
2021,201–250,James Cook University,50.6–54.2,22.7,28.9,94.2,45.3,76.4,
2021,201–250,Karlsruhe Institute of Technology,50.6–54.2,45.4,49.4,60.0,94.6,71.2,
2021,201–250,King Abdulaziz University,50.6–54.2,30.6,16.0,95.2,77.7,93.4,
2021,201–250,KTH Royal Institute of Technology,50.6–54.2,41.3,44.1,58.0,51.0,88.7,
2021,201–250,La Trobe University,50.6–54.2,27.9,34.6,82.7,50.0,86.7,
2021,201–250,Université Libre de Bruxelles,50.6–54.2,32.1,42.6,76.2,42.6,88.8,
2021,201–250,University of Luxembourg,50.6–54.2,35.7,35.0,73.2,45.2,99.6,
2021,201–250,University of Massachusetts,50.6–54.2,37.3,32.0,88.3,50.7,64.1,
2021,201–250,Medical University of Graz,50.6–54.2,29.8,27.3,95.1,62.6,76.0,
2021,201–250,Medical University of Innsbruck,50.6–54.2,31.0,26.3,92.3,86.9,87.0,
2021,201–250,Medical University of Vienna,50.6–54.2,33.4,25.4,92.2,57.8,79.2,
2021,201–250,University of Miami,50.6–54.2,45.1,25.0,81.4,40.5,60.6,
2021,201–250,Moscow Institute of Physics and Technology (MIPT),50.6–54.2,53.4,45.3,49.9,100.0,60.4,
2021,201–250,University of Otago,50.6–54.2,29.5,33.4,85.3,37.1,89.8,
2021,201–250,RCSI University of Medicine and Health Sciences,50.6–54.2,30.9,33.3,87.8,50.3,94.1,
2021,201–250,University of Reading,50.6–54.2,34.3,35.5,74.7,38.2,91.9,
2021,201–250,"St George’s, University of London",50.6–54.2,22.5,26.9,99.3,36.4,76.6,
2021,201–250,University of São Paulo,50.6–54.2,56.6,58.9,44.2,41.7,35.2,
2021,201–250,Sapienza University of Rome,50.6–54.2,51.9,41.4,68.5,44.0,41.4,
2021,201–250,University of South Florida (Tampa),50.6–54.2,31.1,36.9,87.4,93.2,55.6,
2021,201–250,University of St Andrews,50.6–54.2,43.3,44.0,55.6,36.7,95.4,
2021,201–250,Télécom Paris – Institut Polytechnique de Paris,50.6–54.2,44.1,38.1,68.1,81.1,84.7,
2021,201–250,Tilburg University,50.6–54.2,36.5,50.2,61.9,51.2,79.8,
2021,201–250,Tohoku University,50.6–54.2,57.7,61.0,38.1,97.4,46.7,
2021,201–250,University of Twente,50.6–54.2,37.6,46.6,54.7,86.7,92.9,
2021,201–250,University of Utah,50.6–54.2,38.3,31.8,86.6,56.4,32.8,
2021,201–250,Virginia Polytechnic Institute and State University,50.6–54.2,36.2,42.4,72.5,47.8,55.6,
2021,201–250,University of Waterloo,50.6–54.2,35.8,43.3,67.1,44.0,86.0,
2021,201–250,Western University,50.6–54.2,39.7,35.8,79.3,64.2,80.7,
2021,201–250,University of the Witwatersrand,50.6–54.2,30.7,43.9,77.8,100.0,72.8,
2021,201–250,University of Wollongong,50.6–54.2,29.2,36.1,78.1,56.9,94.3,
2021,251–300,Alfaisal University,48.0–50.5,19.8,21.0,98.7,45.2,97.8,
2021,251–300,Auckland University of Technology,48.0–50.5,21.0,19.9,99.5,36.1,95.9,
2021,251–300,Australian Catholic University,48.0–50.5,21.5,27.6,89.1,37.8,77.3,
2021,251–300,Brighton and Sussex Medical School,48.0–50.5,18.9,20.3,100.0,33.4,78.7,
2021,251–300,University at Buffalo,48.0–50.5,36.8,34.0,73.1,44.7,64.6,
2021,251–300,"University of California, Riverside",48.0–50.5,31.2,30.3,85.0,37.5,65.7,
2021,251–300,University of Cincinnati – Uptown,48.0–50.5,35.8,31.2,83.8,38.5,43.6,
2021,251–300,Dalhousie University,48.0–50.5,27.7,29.2,78.4,42.4,87.7,
2021,251–300,Deakin University,48.0–50.5,25.1,31.4,78.3,40.2,87.1,
2021,251–300,École Nationale des Ponts et Chaussées - Institut Polytechnique de Paris,48.0–50.5,35.7,23.8,79.2,58.7,83.1,
2021,251–300,École Normale Supérieure de Lyon,48.0–50.5,44.1,45.6,53.5,50.5,67.0,
2021,251–300,Flinders University,48.0–50.5,21.9,29.8,85.6,37.8,89.2,
2021,251–300,Florida State University,48.0–50.5,37.9,40.1,69.5,38.7,45.9,
2021,251–300,Friedrich Schiller University Jena,48.0–50.5,39.5,37.2,71.1,49.1,61.5,
2021,251–300,George Mason University,48.0–50.5,31.0,28.9,89.9,35.0,47.8,
2021,251–300,Goethe University Frankfurt,48.0–50.5,33.1,31.1,77.9,41.6,61.0,
2021,251–300,HSE University,48.0–50.5,34.1,41.4,68.4,59.5,44.5,
2021,251–300,University of Illinois Chicago,48.0–50.5,43.7,33.0,68.9,42.6,55.7,
2021,251–300,Constructor University,48.0–50.5,38.7,32.1,64.6,57.1,91.1,
2021,251–300,University of Kiel,48.0–50.5,30.2,30.3,85.9,33.3,56.4,
2021,251–300,University of Konstanz,48.0–50.5,39.0,44.4,59.9,69.6,69.6,
2021,251–300,Kyung Hee University,48.0–50.5,37.0,41.4,63.9,85.3,63.5,
2021,251–300,Université Laval,48.0–50.5,39.4,33.5,71.4,63.9,69.8,
2021,251–300,Macau University of Science and Technology,48.0–50.5,29.7,23.6,86.3,40.3,100.0,
2021,251–300,University of Navarra,48.0–50.5,29.0,27.9,83.3,63.4,69.5,
2021,251–300,University of Newcastle,48.0–50.5,26.2,30.5,80.7,53.0,84.2,
2021,251–300,University of New Mexico (Main campus),48.0–50.5,39.8,30.2,82.3,42.3,33.5,
2021,251–300,Nova Southeastern University,48.0–50.5,38.7,11.5,99.8,33.3,29.3,
2021,251–300,Oregon Health and Science University,48.0–50.5,36.5,17.4,99.7,46.1,27.8,
2021,251–300,University of Padua,48.0–50.5,40.0,32.8,78.5,38.3,48.8,
2021,251–300,University of Potsdam,48.0–50.5,36.4,40.3,66.6,65.3,56.6,
2021,251–300,Queen’s University,48.0–50.5,40.0,36.9,64.8,58.8,68.9,
2021,251–300,Ruhr University Bochum,48.0–50.5,39.5,45.2,63.6,53.9,57.5,
2021,251–300,Simon Fraser University,48.0–50.5,25.1,34.3,77.8,47.3,91.9,
2021,251–300,University of Southern Denmark,48.0–50.5,21.1,30.2,85.2,71.1,78.4,
2021,251–300,Southern University of Science and Technology (SUSTech),48.0–50.5,25.2,35.2,84.1,97.4,59.7,
2021,251–300,Stellenbosch University,48.0–50.5,28.7,35.7,77.9,73.1,54.1,
2021,251–300,SUNY University at Albany,48.0–50.5,24.2,27.5,93.3,40.1,50.6,
2021,251–300,Sun Yat-sen University,48.0–50.5,41.7,34.9,69.7,62.3,35.6,
2021,251–300,University of Surrey,48.0–50.5,30.8,34.5,74.0,43.1,94.5,
2021,251–300,Università della Svizzera italiana,48.0–50.5,29.4,21.5,82.1,56.6,99.6,
2021,251–300,Swansea University,48.0–50.5,20.7,21.6,95.7,36.0,83.3,
2021,251–300,University of Tartu,48.0–50.5,25.6,28.3,87.8,41.7,59.3,
2021,251–300,University College Dublin,48.0–50.5,29.0,37.8,73.3,44.0,93.1,
2021,251–300,Vita-Salute San Raffaele University,48.0–50.5,36.2,21.5,96.1,34.3,43.1,
2021,251–300,Vrije Universiteit Brussel,48.0–50.5,36.6,43.0,63.3,54.8,76.3,
2021,251–300,Wake Forest University,48.0–50.5,39.1,20.5,89.1,42.2,32.6,
2021,251–300,Western Sydney University,48.0–50.5,24.4,30.9,88.0,41.6,86.7,
2021,251–300,William & Mary,48.0–50.5,46.1,19.8,84.7,34.5,38.2,
2021,301–350,American University of Beirut,45.6–47.9,29.3,15.3,87.9,35.4,78.9,
2021,301–350,Anglia Ruskin University (ARU),45.6–47.9,17.8,15.4,100.0,34.1,87.6,
2021,301–350,Autonomous University of Madrid,45.6–47.9,32.7,29.0,75.4,36.1,53.3,
2021,301–350,Beijing Normal University,45.6–47.9,46.5,41.2,54.1,69.7,43.3,
2021,301–350,Boston College,45.6–47.9,48.2,33.3,64.5,33.5,44.0,
2021,301–350,"University of California, Merced",45.6–47.9,21.6,23.0,95.2,38.8,43.9,
2021,301–350,University of Colorado Denver/Anschutz Medical Campus,45.6–47.9,32.7,19.1,94.2,41.0,29.9,
2021,301–350,Cyprus University of Technology,45.6–47.9,18.3,17.8,98.2,35.1,76.0,
2021,301–350,University of Delaware,45.6–47.9,27.9,39.7,69.1,95.1,48.9,
2021,301–350,University of Essex,45.6–47.9,30.8,34.8,67.2,34.4,96.5,
2021,301–350,University of Greifswald,45.6–47.9,31.3,25.7,80.8,40.0,47.4,
2021,301–350,Huazhong University of Science and Technology,45.6–47.9,39.8,39.4,63.3,91.9,27.7,
2021,301–350,Illinois Institute of Technology,45.6–47.9,42.2,27.3,63.3,36.4,75.7,
2021,301–350,Indian Institute of Science,45.6–47.9,58.1,53.1,31.9,87.6,22.1,
2021,301–350,Johannes Gutenberg University of Mainz,45.6–47.9,34.3,25.9,77.5,64.4,57.4,
2021,301–350,University of Kent,45.6–47.9,26.4,30.0,73.7,33.8,91.1,
2021,301–350,University of Klagenfurt,45.6–47.9,30.4,17.7,85.5,34.8,88.2,
2021,301–350,Kurdistan University of Medical Sciences,45.6–47.9,39.8,9.7,100.0,35.8,19.1,
2021,301–350,University of Macau,45.6–47.9,30.0,35.5,64.8,40.9,99.3,
2021,301–350,University of Malaya,45.6–47.9,39.3,31.5,60.0,44.4,83.7,
2021,301–350,University of Marburg,45.6–47.9,34.4,29.0,72.6,39.1,53.4,
2021,301–350,Montpellier University,45.6–47.9,36.8,29.7,67.5,36.9,61.9,
2021,301–350,University of Galway,45.6–47.9,26.8,31.9,69.6,45.8,80.2,
2021,301–350,North Carolina State University,45.6–47.9,36.6,36.3,62.3,42.6,59.0,
2021,301–350,University of Oregon,45.6–47.9,33.0,24.2,83.1,34.3,35.9,
2021,301–350,University of Oulu,45.6–47.9,31.4,32.8,74.6,51.0,55.4,
2021,301–350,University of Passau,45.6–47.9,33.8,40.0,64.4,40.5,60.5,
2021,301–350,Peter the Great St Petersburg Polytechnic University,45.6–47.9,27.1,16.9,90.0,74.8,56.1,
2021,301–350,Qatar University,45.6–47.9,25.0,30.7,71.7,54.0,99.4,
2021,301–350,Reykjavík University,45.6–47.9,15.1,20.6,100.0,35.0,69.4,
2021,301–350,RMIT University,45.6–47.9,25.8,30.2,70.5,44.2,93.5,
