year,Rank,Name,No. of FTE students,No. of students per staff,International students,Female:Male ratio,rank_prefix
2021,601–800,University of the Western Cape,"22,660",30.1,6%,61 : 39,
2021,601–800,Western Washington University,"15,050",18.4,1%,58 : 42,
2021,601–800,University of Windsor,"13,771",30.4,26%,,
2021,601–800,University of Wisconsin-Milwaukee,"20,490",18.7,6%,54 : 46,
2021,601–800,Worcester Polytechnic Institute,"5,761",12.5,22%,35 : 65,
2021,601–800,University of Wuppertal,"23,117",59.0,11%,52 : 48,
2021,601–800,Xi’an Jiaotong-Liverpool University,"11,388",23.3,7%,53 : 47,
2021,601–800,Yasouj University,"6,023",25.7,0%,50 : 50,
2021,601–800,Yokohama City University,"4,976",4.4,2%,56 : 44,
2021,801–1000,University of the Aegean,"14,297",43.5,1%,56 : 44,
2021,801–1000,"University of Agriculture, Faisalabad","26,756",39.8,0%,44 : 56,
2021,801–1000,University of Alcalá,"19,400",14.6,19%,58 : 42,
2021,801–1000,University of Algarve,"8,008",12.9,19%,57 : 43,
2021,801–1000,Aligarh Muslim University,"19,396",12.2,2%,39 : 61,
2021,801–1000,American University in Cairo,"5,832",13.1,5%,55 : 45,
2021,801–1000,American University of Sharjah,"4,784",12.1,81%,52 : 48,
2021,801–1000,Amrita Vishwa Vidyapeetham,"15,130",12.1,10%,,
2021,801–1000,"University of the Andes, Colombia","15,280",12.6,2%,45 : 55,
2021,801–1000,"Asia University, Taiwan","11,627",31.9,7%,60 : 40,
2021,801–1000,Azarbaijan Shahid Madani University,"6,470",24.0,0%,62 : 38,
2021,801–1000,University of the Basque Country,"42,724",15.2,5%,54 : 46,
2021,801–1000,Baylor University,"17,274",15.3,6%,58 : 42,
2021,801–1000,University of Bedfordshire,"9,735",18.7,38%,62 : 38,
2021,801–1000,Beijing Jiaotong University,"30,200",14.1,8%,39 : 61,
2021,801–1000,Benha University,"110,000",32.4,4%,40 : 60,
2021,801–1000,Beni-Suef University,"73,693",26.7,1%,47 : 53,
2021,801–1000,Bharathiar University,"3,674",15.1,0%,67 : 33,
2021,801–1000,Bowling Green State University,"15,333",16.3,4%,57 : 43,
2021,801–1000,University of Brasília,"45,594",14.9,2%,51 : 49,
2021,801–1000,Capital Medical University,"13,374",4.8,5%,67 : 33,
2021,801–1000,Cardiff Metropolitan University,"8,940",18.8,18%,55 : 45,
2021,801–1000,Carlos III University of Madrid,"17,652",11.0,16%,44 : 56,
2021,801–1000,University of Lancashire,"17,520",14.2,18%,58 : 42,
2021,801–1000,Central Queensland University,"15,905",20.6,35%,53 : 47,
2021,801–1000,University of Cergy-Pontoise,"15,380",19.3,16%,58 : 42,
2021,801–1000,Chang Gung University,"7,358",12.4,5%,47 : 53,
2021,801–1000,Charles Sturt University,"20,280",20.9,33%,57 : 43,
2021,801–1000,Chiba University,"13,764",9.8,5%,38 : 62,
2021,801–1000,University of Chile,"36,433",15.4,6%,48 : 52,
2021,801–1000,"China University of Geosciences, Beijing","16,920",14.1,1%,38 : 62,
2021,801–1000,"China University of Geosciences, Wuhan","29,124",16.2,4%,,
2021,801–1000,China University of Mining and Technology,"46,973",18.3,2%,33 : 67,
2021,801–1000,Chonnam National University,"22,835",17.5,8%,48 : 52,
2021,801–1000,University of Córdoba,"17,834",14.8,9%,56 : 44,
2021,801–1000,Covenant University,"8,601",16.0,0%,43 : 57,
2021,801–1000,University of Debrecen,"26,938",14.1,21%,55 : 45,
2021,801–1000,Delhi Technological University,"9,000",22.6,1%,18 : 82,
2021,801–1000,University of Derby,"14,110",14.7,15%,57 : 43,
2021,801–1000,East China University of Science and Technology,"25,985",15.9,2%,44 : 56,
2021,801–1000,Eastern Mediterranean University,"18,205",24.5,81%,41 : 59,
2021,801–1000,University of East London,"10,700",18.9,32%,62 : 38,
2021,801–1000,École Centrale de Lyon,"2,053",14.9,25%,28 : 72,
2021,801–1000,Universidade Estadual Paulista (Unesp),"38,877",13.8,3%,51 : 49,
2021,801–1000,Federal University of Pelotas,"22,618",16.7,0%,56 : 44,
2021,801–1000,Federal University of Rio de Janeiro,"59,963",14.6,1%,55 : 45,
2021,801–1000,Federation University Australia,"11,888",20.7,47%,54 : 46,
2021,801–1000,Florida Agricultural and Mechanical University,"9,433",15.3,1%,66 : 34,
2021,801–1000,Florida Atlantic University,"24,678",18.5,10%,57 : 43,
2021,801–1000,Florida Institute of Technology,"5,477",14.3,33%,34 : 66,
2021,801–1000,University of Foggia,"10,355",32.0,1%,60 : 40,
2021,801–1000,Fu Jen Catholic University,"19,606",27.7,8%,56 : 44,
2021,801–1000,Fuzhou University,"35,717",15.7,2%,41 : 59,
2021,801–1000,Government College University Faisalabad,"19,898",34.7,0%,42 : 58,
2021,801–1000,Guru Jambheshwar University of Science and Technology,"5,017",19.1,0%,41 : 59,
2021,801–1000,University of Hertfordshire,"17,890",15.8,29%,56 : 44,
2021,801–1000,Hiroshima University,"15,080",8.9,11%,36 : 64,
2021,801–1000,Hyogo College of Medicine,912,2.2,1%,35 : 65,
2021,801–1000,Technische Universität Ilmenau,"5,807",17.8,22%,27 : 73,
2021,801–1000,Imam Abdulrahman Bin Faisal University,"24,643",8.2,4%,76 : 24,
2021,801–1000,Indian Institute of Technology Bhubaneswar,"1,469",10.8,0%,13 : 87,
2021,801–1000,Indian Institute of Technology (Indian School of Mines) Dhanbad,"7,322",22.0,1%,15 : 85,
2021,801–1000,Indian Institute of Science Education and Research Bhopal,"1,351",13.0,0%,32 : 68,
2021,801–1000,University of Indonesia,"41,561",10.2,10%,66 : 34,
2021,801–1000,Inha University,"19,467",23.6,7%,40 : 60,
2021,801–1000,Isfahan University of Medical Sciences,"11,400",12.3,1%,69 : 31,
2021,801–1000,Istanbul University,"87,146",38.2,7%,51 : 49,
2021,801–1000,Istanbul Technical University,"37,861",23.0,4%,34 : 66,
2021,801–1000,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,"7,635",7.8,33%,65 : 35,
2021,801–1000,Jadavpur University,"12,641",21.2,1%,32 : 68,
2021,801–1000,University of Jaén,"14,364",17.2,8%,56 : 44,
2021,801–1000,Jamia Hamdard University,"6,827",13.9,6%,55 : 45,
2021,801–1000,Jiangsu University,"36,125",9.6,6%,42 : 58,
2021,801–1000,Jilin University,"71,593",10.8,3%,45 : 55,
2021,801–1000,The University of Jordan,"31,495",17.0,16%,68 : 32,
2021,801–1000,Juntendo University,"4,953",4.1,2%,53 : 47,
2021,801–1000,Kaohsiung Medical University,"6,802",12.1,7%,57 : 43,
2021,801–1000,Karabük University,"47,464",45.9,17%,41 : 59,
2021,801–1000,Karlstad University,"8,727",13.0,%,63 : 37,
2021,801–1000,Kent State University,"23,764",17.6,7%,60 : 40,
2021,801–1000,Kerman University of Medical Sciences,"5,422",3.9,0%,63 : 37,
2021,801–1000,Kharkiv National University of Radio Electronics,"8,058",11.8,9%,20 : 80,
2021,801–1000,Kindai University,"33,614",14.1,2%,31 : 69,
2021,801–1000,King Mongkut’s University of Technology Thonburi,"16,498",21.3,6%,47 : 53,
2021,801–1000,King Saud bin Abdulaziz University for Health Sciences,"12,238",7.3,0%,52 : 48,
2021,801–1000,Kingston University,"14,285",18.3,37%,58 : 42,
2021,801–1000,K.N. Toosi University of Technology,"6,866",22.6,1%,34 : 66,
2021,801–1000,Kurume University,"4,995",7.5,2%,,
2021,801–1000,Kyoto Prefectural University of Medicine,"1,323",3.3,1%,47 : 53,
2021,801–1000,Kyungpook National University (KNU),"21,323",20.4,9%,44 : 56,
2021,801–1000,Lahore University of Management Sciences,"4,067",15.1,2%,41 : 59,
2021,801–1000,University of Las Palmas de Gran Canaria,"18,377",17.1,8%,57 : 43,
2021,801–1000,Lebanese American University,"7,861",13.1,18%,51 : 49,
2021,801–1000,Leeds Beckett University,"19,020",19.4,12%,52 : 48,
2021,801–1000,Montanuniversität Leoben,"2,635",5.0,14%,23 : 77,
2021,801–1000,University of Ljubljana,"38,762",13.9,6%,60 : 40,
2021,801–1000,Louisiana Tech University,"10,602",25.4,4%,44 : 56,
2021,801–1000,"Lumière University, Lyon 2","24,414",49.9,17%,67 : 33,
2021,801–1000,Marquette University,"10,650",11.9,4%,55 : 45,
2021,801–1000,Medical University of Warsaw,"9,727",6.3,8%,74 : 26,
2021,801–1000,University of Memphis,"16,460",14.2,3%,59 : 41,
2021,801–1000,Miami University,"18,301",25.2,15%,51 : 49,
2021,801–1000,Middle East Technical University,"23,330",27.8,6%,43 : 57,
2021,801–1000,University of Minho,"18,504",18.2,13%,55 : 45,
2021,801–1000,Mississippi State University,"26,823",19.1,3%,51 : 49,
2021,801–1000,Nanjing Normal University,"29,862",13.5,4%,69 : 31,
2021,801–1000,National Autonomous University of Mexico,"166,368",16.5,8%,51 : 49,
2021,801–1000,National Central University,"11,233",10.1,11%,33 : 67,
2021,801–1000,National Chengchi University,"13,161",15.6,16%,52 : 48,
2021,801–1000,National Dong Hwa University,"9,928",18.1,8%,51 : 49,
2021,801–1000,National Institute of Technology Rourkela,"5,808",17.5,4%,17 : 83,
2021,801–1000,National University of Sciences and Technology,"10,998",7.5,4%,34 : 66,
2021,801–1000,National Sun Yat-Sen University,"8,374",13.5,8%,37 : 63,
2021,801–1000,National Taipei University of Technology,"9,874",15.6,9%,28 : 72,
2021,801–1000,National Institute of Technology Silchar,"3,169",12.8,1%,14 : 86,
2021,801–1000,The New School,"10,554",9.5,35%,72 : 28,
2021,801–1000,University of New Brunswick UNB,"8,570",14.1,13%,52 : 48,
2021,801–1000,University of Nicosia,"4,683",10.5,51%,51 : 49,
2021,801–1000,Niigata University,"12,093",7.8,3%,38 : 62,
2021,801–1000,Normandy University,"67,205",20.4,11%,55 : 45,
2021,801–1000,"Northeastern University, China","37,339",14.6,4%,,
2021,801–1000,Northeast Normal University,"26,862",17.1,2%,75 : 25,
2021,801–1000,University of Northern British Columbia (UNBC),"2,826",14.2,9%,62 : 38,
2021,801–1000,NorthWest A&F University,"30,159",14.8,1%,50 : 50,
2021,801–1000,Ocean University of China,"27,999",15.3,4%,54 : 46,
2021,801–1000,Okayama University,"13,136",10.9,9%,39 : 61,
2021,801–1000,Old Dominion University,"18,811",18.2,3%,56 : 44,
2021,801–1000,Oran 1 University,"25,787",18.8,1%,64 : 36,
2021,801–1000,Osmania University,"13,426",28.5,4%,38 : 62,
2021,801–1000,University of Oviedo,"21,555",12.3,3%,54 : 46,
2021,801–1000,Pablo de Olavide University,"13,736",16.2,14%,59 : 41,
2021,801–1000,University of Peshawar,"6,063",10.1,2%,46 : 54,
2021,801–1000,Polytechnic University of Valencia,"22,019",10.6,15%,39 : 61,
2021,801–1000,Pontifical Catholic University of Rio Grande do Sul (PUCRS),"16,633",23.1,0%,50 : 50,
2021,801–1000,Portland State University,"20,202",18.4,8%,56 : 44,
2021,801–1000,University of Puerto Rico,"51,933",13.1,1%,58 : 42,
2021,801–1000,Pusan National University,"24,992",18.4,9%,47 : 53,
2021,801–1000,University of Regina,"13,324",23.7,24%,60 : 40,
2021,801–1000,Rikkyo University,"20,298",15.7,5%,,
2021,801–1000,Rochester Institute of Technology,"14,093",15.7,17%,35 : 65,
2021,801–1000,University of Roehampton,"7,825",15.3,28%,70 : 30,
2021,801–1000,RUDN University,"20,455",12.8,31%,52 : 48,
2021,801–1000,Université Saint-Joseph de Beyrouth,"7,748",20.0,5%,64 : 36,
2021,801–1000,University of Salamanca,"28,709",17.5,16%,58 : 42,
2021,801–1000,University of Salford,"16,795",18.4,20%,54 : 46,
2021,801–1000,University of Santiago de Compostela,"24,968",14.9,9%,61 : 39,
2021,801–1000,University of Science and Technology Beijing,"25,354",15.0,4%,37 : 63,
2021,801–1000,University of Seville,"50,970",16.8,10%,61 : 39,
2021,801–1000,Shanghai University,"37,395",11.2,5%,50 : 50,
2021,801–1000,Shanghai University of Finance and Economics (SUFE),"15,613",15.0,5%,57 : 43,
2021,801–1000,Shanghai Maritime University,"21,959",15.8,3%,42 : 58,
2021,801–1000,Shantou University,"11,084",12.1,1%,48 : 52,
2021,801–1000,Sheffield Hallam University,"25,550",17.2,11%,55 : 45,
2021,801–1000,Shiraz University,"13,490",18.9,0%,50 : 50,
2021,801–1000,Sidi Mohamed Ben Abdellah University,"87,278",57.1,2%,47 : 53,
2021,801–1000,Sogang University,"9,749",23.8,11%,45 : 55,
2021,801–1000,Sohag University,"55,753",28.3,0%,59 : 41,
2021,801–1000,University of South Bohemia in České Budějovice,"9,143",14.4,5%,70 : 30,
2021,801–1000,South China Normal University,"31,465",15.7,3%,,
2021,801–1000,University of South Dakota,"7,282",15.8,3%,,
2021,801–1000,Southern Illinois University Carbondale,"11,158",14.9,8%,48 : 52,
2021,801–1000,University of Split,"19,867",19.7,2%,,
2021,801–1000,Sri Venkateswara University,"7,707",14.2,0%,41 : 59,
2021,801–1000,Sultan Qaboos University,"7,224",7.7,4%,50 : 50,
2021,801–1000,University of Szeged,"18,859",12.1,20%,56 : 44,
2021,801–1000,Tallinn University,"4,506",11.4,13%,71 : 29,
2021,801–1000,Tallinn University of Technology,"9,437",13.4,14%,43 : 57,
2021,801–1000,Technical University of Madrid,"37,683",13.1,15%,32 : 68,
2021,801–1000,Technological University Dublin,"19,300",18.4,18%,43 : 57,
2021,801–1000,University of Technology of Compiègne,"4,308",16.0,24%,37 : 63,
2021,801–1000,University of Technology of Troyes,"3,087",19.3,24%,22 : 78,
2021,801–1000,Teesside University,"12,260",19.2,11%,58 : 42,
2021,801–1000,Universiti Tenaga Nasional (UNITEN),"5,736",13.5,9%,38 : 62,
2021,801–1000,University of Texas at El Paso,"17,883",23.7,8%,53 : 47,
2021,801–1000,Tokyo Medical University,"1,370",1.7,1%,49 : 51,
2021,801–1000,Tokyo Metropolitan University,"8,853",10.1,5%,38 : 62,
2021,801–1000,Tomsk Polytechnic University,"9,118",7.9,28%,33 : 67,
2021,801–1000,University of Tours,"27,994",21.9,11%,60 : 40,
2021,801–1000,Tribhuvan University,"422,690",31.1,0%,51 : 49,
2021,801–1000,"Vietnam National University, Hanoi","36,410",13.5,1%,54 : 46,
2021,801–1000,University of Vigo,"18,103",15.8,5%,50 : 50,
2021,801–1000,Vilnius University,"16,470",10.3,10%,65 : 35,
2021,801–1000,Vilnius Gediminas Technical University (Vilnius Tech),"9,328",14.0,12%,32 : 68,
2021,801–1000,VIT University,"32,943",19.3,2%,24 : 76,
2021,801–1000,Volgograd State Technical University,"14,162",15.2,7%,35 : 65,
2021,801–1000,University of Warsaw,"41,344",13.3,10%,65 : 35,
2021,801–1000,Waseda University,"48,260",15.5,11%,38 : 62,
2021,801–1000,Wenzhou University,"15,780",14.0,5%,58 : 42,
2021,801–1000,University of Westminster,"16,225",19.3,49%,60 : 40,
2021,801–1000,University of Wolverhampton,"14,780",18.4,21%,63 : 37,
2021,801–1000,Wuhan University of Technology,"52,910",14.4,3%,30 : 70,
2021,801–1000,Xidian University,"35,133",16.5,2%,28 : 72,
2021,801–1000,Yangzhou University,"33,876",13.8,4%,55 : 45,
2021,801–1000,Yeungnam University,"19,494",14.8,5%,50 : 50,
2021,801–1000,University of Zaragoza,"28,036",9.9,7%,54 : 46,
2021,801–1000,Zayed University,"7,524",14.6,2%,89 : 11,
2021,801–1000,Zhejiang University of Technology,"30,891",14.7,8%,,
2021,1001+,University of Abou Bekr Belkaïd Tlemcen,"41,558",23.4,1%,67 : 33,
2021,1001+,Acharya Nagarjuna University,"4,816",10.3,7%,37 : 63,
2021,1001+,Acıbadem University,"2,608",4.7,2%,75 : 25,
2021,1001+,University of A Coruña,"14,815",12.4,4%,52 : 48,
2021,1001+,"Adam Mickiewicz University, Poznań","34,534",13.2,3%,69 : 31,
2021,1001+,Adolfo Ibáñez University,"10,385",28.8,5%,38 : 62,
2021,1001+,AGH University of Krakow,"24,949",13.2,3%,34 : 66,
2021,1001+,Aichi Medical University,"1,291",2.7,1%,59 : 41,
2021,1001+,Ain Shams University,"202,325",17.6,2%,49 : 51,
2021,1001+,Akdeniz University,"36,492",33.0,3%,35 : 65,
2021,1001+,Akita University,"4,936",10.1,4%,35 : 65,
2021,1001+,Aksaray University,"22,626",37.5,6%,45 : 55,
2021,1001+,Al-Azhar University,"342,151",32.9,6%,44 : 56,
2021,1001+,Alexandria University,"187,170",25.4,3%,54 : 46,
2021,1001+,Alexandru Ioan Cuza University,"23,919",19.6,6%,63 : 37,
2021,1001+,Al-Farabi Kazakh National University,"22,116",4.6,17%,56 : 44,
2021,1001+,University of Alicante,"24,543",16.1,8%,58 : 42,
2021,1001+,University of Almería,"13,067",17.7,12%,56 : 44,
2021,1001+,Alzahra University,"9,616",22.6,1%,100 : 0,
2021,1001+,"Amity University, Noida","31,103",15.4,5%,46 : 54,
2021,1001+,Anadolu University,"513,690",339.1,0%,43 : 57,
2021,1001+,"University of the Andes, Chile","8,734",15.1,2%,59 : 41,
2021,1001+,"University of the Andes, Venezuela","31,841",12.4,2%,60 : 40,
2021,1001+,Andhra University,"8,869",13.9,5%,49 : 51,
2021,1001+,Universidad Andrés Bello (UNAB),"41,098",19.1,2%,52 : 48,
2021,1001+,Ankara University,"76,364",18.5,5%,45 : 55,
2021,1001+,Anna University,"14,966",15.2,1%,45 : 55,
2021,1001+,Annamalai University,"19,490",12.8,2%,49 : 51,
2021,1001+,University of Antioquia,"40,807",23.4,0%,50 : 50,
2021,1001+,Aoyama Gakuin University,"19,084",11.6,3%,50 : 50,
2021,1001+,Arak University,"6,369",21.4,0%,57 : 43,
2021,1001+,Ariel University,"11,250",28.3,0%,49 : 51,
2021,1001+,Assiut University,"96,833",21.3,1%,54 : 46,
2021,1001+,Atatürk University,"58,588",33.6,2%,49 : 51,
2021,1001+,Atılım University,"9,385",14.1,5%,41 : 59,
2021,1001+,Austral University of Chile,"16,392",17.8,2%,51 : 49,
2021,1001+,Universidad Autónoma del Estado de Hidalgo,"36,143",18.2,1%,57 : 43,
2021,1001+,Universidad Autónoma del Estado de Mexico (UAEMex),"58,936",21.3,0%,58 : 42,
2021,1001+,Universidad Autónoma de Nuevo León (UANL),"117,108",40.7,1%,49 : 51,
2021,1001+,Universidad Autónoma de Querétaro,"22,411",39.7,1%,56 : 44,
2021,1001+,Universidad Autónoma de Yucatán,"17,119",14.8,0%,50 : 50,
2021,1001+,Autonomous University of Baja California,"64,427",20.0,2%,53 : 47,
2021,1001+,Autonomous University of San Luis Potosi,"31,551",8.9,0%,52 : 48,
2021,1001+,Babeş-Bolyai University,"38,974",25.8,5%,65 : 35,
2021,1001+,University of Baghdad,"70,590",11.2,0%,58 : 42,
2021,1001+,Bahauddin Zakariya University,"28,987",34.9,0%,43 : 57,
2021,1001+,Bahçeşehir University,"18,422",50.6,14%,48 : 52,
2021,1001+,Banasthali University,"10,368",17.6,4%,98 : 2,
2021,1001+,Institut Teknologi Bandung,"17,267",9.5,2%,42 : 58,
2021,1001+,Bangladesh University of Engineering and Technology,"5,607",11.4,0%,24 : 76,
2021,1001+,Bashkir State University,"14,166",11.9,3%,64 : 36,
2021,1001+,Başkent University,"13,227",14.4,2%,61 : 39,
2021,1001+,University of Basrah,"32,479",13.4,0%,52 : 48,
2021,1001+,Beijing Forestry University,"19,353",16.3,2%,55 : 45,
2021,1001+,Beijing University of Technology,"21,899",11.8,3%,43 : 57,
2021,1001+,University of Béjaïa,"43,062",25.4,1%,58 : 42,
2021,1001+,Belarusian State University,"24,451",7.8,10%,61 : 39,
2021,1001+,Belgorod State National Research University,"12,994",14.3,18%,64 : 36,
2021,1001+,Benemérita Universidad Autónoma de Puebla,"79,778",40.2,0%,53 : 47,
2021,1001+,Bezmiâlem Vakif University,"3,521",12.4,5%,73 : 27,
2021,1001+,University of Bío-Bío,"13,085",25.5,1%,42 : 58,
2021,1001+,University of Birjand,"12,055",26.2,1%,53 : 47,
2021,1001+,"Birla Institute of Technology and Science, Pilani","14,788",18.1,1%,20 : 80,
2021,1001+,University of Biskra,"32,650",23.6,1%,,
2021,1001+,Blida 1 University,"33,723",24.6,1%,62 : 38,
2021,1001+,Bolu Abant Izzet Baysal University,"22,466",24.2,1%,57 : 43,
2021,1001+,University of Botswana,"12,206",16.1,4%,56 : 44,
2021,1001+,University of Brawijaya,"52,540",17.2,2%,54 : 46,
2021,1001+,Brno University of Technology,"19,589",18.9,23%,29 : 71,
2021,1001+,Bu-Ali Sina University,"11,279",25.6,1%,55 : 45,
2021,1001+,University of Bucharest,"32,371",19.1,2%,68 : 32,
2021,1001+,Budapest University of Technology and Economics,"19,415",17.7,11%,31 : 69,
2021,1001+,Burapha University,"34,785",23.7,1%,64 : 36,
2021,1001+,University of Burgos,"7,200",13.0,5%,55 : 45,
2021,1001+,University of Cadiz,"18,995",18.7,9%,56 : 44,
2021,1001+,University of Calcutta,"18,570",25.4,1%,60 : 40,
2021,1001+,"California State University, Long Beach","30,440",19.5,4%,58 : 42,
2021,1001+,Canterbury Christ Church University,"11,130",16.6,13%,69 : 31,
2021,1001+,Technical University of Cartagena,"4,497",10.2,9%,27 : 73,
2021,1001+,University of Carthage,"31,188",9.6,1%,66 : 34,
2021,1001+,University of Castilla-La Mancha,"23,198",13.6,7%,56 : 44,
2021,1001+,The Catholic University of Korea,"9,762",7.2,3%,59 : 41,
2021,1001+,Catholic University of the North,"11,567",20.0,2%,46 : 54,
2021,1001+,Universidad Católica San Antonio de Murcia (UCAM),"12,621",6.7,10%,56 : 44,
2021,1001+,University of Caxias do Sul,"15,400",23.5,0%,53 : 47,
2021,1001+,Ceará State University,"20,106",17.6,0%,61 : 39,
2021,1001+,Central University of Finance and Economics,"15,859",14.1,3%,62 : 38,
2021,1001+,Chaoyang University of Technology,"16,173",41.3,6%,55 : 45,
2021,1001+,"University of Chemistry and Technology, Prague","4,159",9.2,22%,61 : 39,
2021,1001+,University of Chester,"11,015",19.5,11%,68 : 32,
2021,1001+,Chiang Mai University,"36,296",15.4,2%,63 : 37,
2021,1001+,Chiba Institute of Technology,"9,797",30.9,1%,14 : 86,
2021,1001+,China Pharmaceutical University,"16,470",16.1,3%,65 : 35,
2021,1001+,Chubu University,"12,227",23.0,2%,26 : 74,
2021,1001+,Chungbuk National University,"19,294",14.8,3%,32 : 68,
2021,1001+,Chungnam National University,"21,744",20.5,4%,46 : 54,
2021,1001+,Chung Yuan Christian University,"15,978",32.9,11%,44 : 56,
2021,1001+,Chuo University,"26,212",37.7,4%,37 : 63,
2021,1001+,Cochin University of Science and Technology,"8,463",19.3,0%,39 : 61,
2021,1001+,University of Colombo,"29,197",35.6,0%,56 : 44,
2021,1001+,Comenius University Bratislava,"21,141",9.9,13%,66 : 34,
2021,1001+,University of Concepción,"28,176",17.2,2%,52 : 48,
2021,1001+,Corvinus University of Budapest,"11,232",24.9,16%,53 : 47,
2021,1001+,Cracow University of Technology,"13,079",12.1,2%,38 : 62,
2021,1001+,Cukurova University,"42,974",18.0,3%,44 : 56,
2021,1001+,Czech University of Life Sciences Prague (CZU),"17,500",20.7,21%,51 : 49,
2021,1001+,Czech Technical University in Prague,"18,282",11.6,20%,30 : 70,
2021,1001+,De La Salle University,"13,346",16.4,3%,49 : 51,
2021,1001+,Del Rosario University,"11,952",14.5,1%,57 : 43,
2021,1001+,Democritus University of Thrace,"30,414",48.4,3%,54 : 46,
2021,1001+,University of Dhaka,"210,856",16.9,3%,47 : 53,
2021,1001+,Diponegoro University,"38,420",15.6,2%,56 : 44,
2021,1001+,Dokkyo Medical University,"1,344",1.3,1%,53 : 47,
2021,1001+,Dokuz Eylül University,"61,620",18.8,2%,47 : 53,
2021,1001+,Doshisha University,"28,272",18.7,4%,41 : 59,
2021,1001+,Dunarea de Jos University of Galati,"12,383",16.8,22%,58 : 42,
2021,1001+,Duzce University,"28,346",25.7,2%,42 : 58,
2021,1001+,East Carolina University,"26,230",14.5,2%,58 : 42,
2021,1001+,University of Economics in Prague,"13,493",27.2,24%,53 : 47,
2021,1001+,Edge Hill University,"11,625",14.5,6%,68 : 32,
2021,1001+,Ege University,"42,173",26.3,3%,48 : 52,
2021,1001+,Ehime University,"9,341",13.2,3%,38 : 62,
2021,1001+,The University of Electro-Communications,"4,838",15.8,5%,12 : 88,
2021,1001+,University of Engineering & Technology (UET) Lahore,"13,832",13.4,3%,24 : 76,
2021,1001+,Erciyes University,"37,580",29.6,3%,46 : 54,
2021,1001+,Eskişehir Osmangazi University,"30,533",20.5,3%,38 : 62,
2021,1001+,Universidade do Estado do Rio de Janeiro (UERJ),"24,286",9.8,0%,57 : 43,
2021,1001+,Universidade do Estado de Santa Catarina,"13,414",12.8,1%,52 : 48,
2021,1001+,Universidade Estadual de Maringá,"22,727",12.1,1%,57 : 43,
2021,1001+,Universidade Estadual do Oeste do Paraná (Unioeste),"11,935",9.2,0%,52 : 48,
2021,1001+,Far Eastern Federal University,"15,750",11.2,23%,,
2021,1001+,Fayoum University,"35,991",14.6,1%,66 : 34,
2021,1001+,Universidade Federal do ABC (UFABC),"15,580",21.2,1%,35 : 65,
2021,1001+,Federal University of Alagoas,"30,196",18.4,0%,,
2021,1001+,Universidade Federal da Bahia,"45,148",18.1,0%,44 : 56,
2021,1001+,Universidade Federal do Ceará (UFC),"36,345",16.3,1%,45 : 55,
2021,1001+,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),"6,047",16.8,10%,67 : 33,
2021,1001+,Federal University of Espírito Santo,"24,617",12.8,1%,56 : 44,
2021,1001+,Federal University of Goiás,"34,803",13.1,0%,51 : 49,
2021,1001+,Federal University of Itajubá,"8,286",15.9,1%,29 : 71,
2021,1001+,Universidade Federal de Juiz de Fora,"28,458",18.3,0%,42 : 58,
2021,1001+,Federal University of Lavras,"14,546",18.4,1%,49 : 51,
2021,1001+,Universidade Federal do Maranhão (UFMA),"29,443",14.3,0%,49 : 51,
2021,1001+,Federal University of Mato Grosso do Sul,"27,263",17.3,1%,53 : 47,
2021,1001+,Universidade Federal de Ouro Preto (UFOP),"13,936",16.0,1%,52 : 48,
2021,1001+,Federal University of Pará,"43,681",16.3,0%,53 : 47,
2021,1001+,Federal University of Paraí­ba (UFPB),"30,829",11.9,0%,51 : 49,
2021,1001+,Universidade Federal do Paraná (UFPR),"32,860",13.3,0%,51 : 49,
2021,1001+,Universidade Federal de Pernambuco,"40,131",17.4,1%,49 : 51,
2021,1001+,Federal University of Piauí,"30,467",15.5,0%,54 : 46,
2021,1001+,Federal University of Rio Grande do Norte (UFRN),"40,206",18.6,0%,45 : 55,
2021,1001+,Universidade Federal Rural do Semi-Arido,"8,007",11.7,0%,42 : 58,
2021,1001+,Federal University of Santa Maria,"27,667",13.8,1%,53 : 47,
2021,1001+,Federal University of São Carlos,"19,404",15.1,2%,48 : 52,
2021,1001+,Federal University of Uberlândia,"29,867",15.8,1%,52 : 48,
2021,1001+,Federal University of Viçosa,"15,347",12.3,1%,49 : 51,
2021,1001+,Federico Santa María Technical University,"19,430",24.7,4%,25 : 75,
2021,1001+,Feng Chia University,"19,790",23.2,8%,37 : 63,
2021,1001+,Ferdowsi University of Mashhad,"24,186",29.9,5%,56 : 44,
2021,1001+,Fluminense Federal University,"54,134",15.3,1%,45 : 55,
2021,1001+,University of Fortaleza (UNIFOR),"22,101",18.0,0%,54 : 46,
2021,1001+,Université Frères Mentouri Constantine 1,"35,321",21.0,1%,57 : 43,
2021,1001+,University of La Frontera,"10,827",23.4,1%,49 : 51,
2021,1001+,University of Fukui,"5,047",8.2,4%,30 : 70,
2021,1001+,Universitas Gadjah Mada,"38,092",7.9,6%,53 : 47,
2021,1001+,Gazi University,"43,518",25.6,2%,49 : 51,
2021,1001+,Gaziantep University,"30,713",27.6,12%,47 : 53,
2021,1001+,University of Gdańsk,"24,302",17.4,2%,69 : 31,
2021,1001+,Gdańsk University of Technology,"15,540",13.9,5%,40 : 60,
